Date,Open,High,Low,Close,Volume
2021-09-22,64.9677004234174,66.51098873675464,64.61227934585942,65.84690856933594,4957000
2021-09-23,66.60453033435202,69.60692443832302,66.44552670640826,69.49468994140625,5860900
2021-09-24,69.24213526141014,71.02861012433492,69.15795940427103,70.70124053955078,6437400
2021-09-27,71.08471162159542,72.65605816393243,71.02859439592915,72.37545776367188,6584100
2021-09-28,72.48770363537943,72.92730762498711,70.56093598999945,71.2530746459961,8754700
2021-09-29,71.54304122055821,71.55239647306985,69.89687357685168,70.50482940673828,6075700
2021-09-30,71.05667793695639,71.05667793695639,68.06363211602316,68.12910461425781,7077400
2021-10-01,68.25069180496241,70.09328388280743,67.39019419718656,69.6069107055664,4814800
2021-10-04,69.3730745095273,70.26163780972674,68.20391790607982,68.4938735961914,5938700
2021-10-05,68.89606148304473,71.60849900489376,68.89606148304473,70.9911880493164,7569900
2021-10-06,70.16810739136949,71.18761577387957,69.18602001662096,70.81348419189453,5731600
2021-10-07,71.55238739427061,72.72154405103974,71.30920081159218,71.44950103759766,4560900
2021-10-08,71.39337748509064,72.82442396461042,71.26243252199505,72.33805084228516,3485100
2021-10-11,72.75894985519307,73.83457528738299,71.59914857831012,71.65526580810547,4229100
2021-10-12,72.1042241678692,72.88054588182801,71.41208544186493,72.2725830078125,6138200
2021-10-13,72.51576150414016,72.69347557537911,70.07456216496959,71.33724975585938,6066000
2021-10-14,72.22581158739267,73.31078508618255,71.68332127001531,73.0582504272461,4799500
2021-10-15,74.28352412569413,75.76133962357568,73.29208171783262,75.66780853271484,9004400
2021-10-18,75.52751630303518,75.98582369181915,74.55477715625298,75.3404541015625,6323200
2021-10-19,75.37787030722879,76.3506095762733,75.04115972945037,76.26643371582031,5346500
2021-10-20,75.89231588321849,76.51898230004448,75.36853584956901,76.3132095336914,6157200
2021-10-21,76.2290114877867,77.22980926727976,75.51816226602652,76.92115020751953,5938000
2021-10-22,77.04274683968804,78.32413792218942,76.93986048673258,78.14643096923828,5740200
2021-10-25,78.27737686607375,78.57668067749759,77.49169990110755,77.52911376953125,4213500
2021-10-26,78.0903158186696,79.02564122071463,77.65071173795378,77.68812561035156,6362400
2021-10-27,77.32334856268906,78.31479833218798,75.84553272842888,75.90165710449219,6539200
2021-10-28,76.2383723457705,77.07081134806769,76.07936161070621,76.68732452392578,3579600
2021-10-29,76.69664994890175,77.36072984214371,76.45346345099401,76.7247085571289,4421600
2021-11-01,77.21108694220142,77.42620771093378,76.1448169393643,76.57506561279297,4095700
2021-11-02,76.58443848527646,77.1830461493125,76.11677580175042,76.48155212402344,3682600
2021-11-03,76.4254215409419,78.42701690605946,76.23835935458072,77.9406509399414,7051500
2021-11-04,77.58523130668094,77.75359014726112,75.11597306881536,76.18224334716797,5782900
2021-11-05,76.79021337386943,77.59459378310136,75.5929980120265,75.90165710449219,4107600
2021-11-08,76.43479088552446,77.3139990226698,76.11677654691104,76.39737701416016,3420000
2021-11-09,75.66780646792017,76.0980551829114,74.76053992580113,75.5555648803711,4193800
2021-11-10,75.30247766803807,75.996162111468,74.82439446626101,75.6961898803711,4739000
2021-11-11,76.12738527844998,76.94293798167644,75.52744092845607,76.30549621582031,2794800
2021-11-12,76.24924138618915,77.16791013325543,75.56493326046966,76.97105407714844,4681400
2021-11-15,77.32729455237458,77.38354426708428,76.5117487840623,76.79296875,3302400
2021-11-16,76.62422352577117,77.02731185903552,75.97741268543662,76.6898422241211,4383200
2021-11-17,76.42735774422181,76.63358995629824,75.13372907560712,76.3242416381836,5613500
2021-11-18,76.5867240935575,76.94294600544573,76.13676936009026,76.60547637939453,3297500
2021-11-19,75.70555139032491,75.9211525903025,73.91508734162895,75.15247344970703,6394900
2021-11-22,76.13678167757602,78.06785262091175,75.93054941141344,76.79296875,5896200
2021-11-23,77.17731463071976,77.92724171734321,76.5398726735432,77.74913787841797,4321800
2021-11-24,77.23354678891606,78.23657958545125,77.23354678891606,77.93660736083984,4725400
2021-11-26,74.73065295869769,74.82439293801924,73.06205701030731,74.19632720947266,5773800
2021-11-29,75.39620133519875,75.81803473543697,73.99008046520393,75.08685302734375,6017600
2021-11-30,73.8588750064404,74.14947115654103,72.38713481259913,72.54649353027344,9711300
2021-12-01,74.61815622981904,75.26497420668805,71.6746767133653,71.74029541015625,6029400
2021-12-02,72.44336889588699,75.46184379186609,72.06840178206858,75.10562896728516,8382000
2021-12-03,75.46182526965879,75.93053225891133,72.79957300361689,73.55887603759766,7344000
2021-12-06,74.70253157852439,75.91179662026362,73.72762006072139,75.33997344970703,4488800
2021-12-07,76.21175375196661,77.07417283280334,75.83678675754612,76.22112274169922,4333000
2021-12-08,76.2023900887173,76.76483709650023,75.4712082634093,76.1180191040039,4138300
2021-12-09,75.66805895744325,76.6992129234264,75.28371578588613,75.61181640625,3652800
2021-12-10,76.09927191632129,76.09927191632129,74.63690830516157,75.75242614746094,3864900
2021-12-13,75.4430719973666,75.63055191207997,73.84946411470179,74.41191101074219,5057400
2021-12-14,74.29944588115471,76.18364313143222,74.08383748460686,75.73368835449219,6068800
2021-12-15,75.83679401789973,76.75545573268386,74.57128654848825,76.49298095703125,5307200
2021-12-16,78.27408797858786,80.38326998998693,77.7960047201379,78.63967895507812,9825000
2021-12-17,78.29282491300103,78.92089781492291,76.51174378929181,77.75849914550781,13350300
2021-12-20,76.51173327748425,76.51173327748425,74.01820860382861,75.63056182861328,6446300
2021-12-21,76.60548247021768,78.04910106268366,76.60548247021768,77.98348236083984,4353500
2021-12-22,77.79599399922334,79.21149128989485,77.43977921662805,79.0989990234375,3945200
2021-12-23,79.73643666158031,80.61760815561061,79.7176915274506,79.80205535888672,3570400
2021-12-27,80.00829725641596,80.44888305664062,79.69894886665365,80.44888305664062,2815000
2021-12-28,80.26141043622741,81.0207136880044,79.92394073501472,80.14891815185547,2719000
2021-12-29,80.18640976522325,80.7676091311443,79.3989781355269,79.64270782470703,4196900
2021-12-30,79.83019091931577,80.7957263310353,79.10837803256274,79.1927490234375,3079200
2021-12-31,79.13651250837263,79.48335836975755,78.48032536726976,78.83654022216797,3223200
