Date,Open,High,Low,Close,Volume
2021-09-22,170.75831499842585,171.34166617860856,166.9666151739312,167.03952026367188,22080368
2021-09-23,167.03222300047057,168.6509920828992,166.310338371189,166.9228515625,8802041
2021-09-24,166.25198820851242,166.98116323202925,165.23113765247712,165.2602996826172,6171989
2021-09-27,164.79362573880098,167.16344093464147,164.56028809193182,165.16549682617188,5380356
2021-09-28,164.6624223752648,166.28848211569647,161.70196469170068,162.16864013671875,5854666
2021-09-29,162.60614517787408,163.5103201762104,161.00195704802798,161.21340942382812,4637865
2021-09-30,161.57800116388566,162.7300948710819,159.71131331938358,159.90089416503906,4788523
2021-10-01,160.42590055333523,163.40821562467,159.0915027589723,162.26341247558594,5005077
2021-10-04,161.32277729874738,163.33530275326987,158.4206579596495,158.86544799804688,4869808
2021-10-05,158.595649467635,165.12906289260872,157.74979867647906,163.53216552734375,6610683
2021-10-06,161.93527481161442,164.02071913224202,160.29463433213976,163.4811248779297,4533249
2021-10-07,165.52277637854462,166.004032615518,162.22690158664594,162.56961059570312,4907038
2021-10-08,162.16860528961365,163.2915367969857,161.45401125694235,162.9269561767578,2934965
2021-10-11,163.35716675852515,163.75821372933183,159.9519196644849,160.28733825683594,3579913
2021-10-12,160.28734777163146,161.9352787997978,160.18526684785195,161.381103515625,3154002
2021-10-13,161.89154364005347,164.3780351278371,160.06130839220555,163.138427734375,5702767
2021-10-14,165.0853107291781,166.66762712379398,164.62593968540278,165.8509521484375,3526177
2021-10-15,166.5071988113547,167.34574526280625,165.76344276644383,167.06866455078125,5184774
2021-10-18,166.26658879138463,167.52805386009544,165.28949497334534,166.2374267578125,3321909
2021-10-19,167.09057230263178,167.99474732628178,166.01868795232824,167.21453857421875,2591332
2021-10-20,167.95100482290812,169.13955113174254,167.0978633607,168.65829467773438,3123473
2021-10-21,168.65828780218047,170.160394984366,168.16974085888677,169.78121948242188,4757249
2021-10-22,169.80306087869533,171.1374445874463,169.4311759818846,169.88327026367188,3198553
2021-10-25,170.14577985157743,172.28954804199824,169.5332667641548,171.6478729248047,3159338
2021-10-26,174.2656200325377,175.94272670079,172.74164163550756,173.41976928710938,3804161
2021-10-27,173.90834163660097,175.0021112178111,171.41457350238178,171.56768798828125,3322157
2021-10-28,171.76456833424845,172.18748685326585,170.00725206811686,172.05624389648438,2132907
2021-10-29,170.5686969755513,173.81352507311544,170.29890677896273,171.74267578125,2481876
2021-11-01,173.01872779763784,173.1135320125497,171.13016873929655,171.82289123535156,1776740
2021-11-02,172.42814311859578,173.09168994213945,171.35625872611888,171.917724609375,1848345
2021-11-03,171.66249307769294,175.3521117382104,171.0791419339629,175.01669311523438,2518734
2021-11-04,176.2708617349315,179.04901463345374,175.4906393331467,178.65525817871094,3585994
2021-11-05,179.78548355609067,179.9459023440794,176.05210838532363,177.02191162109375,2462889
2021-11-08,178.51672162077034,182.03135408561124,178.3708976502306,181.2219696044922,3241740
2021-11-09,182.29384975623287,182.65115368596594,179.45006837322188,181.91468811035156,2273636
2021-11-10,180.6240633091452,182.80429819763592,179.8073744577303,181.21469116210938,2308136
2021-11-11,181.87094392935032,184.62722560095315,181.3678159972507,183.0157470703125,2544546
2021-11-12,183.70843847799114,185.8522066109522,182.9938444977445,185.12303161621094,2625336
2021-11-15,185.57511970314877,186.12200438285151,182.47612953113068,183.97093200683594,2473561
2021-11-16,183.75222370138752,186.1585058787241,183.51888599257472,184.61265563964844,1996645
2021-11-17,184.1970274701912,184.71473644991963,180.23031403856587,180.36155700683594,2612181
2021-11-18,180.7917611926162,181.55009831153578,175.90627844916222,178.44381713867188,2898604
2021-11-19,178.6333627563878,179.5229564624465,176.85417534427043,176.9635467529297,2519106
2021-11-22,176.96358439291657,183.09595124446764,176.48961850828448,180.82821655273438,2712454
2021-11-23,180.1063017690886,180.61672010953112,178.1958713420668,179.690673828125,1765447
2021-11-24,178.64797728542337,180.02611804730154,177.59796461885995,177.60525512695312,2042686
2021-11-26,173.04059220828512,174.5718609758994,171.728080066838,173.65309143066406,2203768
2021-11-29,175.00208139903532,176.1614653590333,172.87289428282634,175.41770935058594,2103867
2021-11-30,173.68962829746602,174.28025623938115,167.64476015469097,167.9801788330078,4177206
2021-12-01,171.35619615120615,173.6822682467021,165.96758650317986,166.091552734375,2900589
2021-12-02,166.09888600106055,172.9822998556031,165.81450093144775,171.5749969482422,2659587
2021-12-03,172.54481025541477,175.99380098655377,172.36250610456875,175.61463928222656,3025930
2021-12-06,177.18964682784312,180.0917664517006,176.6208904788741,178.68446350097656,2270410
2021-12-07,180.20113426930803,181.55740363043188,179.523006492637,180.1501007080078,2103247
2021-12-08,180.5073395317139,180.5073395317139,177.75834904749684,178.4656524658203,1607716
