symbol,strategy,trigger,confluence,signal_date,entry_date,entry_price,exit_date,exit_price,exit_reason,original_shares,remaining_shares,scaled_out,scale_out_date,scale_out_price,scale_out_shares,scale_out_proceeds,exit_proceeds,commission_paid,entry_commission,total_invested,total_returned,holding_days,stop_loss,take_profit,stdev_20,rsi_at_entry,vol_at_entry,from_queue,pnl,pnl_pct,win
EMR,momentum_breakout,breakout,2,2026-06-16,2026-06-17,149.452962,2026-06-24,142.623074,stop_loss,0.76484691,0.76484691,False,,0.0,0.0,0.0,108.084818,2.0,1.0,115.308637,108.084818,7,143.711414,176.354496,0.0192085478,61.66,1.546,False,-7.223819,-6.264768,0
RCL,momentum_breakout,breakout,2,2026-06-23,2026-06-24,313.492134,2026-07-07,284.036117,stop_loss,0.34637287,0.34637287,False,,0.0,0.0,0.0,97.382405,2.0,1.0,109.58517,97.382405,13,292.371914,369.920719,0.0336854078,55.91,1.537,False,-12.202765,-11.135417,0
MRNA,momentum_breakout,breakout,2,2026-06-16,2026-06-17,56.266209,2026-07-13,66.263672,trailing_stop,2.7710042,1.3855021,True,2026-06-29,67.877055,1.3855021,93.043802,90.808457,3.0,1.0,156.913902,183.852258,26,51.5358,66.394127,0.0420359638,60.0,2.301,False,26.938357,17.167604,1
GS,momentum_breakout,breakout,2,2026-07-14,2026-07-15,1143.965787,2026-07-20,1068.343021,stop_loss,0.07761928,0.07761928,False,,0.0,0.0,0.0,81.924015,2.0,1.0,89.7938,81.924015,5,1084.335689,1349.879629,0.0260628856,63.77,1.726,False,-7.869785,-8.764285,0
UPS,momentum_breakout,breakout,2,2026-07-20,2026-07-21,112.845324,2026-07-29,103.288131,stop_loss,0.71141101,0.71141101,False,,0.0,0.0,0.0,72.480313,2.0,1.0,81.279405,72.480313,8,108.873096,133.157482,0.0176003194,64.55,1.667,False,-8.799092,-10.825734,0
NET,momentum_breakout,breakout,2,2026-07-07,2026-07-08,268.157905,2026-08-20,290.329375,trailing_stop,0.3708278,0.1854139,True,2026-08-14,330.669,0.1854139,60.310628,52.831101,3.0,1.0,100.440405,113.141729,43,249.567614,316.426328,0.0346629553,63.43,1.772,False,12.701325,12.645633,1
MMM,momentum_breakout,breakout,2,2026-06-10,2026-06-11,157.947038,2026-09-01,170.069765,end_of_sim,0.99049762,0.99049762,False,,0.0,0.0,0.0,167.453698,2.0,1.0,157.446165,167.453698,82,153.212057,186.377504,0.0149891417,61.24,1.915,False,10.007533,6.356162,1
ROKU,momentum_breakout,breakout,2,2026-06-15,2026-06-16,138.38825,2026-09-01,155.374469,end_of_sim,1.13330578,1.13330578,False,,0.0,0.0,0.0,175.086784,2.0,1.0,157.836204,175.086784,77,124.43631,163.298135,0.0504086858,68.71,6.747,False,17.25058,10.929419,1
JPM,momentum_breakout,breakout,2,2026-06-26,2026-06-29,327.134551,2026-09-01,354.595062,end_of_sim,0.26567256,0.26567256,False,,0.0,0.0,0.0,93.20618,2.0,1.0,87.910675,93.20618,64,316.873017,386.01877,0.0156839656,65.56,1.731,False,5.295504,6.023733,1
NOW,momentum_breakout,breakout,2,2026-07-29,2026-07-30,110.6105,2026-09-01,142.757094,end_of_sim,0.63952463,0.31976232,True,2026-08-28,138.341516,0.31976232,43.236404,44.648339,3.0,1.0,71.73814,87.884743,33,101.774652,130.52039,0.0399412721,57.68,1.669,False,16.146603,22.507697,1
MRK,momentum_breakout,breakout,2,2026-08-20,2026-08-21,148.393181,2026-09-01,148.831625,end_of_sim,0.69576832,0.69576832,False,,0.0,0.0,0.0,102.55233,2.0,1.0,104.247273,102.55233,11,139.4968,175.103953,0.0299757044,77.92,1.616,False,-1.694944,-1.625888,0
