date,equity,cash,positions,queue_size,pending
2025-08-05,415.71,117.17,2,0,0
2025-08-06,419.05,117.17,2,0,0
2025-08-07,420.99,117.17,2,0,1
2025-08-08,420.71,117.17,2,0,1
2025-08-11,417.28,252.14,1,0,0
2025-08-12,422.74,102.14,2,0,0
2025-08-13,424.45,102.14,2,0,0
2025-08-14,422.15,102.14,2,0,0
2025-08-15,425.0,102.14,2,0,0
2025-08-18,434.51,102.14,2,0,0
2025-08-19,430.55,102.14,2,0,0
2025-08-20,433.79,102.14,2,0,0
2025-08-21,433.16,102.14,2,0,0
2025-08-22,436.27,102.14,2,0,0
2025-08-25,431.28,102.14,2,0,0
2025-08-26,432.1,102.14,2,0,0
2025-08-27,431.66,102.14,2,0,0
2025-08-28,435.41,102.14,2,0,0
2025-08-29,442.65,102.14,2,0,0
2025-09-02,437.08,102.14,2,0,0
2025-09-03,438.08,102.14,2,0,0
2025-09-04,437.92,102.14,2,0,0
2025-09-05,430.96,102.14,2,0,0
2025-09-08,419.52,102.14,2,0,1
2025-09-09,416.54,104.01,2,0,0
2025-09-10,409.85,104.01,2,0,0
2025-09-11,414.09,104.01,2,0,0
2025-09-12,416.06,104.01,2,0,0
2025-09-15,422.8,104.01,2,0,1
2025-09-16,420.92,104.01,2,0,1
2025-09-17,422.02,104.01,2,0,0
2025-09-18,422.93,104.01,2,0,0
2025-09-19,426.42,104.01,2,0,0
2025-09-22,426.26,104.01,2,0,0
2025-09-23,425.11,104.01,2,0,1
2025-09-24,420.74,104.01,2,0,1
2025-09-25,410.08,104.01,2,0,1
2025-09-26,412.6,104.01,2,0,0
2025-09-29,415.49,104.01,2,0,0
2025-09-30,405.38,104.01,2,0,0
2025-10-01,402.65,234.32,1,0,0
2025-10-02,403.78,84.32,2,0,1
2025-10-03,405.23,84.32,2,0,1
2025-10-06,404.78,84.32,2,0,0
2025-10-07,405.2,84.32,2,0,1
2025-10-08,412.26,84.32,2,0,1
2025-10-09,408.22,23.88,3,0,1
2025-10-10,383.92,23.88,3,0,1
2025-10-13,386.97,299.08,1,0,0
2025-10-14,390.75,299.08,1,0,0
2025-10-15,390.31,299.08,1,0,0
2025-10-16,388.61,299.08,1,0,0
2025-10-17,388.41,299.08,1,0,0
2025-10-20,390.09,299.08,1,0,0
2025-10-21,390.15,299.08,1,0,0
2025-10-22,389.06,299.08,1,0,0
2025-10-23,388.8,299.08,1,0,0
2025-10-24,389.49,299.08,1,0,0
2025-10-27,388.79,299.08,1,0,0
2025-10-28,387.65,299.08,1,0,0
2025-10-29,387.71,299.08,1,0,0
2025-10-30,383.62,149.08,2,0,0
2025-10-31,381.35,149.08,2,0,0
2025-11-03,381.16,149.08,2,0,0
2025-11-04,376.14,149.08,2,0,0
2025-11-05,377.4,286.02,1,0,0
2025-11-06,375.74,286.02,1,0,0
2025-11-07,375.65,286.02,1,0,0
2025-11-10,375.78,286.02,1,0,0
2025-11-11,378.82,136.02,2,0,0
2025-11-12,381.12,136.02,2,0,1
2025-11-13,375.18,136.02,2,0,1
2025-11-14,370.63,136.02,2,0,1
2025-11-17,359.93,136.02,2,0,0
2025-11-18,356.93,268.74,1,0,0
2025-11-19,359.24,268.74,1,0,0
2025-11-20,349.7,268.74,1,0,0
2025-11-21,349.89,349.89,0,0,0
2025-11-24,349.89,349.89,0,0,0
2025-11-25,349.89,349.89,0,0,0
2025-11-26,351.34,199.89,1,0,0
2025-11-28,349.75,199.89,1,0,0
2025-12-01,349.16,199.89,1,0,0
2025-12-02,345.08,199.89,1,0,0
2025-12-03,346.01,199.89,1,0,0
2025-12-04,346.84,49.89,2,0,3
2025-12-05,348.12,49.89,2,1,3
2025-12-08,339.02,49.89,2,2,0
2025-12-09,336.79,49.89,2,0,3
2025-12-10,338.11,49.89,2,1,3
2025-12-11,345.99,49.89,2,1,3
2025-12-12,343.33,49.89,2,3,0
2025-12-15,343.6,49.89,2,0,3
2025-12-16,341.21,49.89,2,0,3
2025-12-17,337.28,49.89,2,1,0
2025-12-18,340.46,38.96,2,0,0
2025-12-19,339.76,38.96,2,0,0
2025-12-22,344.3,38.96,2,0,3
2025-12-23,343.22,38.96,2,1,3
2025-12-24,343.02,38.96,2,1,0
2025-12-26,342.92,38.96,2,0,1
2025-12-29,342.86,38.96,2,0,0
2025-12-30,343.9,38.96,2,0,0
2025-12-31,337.48,38.96,2,0,0
2026-01-02,348.41,38.96,2,0,0
2026-01-05,347.54,38.96,2,0,0
2026-01-06,351.41,38.96,2,0,2
2026-01-07,351.11,38.96,2,2,3
2026-01-08,352.53,38.96,2,2,3
2026-01-09,355.1,38.96,2,2,1
2026-01-12,357.44,38.96,2,0,2
2026-01-13,358.04,38.96,2,0,2
2026-01-14,358.41,38.96,2,0,1
2026-01-15,365.75,38.96,2,0,3
2026-01-16,359.26,38.96,2,0,3
2026-01-20,357.24,38.96,2,1,0
2026-01-21,368.53,38.96,2,0,2
2026-01-22,364.45,127.76,2,1,3
2026-01-23,363.87,127.76,2,1,3
2026-01-26,358.36,127.76,2,1,0
2026-01-27,356.98,127.76,2,0,2
2026-01-28,355.22,127.76,2,0,2
2026-01-29,358.51,127.76,2,0,3
2026-01-30,354.93,127.76,2,0,1
2026-02-02,362.44,127.76,2,0,1
2026-02-03,366.13,127.76,2,0,1
2026-02-04,365.82,127.76,2,0,0
2026-02-05,354.55,127.76,2,0,1
2026-02-06,360.36,116.46,2,0,1
2026-02-09,361.87,116.46,2,0,1
2026-02-10,360.33,116.46,2,0,0
2026-02-11,368.49,116.46,2,0,0
2026-02-12,361.93,116.46,2,0,0
2026-02-13,364.56,116.46,2,0,0
2026-02-17,362.54,116.46,2,0,0
2026-02-18,363.11,116.46,2,0,0
2026-02-19,355.56,116.46,2,0,0
2026-02-20,351.84,199.27,1,0,0
2026-02-23,346.14,49.27,2,0,0
2026-02-24,343.7,49.27,2,0,0
2026-02-25,337.43,49.27,2,0,0
2026-02-26,335.24,188.62,1,0,0
2026-02-27,338.23,188.62,1,0,0
2026-03-02,343.11,188.62,1,0,0
2026-03-03,339.85,188.62,1,0,0
2026-03-04,338.09,188.62,1,0,0
2026-03-05,341.63,188.62,1,0,0
2026-03-06,341.5,188.62,1,0,0
2026-03-09,342.66,188.62,1,0,0
2026-03-10,338.81,188.62,1,0,0
2026-03-11,344.52,188.62,1,0,0
2026-03-12,347.37,188.62,1,0,0
2026-03-13,348.41,188.62,1,0,0
2026-03-16,349.79,188.62,1,0,0
2026-03-17,352.45,188.62,1,0,0
2026-03-18,355.01,188.62,1,0,0
2026-03-19,357.18,188.62,1,0,0
2026-03-20,356.73,188.62,1,0,0
2026-03-23,356.15,188.62,1,0,0
2026-03-24,362.3,188.62,1,0,0
2026-03-25,362.78,188.62,1,0,0
2026-03-26,366.03,188.62,1,0,0
2026-03-27,366.67,276.72,1,0,0
2026-03-30,365.72,276.72,1,0,0
2026-03-31,363.64,276.72,1,0,0
2026-04-01,360.66,276.72,1,0,0
2026-04-02,362.21,276.72,1,0,0
2026-04-06,362.49,276.72,1,0,0
2026-04-07,363.0,276.72,1,0,0
2026-04-08,359.48,276.72,1,0,0
2026-04-09,359.43,276.72,1,0,0
2026-04-10,359.27,276.72,1,0,0
2026-04-13,358.38,276.72,1,0,0
2026-04-14,354.89,276.72,1,0,0
2026-04-15,353.46,353.46,0,0,0
2026-04-16,353.46,353.46,0,0,0
2026-04-17,353.46,353.46,0,0,0
2026-04-20,353.46,353.46,0,0,0
2026-04-21,352.47,203.46,1,0,0
2026-04-22,362.01,203.46,1,0,0
2026-04-23,370.42,53.46,2,0,1
2026-04-24,407.02,53.46,2,0,1
2026-04-27,391.88,138.31,2,0,0
2026-04-28,383.19,138.31,2,0,0
2026-04-29,383.36,214.79,1,0,0
2026-04-30,381.31,214.79,1,0,0
2026-05-01,390.06,64.79,2,0,0
2026-05-04,390.65,64.79,2,0,1
2026-05-05,400.71,64.79,2,0,1
2026-05-06,399.14,64.79,2,0,0
2026-05-07,394.8,3.04,3,1,2
2026-05-08,398.08,3.04,3,2,2
2026-05-11,394.56,3.04,3,3,0
2026-05-12,383.17,3.04,3,2,1
2026-05-13,392.76,3.04,3,1,2
2026-05-14,390.55,3.04,3,2,2
2026-05-15,370.52,0.14,3,1,0
2026-05-18,371.33,0.14,3,1,0
2026-05-19,385.88,0.14,3,1,0
2026-05-20,409.67,0.14,3,0,0
2026-05-21,436.09,0.14,3,0,0
2026-05-22,437.74,96.12,3,0,0
2026-05-26,445.39,96.12,3,0,0
2026-05-27,446.18,96.12,3,0,1
2026-05-28,450.07,96.12,3,0,1
2026-05-29,460.5,96.12,3,0,1
2026-06-01,474.65,96.12,3,0,1
2026-06-02,463.24,96.12,3,0,1
2026-06-03,456.89,82.08,3,1,0
2026-06-04,445.86,82.08,3,0,1
2026-06-05,413.03,82.08,3,0,1
2026-06-08,420.68,333.64,1,0,0
2026-06-09,421.7,333.64,1,0,0
2026-06-10,419.05,333.64,1,0,0
2026-06-11,425.34,333.64,1,0,0
2026-06-12,422.98,33.64,3,0,1
2026-06-15,424.98,33.64,3,0,1
2026-06-16,421.32,33.64,3,0,0
2026-06-17,416.86,33.64,3,0,0
2026-06-18,424.86,33.64,3,0,0
2026-06-22,422.78,33.64,3,0,0
2026-06-23,419.06,33.64,3,0,0
2026-06-24,420.53,33.64,3,0,0
2026-06-25,424.44,33.64,3,0,2
2026-06-26,433.03,33.64,3,0,2
2026-06-29,431.62,33.64,3,1,0
2026-06-30,439.23,33.64,3,0,1
2026-07-01,430.68,33.64,3,0,1
2026-07-02,426.41,33.64,3,0,1
2026-07-06,428.33,33.64,3,0,0
2026-07-07,429.54,33.64,3,0,0
2026-07-08,422.69,115.21,2,0,0
2026-07-09,420.74,115.21,2,0,0
2026-07-10,421.54,115.21,2,0,0
2026-07-13,423.51,115.21,2,0,0
2026-07-14,423.28,115.21,2,0,0
2026-07-15,422.05,115.21,2,0,0
2026-07-16,436.49,115.21,2,0,0
2026-07-17,423.98,115.21,2,0,0
2026-07-20,418.8,115.21,2,0,0
2026-07-21,422.04,115.21,2,0,0
2026-07-22,422.11,115.21,2,0,0
2026-07-23,419.07,115.21,2,0,0
2026-07-24,422.41,115.21,2,0,0
2026-07-27,429.86,115.21,2,0,0
2026-07-28,436.82,115.21,2,0,0
2026-07-29,440.89,115.21,2,0,0
2026-07-30,450.97,115.21,2,0,0
2026-07-31,451.97,205.96,2,0,0
2026-08-03,449.26,205.96,2,0,0
2026-08-04,447.47,205.96,2,0,0
2026-08-05,447.8,205.96,2,0,0
2026-08-06,445.52,205.96,2,0,0
2026-08-07,447.06,205.96,2,0,0
2026-08-10,441.0,205.96,2,0,0
2026-08-11,436.03,205.96,2,0,0
2026-08-12,436.09,344.9,1,0,0
2026-08-13,436.89,344.9,1,0,0
2026-08-14,434.45,344.9,1,0,0
2026-08-17,435.68,344.9,1,0,0
2026-08-18,433.81,344.9,1,0,0
2026-08-19,433.04,344.9,1,0,0
2026-08-20,434.26,344.9,1,0,0
2026-08-21,435.71,344.9,1,0,0
2026-08-24,433.66,194.9,2,0,0
2026-08-25,436.0,194.9,2,0,0
2026-08-26,432.14,194.9,2,0,0
2026-08-27,433.25,194.9,2,0,0
2026-08-28,431.91,194.9,2,0,0
2026-08-31,429.2,194.9,2,0,0
2026-09-01,426.77,194.9,2,0,0
