symbol,strategy,trigger,confluence,signal_date,entry_date,entry_price,exit_date,exit_price,exit_reason,original_shares,remaining_shares,scaled_out,scale_out_date,scale_out_price,scale_out_shares,scale_out_proceeds,exit_proceeds,commission_paid,entry_commission,total_invested,total_returned,holding_days,stop_loss,take_profit,stdev_20,stdev_fallback,rsi_at_entry,vol_at_entry,from_queue,pnl,pnl_pct,pnl_before_commission,win,win_before_commission,mfe_pct,mae_pct,peak_price,peak_date,trough_price,trough_date,mfe_before_first_tier_pct,mfe_after_first_tier_pct,price_giveback_pct,economic_giveback_pct,trail_activated,trail_activation_date,highest_trailing_stop,tiers_hit,time_stop_bound,exit_policy_version
NEE,mean_reversion,oversold+volume+sma_support,3,2022-04-28,2022-04-29,64.417201,2022-05-03,61.747987,stop_loss,2.3130468,2.3130468,False,,0.0,0.0,0.0,141.825985,2.0,1.0,150.0,141.825985,4,62.27855,70.858921,0.0166,False,29.8,1.79,True,-8.174015,-5.449343,-6.174015,0,0,0.0,-4.2259,64.417201,,61.695011,2022-05-02,0.0,,4.1436,5.4493,False,,62.27855,0,False,exit_policy_v1
HON,momentum_breakout,breakout,3,2022-05-03,2022-05-04,178.058308,2022-05-23,173.567469,stop_loss,0.83680454,0.83680454,False,,0.0,0.0,0.0,144.242045,2.0,1.0,150.0,144.242045,19,172.787782,210.108804,0.0148,False,54.7,1.59,False,-5.757955,-3.838636,-3.757955,0,0,1.2108,-3.5228,180.21431,2022-05-17,171.78569,2022-05-20,1.2108,,3.733,5.0495,False,,172.787782,0,False,exit_policy_v1
SHW,momentum_breakout,breakout,3,2022-05-02,2022-05-03,257.858903,2022-06-13,231.962236,trailing_stop,0.57783539,0.57783539,False,,0.0,0.0,0.0,133.035989,2.0,1.0,150.0,133.035989,41,243.728235,304.273505,0.0274,False,55.7,1.5,False,-16.964011,-11.309341,-14.964011,0,0,5.1241,-7.7264,271.07193,2022-05-04,237.935577,2022-06-10,5.1241,,15.1671,16.4335,True,2022-05-04,243.964737,0,False,exit_policy_v1
MRK,momentum_breakout,breakout,3,2022-03-18,2022-03-21,69.703361,2022-06-14,74.622942,trailing_stop,2.13763005,1.06881503,True,2022-05-25,82.390694,1.06881503,87.060411,78.758122,3.0,1.0,150.0,165.818534,85,67.946837,82.249966,0.0126,False,60.0,1.81,False,15.818534,10.545689,18.818534,1,1,18.6713,-0.5639,82.717896,2022-05-24,69.310326,2022-03-22,18.6713,18.2019,6.0414,8.1256,True,2022-04-07,74.446106,1,False,exit_policy_v1
PG,mean_reversion,oversold+sma_support,2,2022-05-23,2022-05-24,129.759192,2022-06-14,122.903801,stop_loss,1.14828089,1.14828089,False,,0.0,0.0,0.0,140.128086,2.0,1.0,150.0,140.128086,21,124.80239,142.735111,0.0191,False,29.9,1.17,True,-9.871914,-6.581276,-7.871914,0,0,2.5408,-4.7471,133.056168,2022-05-27,123.599403,2022-06-13,2.5408,,7.824,9.1221,False,,124.80239,0,False,exit_policy_v1
LMT,momentum_breakout,breakout,3,2022-01-12,2022-01-13,319.671723,2022-06-15,372.787317,trailing_stop,0.46610316,0.23305158,True,2022-03-01,385.943878,0.23305158,88.94483,85.878673,3.0,1.0,150.0,174.823503,153,313.917632,377.212633,0.009,False,68.9,1.62,True,24.823503,16.549002,27.823503,1,1,30.3509,0.0,416.694855,2022-04-13,319.671723,,20.5188,30.3509,11.6774,13.8019,True,2022-02-08,375.025369,1,False,exit_policy_v1
APD,momentum_breakout,breakout,3,2022-06-13,2022-06-14,217.291596,2022-07-14,202.976121,stop_loss,0.68571451,0.68571451,False,,0.0,0.0,0.0,138.183671,2.0,1.0,150.0,138.183671,30,208.513015,256.404083,0.0202,False,62.4,1.62,True,-11.816329,-7.877552,-9.816329,0,0,4.0612,-5.252,226.116302,2022-06-24,205.879333,2022-07-13,4.0612,,10.6494,11.9388,False,,208.513015,0,False,exit_policy_v1
FDX,momentum_breakout,breakout,3,2022-06-17,2022-06-21,172.014367,2022-07-14,156.07852,trailing_stop,0.86620672,0.86620672,False,,0.0,0.0,0.0,134.196263,2.0,1.0,150.0,134.196263,23,158.425232,202.976953,0.0395,False,56.6,1.86,False,-15.803737,-10.535825,-13.803737,0,0,4.3041,-7.321,179.418091,2022-06-24,159.42128,2022-07-13,4.3041,,13.5684,14.84,True,2022-06-24,161.476282,0,False,exit_policy_v1
MRK,momentum_breakout,breakout,3,2022-06-24,2022-06-27,82.2081,2022-07-21,78.478642,stop_loss,1.81247348,1.81247348,False,,0.0,0.0,0.0,141.240457,2.0,1.0,150.0,141.240457,24,79.593882,97.005558,0.0159,False,64.2,1.89,False,-8.759543,-5.839695,-6.759543,0,0,1.7866,-3.9051,83.676849,2022-07-15,78.997787,2022-07-20,1.7866,,6.3232,7.6263,False,,79.593882,0,False,exit_policy_v1
JNJ,momentum_breakout,breakout,3,2022-03-18,2022-03-21,154.028082,2022-08-12,148.401481,stop_loss,0.96735607,0.96735607,False,,0.0,0.0,0.0,142.557073,2.0,1.0,150.0,142.557073,144,148.852739,181.753137,0.0168,False,64.8,1.58,False,-7.442927,-4.961951,-5.442927,0,0,6.392,-3.7868,163.873489,2022-04-25,148.195343,2022-08-11,6.392,,10.0449,11.3539,False,,148.852739,0,False,exit_policy_v1
SO,mean_reversion,oversold+sma_support,2,2022-06-14,2022-06-15,57.531241,2022-08-17,68.276237,mean_reversion_complete,2.5898972,1.2949486,True,2022-07-29,65.030649,1.2949486,83.211348,87.414218,3.0,1.0,150.0,170.625566,63,55.81681,63.284365,0.0149,False,27.3,1.4,False,20.625566,13.750378,23.625566,1,1,19.0063,-2.4422,68.465782,2022-08-16,56.126198,2022-06-17,13.1485,19.0063,3.1502,5.2559,True,2022-07-01,61.619204,1,False,exit_policy_v1
SNPS,momentum_breakout,breakout,3,2022-08-17,2022-08-18,384.734356,2022-08-22,357.961687,stop_loss,0.3872802,0.3872802,False,,0.0,0.0,0.0,137.631475,2.0,1.0,150.0,137.631475,4,374.423475,453.98654,0.0134,False,70.5,1.57,False,-12.368525,-8.245683,-10.368525,0,0,0.0,-5.6492,384.734356,,363.0,2022-08-19,0.0,,6.9587,8.2457,False,,374.423475,0,False,exit_policy_v1
NFLX,momentum_breakout,breakout,3,2022-07-21,2022-07-22,22.260239,2022-08-29,22.170808,trailing_stop,6.69354902,6.69354902,False,,0.0,0.0,0.0,147.401389,2.0,1.0,150.0,147.401389,38,20.621885,26.267082,0.0368,False,61.2,1.84,False,-2.598611,-1.732408,-0.598611,0,0,11.9934,-3.9049,24.93,2022-08-12,21.391001,2022-07-26,11.9934,,12.3952,13.7258,True,2022-08-04,22.437,0,False,exit_policy_v1
VZ,mean_reversion,oversold+volume+sma_support,3,2022-07-22,2022-07-25,33.990269,2022-08-31,32.462423,stop_loss,4.38360753,4.38360753,False,,0.0,0.0,0.0,141.302523,2.0,1.0,150.0,141.302523,37,32.732629,37.389296,0.0185,False,28.6,2.98,False,-8.697477,-5.798318,-6.697477,0,0,4.132,-4.2643,35.394756,2022-08-01,32.540833,2022-08-30,4.132,,8.627,9.9303,False,,32.732629,0,False,exit_policy_v1
DHR,momentum_breakout,breakout,3,2022-07-21,2022-07-22,241.043468,2022-09-01,234.310241,trailing_stop,0.61814577,0.61814577,False,,0.0,0.0,0.0,143.837884,2.0,1.0,150.0,143.837884,41,227.062947,284.431292,0.029,False,61.9,1.89,False,-6.162116,-4.108077,-4.162116,0,0,8.8697,-2.8113,262.423187,2022-08-15,234.267059,2022-08-31,8.8697,,11.663,12.9777,True,2022-07-29,236.180869,0,False,exit_policy_v1
SCHW,momentum_breakout,breakout,3,2022-08-12,2022-08-15,70.190197,2022-09-06,67.075319,stop_loss,2.12280355,2.12280355,False,,0.0,0.0,0.0,141.387726,2.0,1.0,150.0,141.387726,22,66.554345,82.824433,0.0259,False,68.0,1.83,False,-8.612274,-5.741516,-6.612274,0,0,3.9403,-5.2713,72.955879,2022-08-16,66.490234,2022-09-02,3.9403,,8.378,9.6818,False,,66.554345,0,False,exit_policy_v1
DE,momentum_breakout,breakout,3,2022-08-22,2022-08-23,349.648858,2022-09-19,331.69685,stop_loss,0.42614182,0.42614182,False,,0.0,0.0,0.0,140.349899,2.0,1.0,150.0,140.349899,27,339.439111,412.585652,0.0146,False,65.4,1.54,False,-9.650101,-6.433401,-7.650101,0,0,5.2272,-3.8953,367.92572,2022-08-25,336.028961,2022-09-16,5.2272,,10.3615,11.6606,False,,339.439111,0,False,exit_policy_v1
MPC,momentum_breakout,breakout,3,2022-08-31,2022-09-01,91.130643,2022-09-22,88.236535,stop_loss,1.63501534,1.63501534,False,,0.0,0.0,0.0,143.268088,2.0,1.0,150.0,143.268088,21,87.84994,107.534159,0.018,False,58.5,1.58,False,-6.731912,-4.487941,-4.731912,0,0,0.9907,-4.4017,92.033463,2022-09-09,87.119362,2022-09-21,0.9907,,4.1665,5.4786,False,,87.84994,0,False,exit_policy_v1
SNOW,momentum_breakout,breakout,3,2022-08-29,2022-08-30,189.018832,2022-09-23,169.83,trailing_stop,0.78828124,0.78828124,False,,0.0,0.0,0.0,132.873804,2.0,1.0,150.0,132.873804,24,164.824421,223.042222,0.064,False,62.8,1.52,False,-17.126196,-11.417464,-15.126196,0,0,4.7409,-10.1677,197.979996,2022-09-14,169.800003,2022-09-06,4.7409,,14.8927,16.1583,True,2022-09-12,178.181996,0,False,exit_policy_v1
LULU,momentum_breakout,breakout,3,2022-09-07,2022-09-08,334.974655,2022-09-23,302.1975,trailing_stop,0.44480977,0.44480977,False,,0.0,0.0,0.0,133.420401,2.0,1.0,150.0,133.420401,15,316.886023,395.270093,0.027,False,58.7,1.53,False,-16.579599,-11.053066,-14.579599,0,0,5.3035,-8.5602,352.73999,2022-09-12,306.299988,2022-09-22,5.3035,,15.0885,16.3566,True,2022-09-12,317.465991,0,False,exit_policy_v1
