symbol,strategy,trigger,confluence,signal_date,entry_date,entry_price,exit_date,exit_price,exit_reason,original_shares,remaining_shares,scaled_out,scale_out_date,scale_out_price,scale_out_shares,scale_out_proceeds,exit_proceeds,commission_paid,entry_commission,total_invested,total_returned,holding_days,stop_loss,take_profit,stdev_20,stdev_fallback,rsi_at_entry,vol_at_entry,from_queue,pnl,pnl_pct,pnl_before_commission,win,win_before_commission,mfe_pct,mae_pct,peak_price,peak_date,trough_price,trough_date,mfe_before_first_tier_pct,mfe_after_first_tier_pct,price_giveback_pct,economic_giveback_pct,trail_activated,trail_activation_date,highest_trailing_stop,tiers_hit,time_stop_bound,exit_policy_version
VRTX,momentum_breakout,breakout,3,2023-11-06,2023-11-07,377.757385,2023-11-16,350.369281,stop_loss,0.39443306,0.39443306,False,,0.0,0.0,0.0,137.197227,2.0,1.0,150.0,137.197227,9,368.086796,445.753714,0.0128,False,68.0,1.57,False,-12.802773,-8.535182,-10.802773,0,0,0.3078,-7.5227,378.920013,2023-11-13,349.339996,2023-11-15,0.3078,,7.558,8.843,False,,368.086796,0,False,exit_policy_v1
WMT,momentum_breakout,breakout,3,2023-11-15,2023-11-16,51.327222,2023-11-20,50.188888,stop_loss,2.90294298,2.90294298,False,,0.0,0.0,0.0,144.69548,2.0,1.0,150.0,144.69548,4,50.475191,60.566122,0.0083,False,66.1,2.18,False,-5.30452,-3.536347,-3.30452,0,0,0.0,-2.2395,51.327222,,50.177769,2023-11-17,0.0,,2.2178,3.5363,False,,50.475191,0,False,exit_policy_v1
ROKU,momentum_breakout,breakout,3,2023-11-27,2023-11-28,102.542442,2023-12-18,93.206703,trailing_stop,1.45305687,1.45305687,False,,0.0,0.0,0.0,134.43464,2.0,1.0,150.0,134.43464,20,87.755822,121.000082,0.0721,False,73.7,1.61,False,-15.56536,-10.376907,-13.56536,0,0,4.1032,-6.4485,106.75,2023-11-29,95.93,2023-12-15,4.1032,,13.2075,14.4801,True,2023-11-29,96.075,0,False,exit_policy_v1
COST,momentum_breakout,breakout,3,2023-12-18,2023-12-19,650.534914,2024-04-04,698.243641,trailing_stop,0.22904228,0.11452114,True,2024-03-08,744.821294,0.11452114,84.297784,78.963658,3.0,1.0,150.0,163.261442,107,632.710257,767.631198,0.0137,False,83.2,2.46,False,13.261442,8.840961,16.261442,1,1,19.0862,-2.416,774.697327,2024-03-07,634.817688,2024-01-03,19.0862,14.4937,8.1725,10.2452,True,2024-02-07,697.227594,1,False,exit_policy_v1
ANET,momentum_breakout,breakout,3,2023-11-01,2023-11-02,53.118064,2024-04-15,68.756172,trailing_stop,2.80507213,1.40253607,True,2024-01-12,62.937,1.40253607,87.271412,95.433011,3.0,1.0,150.0,182.704423,165,48.507416,62.679315,0.0434,False,62.4,2.24,False,32.704423,21.802949,35.704423,1,1,44.2165,-2.6508,76.605003,2024-03-22,51.709999,2023-11-10,18.4814,44.2165,20.2538,22.4135,True,2023-11-22,68.944503,1,False,exit_policy_v1
UBER,momentum_breakout,breakout,3,2023-11-07,2023-11-08,50.090041,2024-04-18,72.187742,trailing_stop,2.97464321,1.4873216,True,2023-12-07,59.610328,1.4873216,87.659729,106.366388,3.0,1.0,150.0,194.026117,162,47.134729,59.106248,0.0295,False,62.4,3.68,False,44.026117,29.350745,47.026117,1,1,62.4874,-0.0799,81.389999,2024-02-15,50.049999,2023-11-09,19.2852,62.4874,30.9262,33.1366,True,2023-11-14,73.250999,1,False,exit_policy_v1
CDNS,momentum_breakout,breakout,3,2023-02-14,2023-02-15,199.299106,2024-04-19,284.715,trailing_stop,0.74762001,0.37381001,True,2023-06-14,237.002765,0.37381001,87.594005,105.429316,3.0,1.0,150.0,193.023321,429,190.410366,235.172945,0.0223,False,68.5,2.23,False,43.023321,28.682214,46.023321,1,1,61.9676,-3.9484,322.799988,2024-03-21,191.429993,2023-03-01,19.9203,61.9676,31.0795,33.2854,True,2023-04-10,290.519989,1,False,exit_policy_v1
BMY,mean_reversion,oversold+volume+sma_support,3,2024-04-25,2024-04-26,40.147483,2024-05-22,37.861238,stop_loss,3.71131614,3.71131614,False,,0.0,0.0,0.0,139.515023,2.0,1.0,150.0,139.515023,26,38.397052,44.162231,0.0218,False,29.7,3.5,False,-10.484977,-6.989985,-8.484977,0,0,0.7497,-5.4884,40.448486,2024-05-13,37.944023,2024-05-21,0.7497,,6.4444,7.7397,False,,38.397052,0,False,exit_policy_v1
SLB,mean_reversion,oversold+sma_support,2,2024-04-30,2024-05-01,44.388045,2024-05-30,42.617092,stop_loss,3.35675966,3.35675966,False,,0.0,0.0,0.0,142.055336,2.0,1.0,150.0,142.055336,29,43.242834,48.82685,0.0129,False,29.9,1.39,False,-7.944664,-5.296443,-5.944664,0,0,2.7453,-3.8093,45.606647,2024-05-13,42.697182,2024-05-29,2.7453,,6.735,8.0418,False,,43.242834,0,False,exit_policy_v1
SHW,mean_reversion,oversold+volume+sma_support,3,2024-04-23,2024-04-24,295.511844,2024-06-10,284.855324,stop_loss,0.50420991,0.50420991,False,,0.0,0.0,0.0,142.626877,2.0,1.0,150.0,142.626877,47,287.473922,325.063028,0.0136,False,29.9,3.11,False,-7.373123,-4.915415,-5.373123,0,0,6.2057,-3.1447,313.850403,2024-05-10,286.218872,2024-06-07,6.2057,,9.8118,11.1211,False,,287.473922,0,False,exit_policy_v1
FSLR,momentum_breakout,breakout,3,2024-05-22,2024-05-23,245.245,2024-06-18,255.034703,trailing_stop,0.60755571,0.30377785,True,2024-06-12,300.1995,0.30377785,90.19396,76.473895,3.0,1.0,150.0,166.667855,26,222.093872,289.3891,0.0472,False,80.4,5.49,False,16.667855,11.111903,19.667855,1,1,22.6162,0.0,300.709991,2024-06-12,245.245,,20.0962,22.6162,9.4163,11.5043,True,2024-05-24,270.638992,1,False,exit_policy_v1
NVDA,momentum_breakout,breakout,3,2024-05-30,2024-05-31,112.312274,2024-06-25,120.744459,trailing_stop,1.32665821,0.6633291,True,2024-06-20,139.274552,0.6633291,91.384864,79.093314,3.0,1.0,150.0,170.478177,25,105.326451,132.528483,0.0311,False,77.8,1.56,True,20.478177,13.652118,23.478177,1,1,20.3836,0.0,135.205612,2024-06-18,112.312274,,20.3836,24.0065,4.6265,6.7315,True,2024-06-05,121.685051,1,False,exit_policy_v1
PG,momentum_breakout,breakout,3,2024-06-25,2024-06-26,156.544263,2024-07-02,152.966642,stop_loss,0.95180748,0.95180748,False,,0.0,0.0,0.0,144.594794,2.0,1.0,150.0,144.594794,6,153.851701,184.72223,0.0086,False,61.0,1.55,True,-5.405206,-3.603471,-3.405206,0,0,0.243,-2.1033,156.924683,2024-06-27,153.251617,2024-07-01,0.243,,2.5284,3.8465,False,,153.851701,0,False,exit_policy_v1
ANET,momentum_breakout,breakout,3,2024-06-18,2024-06-20,86.080998,2024-07-19,83.076844,trailing_stop,1.73092789,1.73092789,False,,0.0,0.0,0.0,142.800026,2.0,1.0,150.0,142.800026,29,82.121272,101.575577,0.023,False,63.8,1.72,True,-7.199974,-4.799983,-5.199974,0,0,7.7677,-4.3895,92.767502,2024-07-08,82.302498,2024-06-24,7.7677,,11.2576,12.5677,True,2024-07-03,83.490752,0,False,exit_policy_v1
CRWD,mean_reversion,oversold+volume+sma_support,3,2024-07-19,2024-07-22,71.323755,2024-07-25,64.532906,stop_loss,2.08906556,2.08906556,False,,0.0,0.0,0.0,133.813472,2.0,1.0,150.0,133.813472,3,67.087124,78.45613,0.0297,False,29.3,5.29,False,-16.186528,-10.791019,-14.186528,0,0,0.0,-9.5182,71.323755,,64.535004,2024-07-24,0.0,,9.5212,10.791,False,,67.087124,0,False,exit_policy_v1
MSFT,momentum_breakout,breakout,3,2023-11-20,2023-11-21,368.185481,2024-07-26,410.544766,trailing_stop,0.40468733,0.20234367,True,2024-06-17,434.488291,0.20234367,86.915954,82.071133,3.0,1.0,150.0,168.987087,248,356.477183,434.458868,0.0159,False,74.4,1.76,False,18.987087,12.658058,21.987087,1,1,24.7906,-2.69,459.460724,2024-07-05,358.281189,2023-12-14,18.1208,24.7906,10.0341,12.1325,True,2024-01-25,413.514651,1,False,exit_policy_v1
FDX,momentum_breakout,breakout,3,2024-07-02,2024-07-03,230.768534,2024-08-08,214.822276,trailing_stop,0.64566862,0.64566862,False,,0.0,0.0,0.0,137.704001,2.0,1.0,150.0,137.704001,36,214.199354,272.306871,0.0359,False,76.3,1.76,True,-12.295999,-8.197332,-10.295999,0,0,4.6674,-7.1474,241.539474,2024-07-16,214.274597,2024-08-07,4.6674,,11.5775,12.8648,True,2024-07-16,217.385527,0,False,exit_policy_v1
CL,momentum_breakout,breakout,3,2024-04-25,2024-04-26,86.476774,2024-10-28,91.220626,trailing_stop,1.72300599,0.86150299,True,2024-09-04,103.101757,0.86150299,87.822473,77.586842,3.0,1.0,150.0,165.409315,185,85.2661,102.042594,0.007,False,63.5,1.54,False,15.409315,10.272877,18.409315,1,1,20.0172,-0.6598,103.78701,2024-09-04,85.906219,2024-04-29,18.9249,20.0172,7.662,9.7443,True,2024-07-26,93.408309,1,False,exit_policy_v1
MMM,momentum_breakout,breakout,3,2024-07-26,2024-07-29,122.687639,2024-10-28,121.804215,trailing_stop,1.21446627,1.21446627,False,,0.0,0.0,0.0,146.927111,2.0,1.0,150.0,146.927111,91,109.829975,144.771414,0.0524,False,78.8,6.9,False,-3.072889,-2.048593,-1.072889,0,0,9.4153,-4.1349,134.239105,2024-09-26,117.614601,2024-08-07,9.4153,,10.1354,11.4639,True,2024-08-21,120.815195,0,False,exit_policy_v1
LMT,momentum_breakout,breakout,3,2024-07-25,2024-07-26,492.95119,2024-10-30,518.019811,trailing_stop,0.30226116,0.15113058,True,2024-10-22,574.851278,0.15113058,85.877608,77.288635,3.0,1.0,150.0,163.166243,96,478.754195,581.682404,0.0144,False,73.1,2.67,True,13.166243,8.777495,16.166243,1,1,18.2139,0.0,582.737,2024-10-21,492.95119,,18.2139,16.6142,7.3641,9.4364,True,2024-08-29,524.4633,1,False,exit_policy_v1
ICE,momentum_breakout,breakout,3,2024-10-28,2024-10-29,161.787489,2024-11-01,149.628837,stop_loss,0.9209612,0.9209612,False,,0.0,0.0,0.0,136.802354,2.0,1.0,150.0,136.802354,3,158.810599,190.909237,0.0092,False,64.7,1.91,True,-13.197646,-8.798431,-11.197646,0,0,0.449,-5.981,162.513931,2024-10-30,152.111008,2024-10-31,0.449,,7.9642,9.2474,False,,158.810599,0,False,exit_policy_v1
TSLA,momentum_breakout,breakout,3,2024-10-28,2024-10-29,264.77452,2024-11-15,310.259437,trailing_stop,0.56274297,0.28137149,True,2024-11-11,345.953688,0.28137149,96.341503,86.298159,3.0,1.0,150.0,182.639662,17,234.060675,312.433933,0.058,False,64.6,1.92,True,32.639662,21.759775,35.639662,1,1,32.1879,-8.2842,350.0,2024-11-11,242.839996,2024-11-04,21.3183,32.1879,8.2687,10.4282,True,2024-11-06,315.0,1,False,exit_policy_v1
PRU,mean_reversion,oversold+volume+sma_support,3,2024-08-08,2024-08-09,97.49622,2024-12-19,106.277851,trailing_stop,1.52826438,0.76413219,True,2024-08-29,108.039954,0.76413219,81.556806,80.210328,3.0,1.0,150.0,161.767134,132,92.289922,107.245842,0.0267,False,28.8,2.35,True,11.767134,7.844756,14.767134,1,1,21.5197,-0.458,118.477097,2024-11-27,97.04966,2024-08-12,10.3125,21.5197,11.6089,13.6749,True,2024-08-16,106.629387,1,False,exit_policy_v1
CRM,momentum_breakout,breakout,3,2024-11-15,2024-11-18,322.621198,2025-01-03,327.371409,trailing_stop,0.46184194,0.46184194,False,,0.0,0.0,0.0,150.193847,2.0,1.0,150.0,150.193847,46,309.006584,380.693014,0.0211,False,81.8,3.06,True,0.193847,0.129231,2.193847,1,1,12.3861,-1.1906,362.581329,2024-12-04,318.780212,2024-11-19,12.3861,,10.9137,12.2569,True,2024-12-04,326.323196,0,False,exit_policy_v1
PLTR,momentum_breakout,breakout,3,2024-11-05,2024-11-06,53.493439,2025-01-08,68.051883,trailing_stop,2.78538834,1.39269417,True,2024-11-18,64.855078,1.39269417,89.323289,93.77546,3.0,1.0,150.0,183.098749,63,47.480776,63.122258,0.0562,False,74.1,3.89,False,33.098749,22.065833,36.098749,1,1,54.0002,0.0,82.379997,2024-12-24,53.493439,,22.9497,54.0002,29.7728,31.9344,True,2024-11-07,74.141998,1,False,exit_policy_v1
ANET,momentum_breakout,breakout,3,2025-01-06,2025-01-07,119.809692,2025-01-14,114.495391,stop_loss,1.24363895,1.24363895,False,,0.0,0.0,0.0,141.390927,2.0,1.0,150.0,141.390927,7,113.891094,141.375437,0.0247,False,67.3,1.68,False,-8.609073,-5.739382,-6.609073,0,0,0.0,-5.9842,119.809692,,112.639999,2025-01-13,0.0,,4.4356,5.7394,False,,113.891094,0,False,exit_policy_v1
BMY,momentum_breakout,breakout,3,2024-10-31,2024-11-01,51.545407,2025-02-18,49.999823,trailing_stop,2.89065521,2.89065521,False,,0.0,0.0,0.0,143.532248,2.0,1.0,150.0,143.532248,109,49.813482,60.823581,0.0168,False,69.1,2.14,False,-6.467752,-4.311835,-4.467752,0,0,9.5342,-3.2106,56.459827,2025-01-27,49.890484,2024-11-08,9.5342,,12.5326,13.846,True,2025-01-24,50.813845,0,False,exit_policy_v1
DE,momentum_breakout,breakout,3,2025-02-18,2025-02-19,487.261495,2025-02-27,472.723333,stop_loss,0.30579063,0.30579063,False,,0.0,0.0,0.0,143.554366,2.0,1.0,150.0,143.554366,8,470.792056,574.968564,0.0169,False,67.3,1.57,False,-6.445634,-4.297089,-4.445634,0,0,0.0,-3.6517,487.261495,,469.468353,2025-02-26,0.0,,2.9836,4.2971,False,,470.792056,0,False,exit_policy_v1
JPM,momentum_breakout,breakout,3,2025-01-15,2025-01-16,246.765122,2025-03-05,243.605752,trailing_stop,0.60381305,0.60381305,False,,0.0,0.0,0.0,146.092331,2.0,1.0,150.0,146.092331,48,240.250523,291.182844,0.0132,False,66.0,1.82,False,-3.907669,-2.605113,-1.907669,0,0,10.1064,-1.5748,271.704315,2025-02-18,242.879074,2025-03-04,10.1064,,11.3868,12.7116,True,2025-02-06,244.533884,0,False,exit_policy_v1
GS,momentum_breakout,breakout,3,2025-01-15,2025-01-16,589.754997,2025-03-05,564.441146,trailing_stop,0.25264729,0.25264729,False,,0.0,0.0,0.0,141.604524,2.0,1.0,150.0,141.604524,48,564.749385,695.910896,0.0212,False,60.7,2.36,False,-8.395476,-5.596984,-6.395476,0,0,10.0868,-4.3528,649.242432,2025-02-18,564.084045,2025-03-04,10.0868,,14.3791,15.6838,True,2025-02-06,584.318188,0,False,exit_policy_v1
BRK-B,momentum_breakout,breakout,3,2025-02-28,2025-03-03,516.736191,2025-03-05,495.504,stop_loss,0.2883483,0.2883483,False,,0.0,0.0,0.0,141.877734,2.0,1.0,150.0,141.877734,2,503.197702,609.748705,0.0131,False,72.5,1.66,False,-8.122266,-5.414844,-6.122266,0,0,0.0,-4.04,516.736191,,495.859985,2025-03-04,0.0,,4.1089,5.4148,False,,503.197702,0,False,exit_policy_v1
ISRG,momentum_breakout,breakout,3,2024-06-10,2024-06-11,417.457049,2025-03-07,532.646813,trailing_stop,0.35692295,0.17846147,True,2024-09-03,491.178343,0.17846147,86.656411,94.056935,3.0,1.0,150.0,180.713346,269,406.937131,492.599317,0.0126,False,66.4,1.91,True,30.713346,20.475564,33.713346,1,1,46.2306,-0.3155,610.450012,2025-01-22,416.140015,2024-07-18,18.0074,46.2306,23.6042,25.7551,True,2024-07-19,549.405011,1,False,exit_policy_v1
MCD,momentum_breakout,breakout,3,2025-03-07,2025-03-10,308.860416,2025-03-12,292.450261,stop_loss,0.48241857,0.48241857,False,,0.0,0.0,0.0,140.083437,2.0,1.0,150.0,140.083437,2,299.100427,364.455291,0.0158,False,69.6,1.97,False,-9.916563,-6.611042,-7.916563,0,0,0.0,-4.2602,308.860416,,295.702332,2025-03-11,0.0,,5.3131,6.611,False,,299.100427,0,False,exit_policy_v1
AON,momentum_breakout,breakout,3,2025-03-05,2025-03-06,398.851927,2025-03-14,391.323437,stop_loss,0.37357222,0.37357222,False,,0.0,0.0,0.0,145.187565,2.0,1.0,150.0,145.187565,8,392.470296,470.645274,0.008,False,77.0,1.53,True,-4.812435,-3.20829,-2.812435,0,0,0.1461,-2.0626,399.434509,2025-03-07,390.625122,2025-03-13,0.1461,,2.0336,3.3544,False,,392.470296,0,False,exit_policy_v1
ABBV,momentum_breakout,breakout,3,2025-03-05,2025-03-06,201.671008,2025-03-26,193.339155,stop_loss,0.73882707,0.73882707,False,,0.0,0.0,0.0,141.844201,2.0,1.0,150.0,141.844201,20,197.637588,237.97179,0.01,False,77.4,2.12,True,-8.155799,-5.437199,-6.155799,0,0,2.3616,-4.8764,206.43364,2025-03-10,191.836716,2025-03-25,2.3616,,6.493,7.7988,False,,197.637588,0,False,exit_policy_v1
GS,mean_reversion,oversold+volume+sma_support,3,2025-03-14,2025-03-17,525.870651,2025-04-04,472.234259,trailing_stop,0.28333964,0.28333964,False,,0.0,0.0,0.0,132.802684,2.0,1.0,150.0,132.802684,18,499.892641,578.457716,0.0247,False,28.3,1.75,True,-17.197316,-11.464877,-15.197316,0,0,8.1527,-5.6373,568.743225,2025-03-25,496.22583,2025-04-03,8.1527,,18.3522,19.6176,True,2025-03-24,511.868903,0,False,exit_policy_v1
CVX,mean_reversion,oversold+volume+sma_support,3,2024-12-19,2024-12-20,131.056157,2025-04-07,130.282296,trailing_stop,1.13691721,0.5684586,True,2025-01-14,144.159822,0.5684586,80.948892,73.060092,3.0,1.0,150.0,154.008984,108,127.72733,144.161772,0.0127,False,29.1,1.86,False,4.008984,2.672656,7.008984,1,1,20.8698,0.0,158.407303,2025-04-01,131.056157,,10.2079,20.8698,16.1658,18.1971,True,2025-01-10,142.566573,1,False,exit_policy_v1
ICE,momentum_breakout,breakout,3,2025-03-05,2025-03-06,166.351927,2025-04-07,149.357612,stop_loss,0.89569146,0.89569146,False,,0.0,0.0,0.0,132.778337,2.0,1.0,150.0,132.778337,32,162.159858,196.295274,0.0126,False,73.7,1.92,True,-17.221663,-11.481109,-15.221663,0,0,4.0516,-7.5241,173.091797,2025-03-27,153.835403,2025-04-04,4.0516,,14.2675,15.5327,False,,162.159858,0,False,exit_policy_v1
JPM,mean_reversion,oversold+sma_support,2,2025-03-12,2025-03-13,222.76868,2025-04-07,200.738392,trailing_stop,0.66885525,0.66885525,False,,0.0,0.0,0.0,133.264927,2.0,1.0,150.0,133.264927,25,214.927222,245.045547,0.0176,False,28.5,1.45,False,-16.735073,-11.156715,-14.735073,0,0,9.4109,-7.8221,243.733124,2025-03-25,205.343445,2025-04-04,9.4109,,19.3002,20.5676,True,2025-03-24,219.359811,0,False,exit_policy_v1
DUK,momentum_breakout,breakout,3,2025-04-03,2025-04-04,118.766333,2025-04-08,112.052614,stop_loss,1.25456429,1.25456429,False,,0.0,0.0,0.0,139.577207,2.0,1.0,150.0,139.577207,4,115.678409,140.144273,0.013,False,66.7,1.56,False,-10.422793,-6.948528,-8.422793,0,0,0.0,-6.6054,118.766333,,110.921356,2025-04-07,0.0,,5.6529,6.9485,False,,115.678409,0,False,exit_policy_v1
LLY,mean_reversion,oversold+volume+sma_support,3,2025-04-07,2025-04-08,747.819783,2025-04-11,714.603505,stop_loss,0.19924587,0.19924587,False,,0.0,0.0,0.0,141.381794,2.0,1.0,150.0,141.381794,3,714.317457,822.601761,0.0224,False,27.6,1.82,False,-8.618206,-5.745471,-6.618206,0,0,0.0,-4.6081,747.819783,,713.359497,2025-04-10,0.0,,4.4417,5.7455,False,,714.317457,0,False,exit_policy_v1
AON,mean_reversion,oversold+volume+sma_support,3,2025-04-08,2025-04-09,355.742998,2025-04-28,335.995683,stop_loss,0.41884169,0.41884169,False,,0.0,0.0,0.0,139.729001,2.0,1.0,150.0,139.729001,19,345.426451,391.317298,0.0145,False,29.6,1.51,False,-10.270999,-6.847333,-8.270999,0,0,7.0589,-6.4481,380.854523,2025-04-14,332.804291,2025-04-25,7.0589,,12.6099,13.9062,False,,345.426451,0,False,exit_policy_v1
ABBV,mean_reversion,oversold+volume+sma_support,3,2025-04-09,2025-04-10,169.52954,2025-05-15,171.013773,trailing_stop,0.87890287,0.43945144,True,2025-05-01,185.288928,0.43945144,80.425486,74.152248,3.0,1.0,150.0,154.577734,35,161.392122,186.482494,0.024,False,28.3,2.14,False,4.577734,3.051823,7.577734,1,1,12.5761,-3.4819,190.849762,2025-05-02,163.626755,2025-04-21,10.6646,12.5761,7.4904,9.5243,True,2025-04-28,171.764786,1,False,exit_policy_v1
DE,momentum_breakout,breakout,3,2025-05-16,2025-05-19,518.380922,2025-05-29,502.090669,stop_loss,0.28743342,0.28743342,False,,0.0,0.0,0.0,143.317637,2.0,1.0,150.0,143.317637,10,500.23759,611.689488,0.0175,False,67.8,1.82,False,-6.682363,-4.454909,-4.682363,0,0,0.0,-3.5223,518.380922,,500.122131,2025-05-28,0.0,,3.1425,4.4549,False,,500.23759,0,False,exit_policy_v1
UBER,momentum_breakout,breakout,3,2025-05-12,2025-05-13,87.497414,2025-06-04,83.106812,trailing_stop,1.70290748,1.70290748,False,,0.0,0.0,0.0,140.523212,2.0,1.0,150.0,140.523212,22,83.140042,103.246948,0.0249,False,68.0,1.78,False,-9.476788,-6.317858,-7.476788,0,0,5.6717,-5.6772,92.459999,2025-05-19,82.529999,2025-06-03,5.6717,,10.6897,11.9896,True,2025-05-19,83.213999,0,False,exit_policy_v1
CME,momentum_breakout,breakout,3,2025-06-04,2025-06-05,265.275835,2025-06-11,254.692977,stop_loss,0.56167951,0.56167951,False,,0.0,0.0,0.0,142.055826,2.0,1.0,150.0,142.055826,6,256.521732,313.025485,0.0165,False,67.0,2.17,True,-7.944174,-5.296116,-5.944174,0,0,0.0,-3.8969,265.275835,,254.93837,2025-06-10,0.0,,3.9894,5.2961,False,,256.521732,0,False,exit_policy_v1
SNOW,momentum_breakout,breakout,3,2025-05-22,2025-05-23,198.70351,2025-08-11,191.967844,trailing_stop,0.74986094,0.74986094,False,,0.0,0.0,0.0,142.949187,2.0,1.0,150.0,142.949187,80,186.185189,234.470142,0.0315,False,72.0,5.34,False,-7.050813,-4.700542,-5.050813,0,0,13.6316,-3.5095,225.789993,2025-07-07,191.729996,2025-08-08,13.6316,,17.0214,18.3321,True,2025-06-02,203.210994,0,False,exit_policy_v1
INTU,momentum_breakout,breakout,3,2025-05-29,2025-05-30,751.291891,2025-08-12,698.584894,trailing_stop,0.19832505,0.19832505,False,,0.0,0.0,0.0,137.546882,2.0,1.0,150.0,137.546882,74,718.385306,886.524431,0.0219,False,77.9,2.25,True,-12.453118,-8.302078,-10.453118,0,0,6.273,-7.0606,798.420471,2025-07-30,698.245911,2025-08-11,6.273,,13.2885,14.5751,True,2025-07-30,718.578424,0,False,exit_policy_v1
ORCL,momentum_breakout,breakout,3,2025-06-13,2025-06-16,210.560792,2025-09-02,219.278735,trailing_stop,0.70763412,0.35381706,True,2025-08-01,244.792112,0.35381706,85.611625,76.584557,3.0,1.0,150.0,162.196181,78,196.07421,248.461735,0.0344,False,84.4,4.0,False,12.196181,8.130788,15.196181,1,1,20.4119,-3.8626,253.540222,2025-08-06,202.42775,2025-06-20,19.1628,20.4119,10.2131,12.2811,True,2025-07-02,228.1862,1,False,exit_policy_v1
ICE,mean_reversion,oversold+volume+sma_support,3,2025-04-07,2025-04-08,155.757636,2025-09-24,165.16278,trailing_stop,0.95661442,0.47830721,True,2025-05-07,171.565635,0.47830721,81.06108,77.998549,3.0,1.0,150.0,159.059629,169,150.617634,171.333399,0.0165,False,28.0,1.74,False,9.059629,6.039752,12.059629,1,1,19.0663,-2.3117,185.454849,2025-08-04,152.157059,2025-04-21,10.3917,19.0663,10.9726,13.0265,True,2025-05-01,166.909364,1,False,exit_policy_v1
JPM,momentum_breakout,breakout,3,2025-09-24,2025-09-25,308.53167,2025-10-03,302.416091,stop_loss,0.4829326,0.4829326,False,,0.0,0.0,0.0,145.046588,2.0,1.0,150.0,145.046588,8,302.175917,364.06737,0.0103,False,71.0,2.82,True,-4.953412,-3.302275,-2.953412,0,0,0.5171,-2.1894,310.127045,2025-09-26,301.776764,2025-10-02,0.5171,,2.4992,3.8194,False,,302.175917,0,False,exit_policy_v1
LLY,mean_reversion,oversold+volume+sma_support,3,2025-08-12,2025-08-13,645.552141,2025-10-07,838.864478,mean_reversion_complete,0.23081017,0.11540509,True,2025-08-27,731.608876,0.11540509,83.431385,95.809227,3.0,1.0,150.0,179.240612,55,595.715516,710.107355,0.0386,False,28.6,5.4,True,29.240612,19.493741,32.240612,1,1,30.083,0.0,839.753784,2025-10-06,645.552141,,13.301,30.083,8.445,10.5893,True,2025-08-14,755.778406,1,False,exit_policy_v1
SHOP,momentum_breakout,breakout,3,2025-10-03,2025-10-06,166.716553,2025-10-13,153.96089,stop_loss,0.89373249,0.89373249,False,,0.0,0.0,0.0,136.59985,2.0,1.0,150.0,136.59985,7,157.280396,196.725533,0.0283,False,64.1,2.08,False,-13.40015,-8.933433,-11.40015,0,0,0.0,-9.4151,166.716553,,151.020004,2025-10-10,0.0,,7.6511,8.9334,False,,157.280396,0,False,exit_policy_v1
ANET,momentum_breakout,breakout,3,2025-08-11,2025-08-12,138.683543,2025-10-15,140.279578,trailing_stop,1.07438847,1.07438847,False,,0.0,0.0,0.0,149.714762,2.0,1.0,150.0,149.714762,64,126.812232,163.646581,0.0428,False,76.9,2.62,True,-0.285238,-0.190159,1.714762,0,1,14.0943,-5.2014,158.229996,2025-10-09,131.470001,2025-08-20,14.0943,,12.9434,14.2844,True,2025-09-04,142.406996,0,False,exit_policy_v1
NEM,momentum_breakout,breakout,3,2025-09-02,2025-09-03,75.415782,2025-10-22,82.235601,trailing_stop,1.97571377,0.98785689,True,2025-10-15,91.311312,0.98785689,89.202509,80.237005,3.0,1.0,150.0,169.439514,49,73.545471,88.990623,0.0124,False,76.7,1.77,False,19.439514,12.959676,22.439514,1,1,29.0935,-1.633,97.356865,2025-10-16,74.184212,2025-09-04,18.9389,29.0935,14.0334,16.1338,True,2025-09-22,87.621178,1,False,exit_policy_v1
AEP,momentum_breakout,breakout,3,2025-10-07,2025-10-08,115.107667,2025-10-24,112.8526,stop_loss,1.29444027,1.29444027,False,,0.0,0.0,0.0,145.08095,2.0,1.0,150.0,145.08095,16,112.713428,135.827047,0.0104,False,68.5,1.53,True,-4.91905,-3.279367,-2.91905,0,0,0.0,-2.1053,115.107667,,112.684296,2025-10-23,0.0,,1.9591,3.2794,False,,112.713428,0,False,exit_policy_v1
LIN,mean_reversion,oversold+sma_support,2,2025-04-08,2025-04-09,406.42875,2025-10-30,426.235387,trailing_stop,0.36660792,0.18330396,True,2025-05-19,448.327108,0.18330396,81.180135,77.130635,3.0,1.0,150.0,158.31077,204,391.959887,447.071625,0.0178,False,29.4,1.49,False,8.31077,5.540513,11.31077,1,1,17.3927,0.0,477.117615,2025-09-11,406.42875,,10.4193,17.3927,9.8016,11.8522,True,2025-04-14,429.405853,1,False,exit_policy_v1
MMM,momentum_breakout,breakout,3,2025-10-24,2025-10-27,167.066011,2025-11-04,158.728136,stop_loss,0.89186304,0.89186304,False,,0.0,0.0,0.0,140.563757,2.0,1.0,150.0,140.563757,8,159.74852,197.137893,0.0219,False,60.8,2.47,True,-9.436243,-6.290828,-7.436243,0,0,0.0,-4.6782,167.066011,,159.250305,2025-11-03,0.0,,4.9908,6.2908,False,,159.74852,0,False,exit_policy_v1
