symbol,strategy,trigger,confluence,signal_date,entry_date,entry_price,exit_date,exit_price,exit_reason,original_shares,remaining_shares,scaled_out,scale_out_date,scale_out_price,scale_out_shares,scale_out_proceeds,exit_proceeds,commission_paid,entry_commission,total_invested,total_returned,holding_days,stop_loss,take_profit,stdev_20,stdev_fallback,rsi_at_entry,vol_at_entry,from_queue,pnl,pnl_pct,pnl_before_commission,win,win_before_commission
SKYW,momentum_breakout,breakout,3,2024-04-23,2024-04-24,73.663586,2024-06-13,78.960961,bearish_divergence,2.02270901,2.02270901,False,,0.0,0.0,0.0,158.715047,2.0,1.0,150.0,158.715047,50,70.967499,86.923032,0.0183,False,69.1,1.77,False,8.715047,5.810032,10.715047,1,1
RS,mean_reversion,oversold+volume+sma_support,3,2024-04-25,2024-04-26,279.735961,2024-06-14,266.495101,stop_loss,0.53264514,0.53264514,False,,0.0,0.0,0.0,140.94732,2.0,1.0,150.0,140.94732,49,270.560621,307.709557,0.0164,False,28.3,3.92,False,-9.05268,-6.03512,-7.05268,0,0
ARM,momentum_breakout,breakout,3,2024-06-12,2024-06-13,157.492342,2024-06-25,151.418437,trailing_stop,0.94607775,0.94607775,False,,0.0,0.0,0.0,142.253614,2.0,1.0,150.0,142.253614,12,145.554422,185.840963,0.0379,False,73.4,1.87,False,-7.746386,-5.164257,-5.746386,0,0
CAVA,momentum_breakout,breakout,3,2024-04-26,2024-04-29,69.289221,2024-06-27,91.758148,bearish_divergence,2.15040662,1.07520331,True,2024-05-28,85.764148,1.07520331,91.213896,97.658665,3.0,1.0,150.0,188.872561,59,63.524358,81.761281,0.0416,False,59.5,2.6,False,38.872561,25.915041,41.872561,1,1
BROS,momentum_breakout,breakout,3,2024-06-26,2024-06-27,41.841799,2024-07-11,39.410551,stop_loss,3.56103233,3.56103233,False,,0.0,0.0,0.0,139.342246,2.0,1.0,150.0,139.342246,14,39.49029,49.373323,0.0281,False,66.0,1.59,False,-10.657754,-7.10517,-8.657754,0,0
FUN,momentum_breakout,breakout,3,2024-07-05,2024-07-08,57.957902,2024-07-11,53.136809,stop_loss,2.57083152,2.57083152,False,,0.0,0.0,0.0,135.605782,2.0,1.0,150.0,135.605782,3,54.341328,68.390324,0.0312,False,82.8,2.36,False,-14.394218,-9.596145,-12.394218,0,0
URBN,momentum_breakout,breakout,3,2024-07-11,2024-07-12,48.468418,2024-07-25,45.174781,stop_loss,3.07416676,3.07416676,False,,0.0,0.0,0.0,137.874811,2.0,1.0,150.0,137.874811,13,45.734799,57.192733,0.0282,False,65.5,1.8,False,-12.125189,-8.083459,-10.125189,0,0
FANG,mean_reversion,bullish_div+sma_support,2,2024-06-25,2024-06-26,186.458399,2024-08-05,172.910704,stop_loss,0.79910586,0.79910586,False,,0.0,0.0,0.0,137.173958,2.0,1.0,150.0,137.173958,40,179.745897,205.104239,0.018,False,55.6,0.95,False,-12.826042,-8.550695,-10.826042,0,0
OKTA,mean_reversion,bullish_div+volume+sma_support,3,2024-06-28,2024-07-01,93.233139,2024-08-05,80.509406,trailing_stop,1.59814419,1.59814419,False,,0.0,0.0,0.0,127.66564,2.0,1.0,150.0,127.66564,35,90.175092,102.556453,0.0164,False,52.9,2.1,False,-22.33436,-14.889573,-20.33436,0,0
WDAY,mean_reversion,bullish_div+sma_support,2,2024-07-31,2024-08-01,227.557332,2024-08-05,199.790015,stop_loss,0.65478005,0.65478005,False,,0.0,0.0,0.0,129.818515,2.0,1.0,150.0,129.818515,4,221.185727,250.313065,0.014,False,50.5,0.87,False,-20.181485,-13.454323,-18.181485,0,0
ANF,mean_reversion,oversold+sma_support,2,2024-08-05,2024-08-06,136.776639,2024-08-29,138.3615,trailing_stop,1.08936731,0.54468366,True,2024-08-13,154.835015,0.54468366,83.336102,74.363248,3.0,1.0,150.0,157.69935,23,128.734173,150.454303,0.0294,False,29.9,1.09,False,7.69935,5.1329,10.69935,1,1
BIRK,momentum_breakout,breakout,3,2024-08-15,2024-08-16,62.38232,2024-08-30,51.4485,stop_loss,2.38849727,2.38849727,False,,0.0,0.0,0.0,121.884602,2.0,1.0,150.0,121.884602,14,59.612545,73.611137,0.0222,False,65.3,1.91,False,-28.115398,-18.743599,-26.115398,0,0
BHP,mean_reversion,bullish_div+sma_support,2,2024-09-17,2024-09-18,50.430739,2024-09-30,58.741811,mean_reversion_complete,2.95454721,1.4772736,True,2024-09-27,58.027514,1.4772736,84.722514,85.777727,3.0,1.0,150.0,170.500242,12,48.494199,55.473813,0.0192,False,53.2,0.77,False,20.500242,13.666828,23.500242,1,1
UAL,momentum_breakout,breakout,3,2024-09-26,2024-09-27,59.03898,2024-10-02,55.294648,stop_loss,2.52375636,2.52375636,False,,0.0,0.0,0.0,138.550221,2.0,1.0,150.0,138.550221,5,56.275955,69.665996,0.0234,False,76.6,2.35,False,-11.449779,-7.633186,-9.449779,0,0
IOT,momentum_breakout,breakout,3,2024-09-09,2024-09-10,46.63659,2024-10-21,49.63032,bearish_divergence,3.19491626,3.19491626,False,,0.0,0.0,0.0,157.564717,2.0,1.0,150.0,157.564717,41,43.232119,55.031176,0.0365,False,66.6,2.22,False,7.564717,5.043145,9.564717,1,1
ONON,momentum_breakout,breakout,3,2024-08-27,2024-08-28,47.22718,2024-11-04,46.923031,trailing_stop,3.15496286,3.15496286,False,,0.0,0.0,0.0,147.040421,2.0,1.0,150.0,147.040421,68,44.025177,55.728073,0.0339,False,68.5,1.55,False,-2.959579,-1.973053,-0.959579,0,0
TWLO,momentum_breakout,breakout,3,2024-11-01,2024-11-04,85.085,2024-11-07,90.039867,emotional_extreme,1.75118999,1.75118999,False,,0.0,0.0,0.0,156.676914,2.0,1.0,150.0,156.676914,3,79.282203,100.4003,0.0341,False,86.5,2.95,False,6.676914,4.451276,8.676914,1,1
ARLP,momentum_breakout,breakout,3,2024-11-04,2024-11-07,22.66838,2024-11-11,21.722545,stop_loss,6.5730325,6.5730325,False,,0.0,0.0,0.0,141.782993,2.0,1.0,150.0,141.782993,4,22.323821,26.748689,0.0076,False,70.7,1.51,False,-8.217007,-5.478005,-6.217007,0,0
MNDY,momentum_breakout,breakout,3,2024-10-25,2024-10-28,300.3,2024-11-12,274.725,trailing_stop,0.4961705,0.4961705,False,,0.0,0.0,0.0,135.31044,2.0,1.0,150.0,135.31044,15,289.24896,354.354,0.0184,False,67.4,1.72,False,-14.68956,-9.79304,-12.68956,0,0
DUOL,momentum_breakout,breakout,3,2024-11-07,2024-11-11,326.125788,2024-11-18,307.512187,stop_loss,0.45687893,0.45687893,False,,0.0,0.0,0.0,139.495838,2.0,1.0,150.0,139.495838,7,312.950306,384.82843,0.0202,False,73.3,2.34,True,-10.504162,-7.002775,-8.504162,0,0
ZM,momentum_breakout,breakout,3,2024-11-11,2024-11-12,84.814733,2024-11-18,81.128789,stop_loss,1.75677025,1.75677025,False,,0.0,0.0,0.0,141.524643,2.0,1.0,150.0,141.524643,6,82.473847,100.081385,0.0138,False,82.7,2.13,False,-8.475357,-5.650238,-6.475357,0,0
DOCU,momentum_breakout,breakout,3,2024-10-09,2024-10-10,68.798733,2024-12-05,83.506406,bearish_divergence,2.16573755,1.08286877,True,2024-11-12,80.479438,1.08286877,86.14867,89.42648,3.0,1.0,150.0,175.57515,56,65.977985,81.182505,0.0205,False,74.1,2.13,False,25.57515,17.0501,28.57515,1,1
AFRM,momentum_breakout,breakout,3,2024-11-11,2024-11-12,55.725668,2024-12-19,64.655281,trailing_stop,2.67381271,1.33690636,True,2024-11-25,68.121812,1.33690636,90.072484,85.438056,3.0,1.0,150.0,175.510541,37,48.180413,65.756288,0.0677,False,66.1,2.97,False,25.510541,17.007027,28.510541,1,1
URBN,momentum_breakout,breakout,3,2024-12-02,2024-12-05,52.062008,2024-12-26,54.17577,bearish_divergence,2.86197181,2.86197181,False,,0.0,0.0,0.0,154.049525,2.0,1.0,150.0,154.049525,21,47.501376,61.43317,0.0438,False,79.1,1.76,False,4.049525,2.699683,6.049525,1,1
DECK,momentum_breakout,breakout,3,2024-11-22,2024-11-25,194.234033,2025-02-03,174.3255,trailing_stop,0.76711582,0.76711582,False,,0.0,0.0,0.0,132.727849,2.0,1.0,150.0,132.727849,70,185.610042,229.196159,0.0222,False,69.9,1.6,False,-17.272151,-11.514767,-15.272151,0,0
ONON,momentum_breakout,breakout,3,2025-01-31,2025-02-03,56.496439,2025-02-07,59.62032,bearish_divergence,2.63733438,2.63733438,False,,0.0,0.0,0.0,156.238721,2.0,1.0,150.0,156.238721,4,53.61512,66.665798,0.0255,False,64.2,1.52,True,6.238721,4.159147,8.238721,1,1
GLBE,momentum_breakout,breakout,3,2024-11-25,2024-11-26,51.5515,2025-02-20,50.339609,trailing_stop,2.89031357,1.44515678,True,2025-02-11,61.088852,1.44515678,87.282968,71.748628,3.0,1.0,150.0,159.031596,86,48.10786,60.83077,0.0334,False,80.8,2.86,False,9.031596,6.021064,12.031596,1,1
HUBS,momentum_breakout,breakout,3,2025-02-10,2025-02-11,799.05827,2025-02-21,748.251,stop_loss,0.1864695,0.1864695,False,,0.0,0.0,0.0,138.525994,2.0,1.0,150.0,138.525994,10,765.178199,942.888758,0.0212,False,68.1,1.62,False,-11.474006,-7.649338,-9.474006,0,0
IOT,momentum_breakout,breakout,3,2025-02-19,2025-02-21,55.165111,2025-02-25,49.979969,stop_loss,2.70098253,2.70098253,False,,0.0,0.0,0.0,133.995023,2.0,1.0,150.0,133.995023,4,52.947473,65.094831,0.0201,False,75.6,1.59,True,-16.004977,-10.669985,-14.004977,0,0
RL,momentum_breakout,breakout,3,2025-01-06,2025-01-07,239.712401,2025-02-26,265.859664,bearish_divergence,0.62157819,0.62157819,False,,0.0,0.0,0.0,164.252568,2.0,1.0,150.0,164.252568,50,232.137489,282.860633,0.0158,False,69.0,1.54,False,14.252568,9.501712,16.252568,1,1
BILL,mean_reversion,oversold+volume+sma_support,3,2025-02-07,2025-02-10,63.113049,2025-03-04,50.249699,stop_loss,2.36084299,2.36084299,False,,0.0,0.0,0.0,117.63165,2.0,1.0,150.0,117.63165,22,52.57317,69.424354,0.0835,False,29.4,7.84,False,-32.36835,-21.5789,-30.36835,0,0
MT,momentum_breakout,breakout,3,2025-03-05,2025-03-06,33.130594,2025-03-13,30.290312,stop_loss,4.49735367,4.49735367,False,,0.0,0.0,0.0,135.226247,2.0,1.0,150.0,135.226247,7,30.347624,39.094101,0.042,False,74.4,2.11,False,-14.773753,-9.849169,-12.773753,0,0
OKTA,momentum_breakout,breakout,3,2025-03-05,2025-03-06,114.474361,2025-04-02,102.897,trailing_stop,1.3016015,1.3016015,False,,0.0,0.0,0.0,132.93089,2.0,1.0,150.0,132.93089,27,100.691648,135.079746,0.0602,False,74.9,2.81,False,-17.06911,-11.379407,-15.06911,0,0
RS,mean_reversion,bullish_div+sma_support,2,2025-03-28,2025-03-31,276.7896,2025-04-07,249.001433,stop_loss,0.53831502,0.53831502,False,,0.0,0.0,0.0,133.041212,2.0,1.0,150.0,133.041212,7,267.157322,304.46856,0.0174,False,53.1,0.55,False,-16.958788,-11.305858,-14.958788,0,0
CENX,mean_reversion,bullish_div+volume,2,2025-06-02,2025-06-03,18.78877,2025-06-18,17.99199,trailing_stop,7.93026879,7.93026879,False,,0.0,0.0,0.0,141.681319,2.0,1.0,150.0,141.681319,15,16.605515,20.667648,0.0581,False,61.3,3.83,False,-8.318681,-5.545788,-6.318681,0,0
URBN,momentum_breakout,breakout,3,2025-05-22,2025-05-23,71.671598,2025-06-24,67.941992,trailing_stop,2.0789267,2.0789267,False,,0.0,0.0,0.0,140.246422,2.0,1.0,150.0,140.246422,32,63.458033,84.572486,0.0573,False,75.1,4.33,False,-9.753578,-6.502385,-7.753578,0,0
AR,momentum_breakout,breakout,3,2025-06-20,2025-06-23,43.733689,2025-06-26,40.968988,stop_loss,3.40698452,3.40698452,False,,0.0,0.0,0.0,138.580709,2.0,1.0,150.0,138.580709,3,41.85314,51.605753,0.0215,False,68.1,1.55,False,-11.419291,-7.612861,-9.419291,0,0
ESTC,mean_reversion,bullish_div+sma_support,2,2025-06-24,2025-06-25,84.644558,2025-08-04,80.919,trailing_stop,1.76030219,1.76030219,False,,0.0,0.0,0.0,141.441893,2.0,1.0,150.0,141.441893,40,78.973372,93.109013,0.0335,False,46.3,0.61,False,-8.558107,-5.705405,-6.558107,0,0
CHEF,momentum_breakout,breakout,3,2025-07-31,2025-08-04,67.477414,2025-08-11,62.307629,stop_loss,2.20814628,2.20814628,False,,0.0,0.0,0.0,136.584359,2.0,1.0,150.0,136.584359,7,63.091382,79.623348,0.0325,False,60.9,1.59,False,-13.415641,-8.943761,-11.415641,0,0
CELH,momentum_breakout,breakout,3,2025-08-11,2025-08-12,54.30425,2025-09-09,55.71423,trailing_stop,2.74379998,2.74379998,False,,0.0,0.0,0.0,151.868704,2.0,1.0,150.0,151.868704,28,49.482033,64.079015,0.0444,False,68.7,1.83,False,1.868704,1.245803,3.868704,1,1
CPA,momentum_breakout,breakout,3,2025-05-23,2025-05-27,98.974221,2025-10-01,112.875958,bearish_divergence,1.50544252,1.50544252,False,,0.0,0.0,0.0,168.928266,2.0,1.0,150.0,168.928266,127,95.94561,116.78958,0.0153,False,71.9,2.17,False,18.928266,12.618844,20.928266,1,1
U,momentum_breakout,breakout,3,2025-09-05,2025-09-09,45.445402,2025-10-01,40.04991,trailing_stop,3.27865956,3.27865956,False,,0.0,0.0,0.0,130.310021,2.0,1.0,150.0,130.310021,22,41.80068,53.625574,0.0401,False,70.3,1.68,False,-19.689979,-13.126653,-17.689979,0,0
LEVI,momentum_breakout,breakout,3,2025-10-01,2025-10-02,23.956879,2025-10-13,21.173495,stop_loss,6.21950791,6.21950791,False,,0.0,0.0,0.0,130.688718,2.0,1.0,150.0,130.688718,11,23.171094,28.269117,0.0164,False,72.2,1.56,False,-19.311282,-12.874188,-17.311282,0,0
MT,momentum_breakout,breakout,3,2025-10-01,2025-10-02,37.860709,2025-11-05,36.474306,stop_loss,3.93547837,3.93547837,False,,0.0,0.0,0.0,142.543844,2.0,1.0,150.0,142.543844,34,36.535584,44.675636,0.0175,False,69.0,1.63,False,-7.456156,-4.970771,-5.456156,0,0
HUBS,mean_reversion,bullish_div+sma_support,2,2025-10-24,2025-10-27,475.114655,2025-11-07,390.149469,trailing_stop,0.31360851,0.31360851,False,,0.0,0.0,0.0,121.354194,2.0,1.0,150.0,121.354194,11,441.381514,522.62612,0.0355,False,50.4,0.41,False,-28.645806,-19.097204,-26.645806,0,0
RIVN,momentum_breakout,breakout,3,2025-11-11,2025-11-12,17.572555,2025-11-17,14.99499,stop_loss,8.47913109,8.47913109,False,,0.0,0.0,0.0,126.144488,2.0,1.0,150.0,126.144488,5,15.344355,20.735615,0.0634,False,71.3,1.95,False,-23.855512,-15.903675,-21.855512,0,0
LYFT,momentum_breakout,breakout,3,2025-11-10,2025-11-11,23.748725,2025-11-18,21.313664,stop_loss,6.27402093,6.27402093,False,,0.0,0.0,0.0,132.722374,2.0,1.0,150.0,132.722374,7,22.16706,28.023496,0.0333,False,65.2,2.54,False,-17.277626,-11.518417,-15.277626,0,0
RL,momentum_breakout,breakout,3,2025-11-25,2025-11-26,362.419696,2025-12-23,363.817027,bearish_divergence,0.41112556,0.41112556,False,,0.0,0.0,0.0,148.574479,2.0,1.0,150.0,148.574479,27,346.763165,427.655241,0.0216,False,67.8,1.52,False,-1.425521,-0.950347,0.574479,0,1
RIVN,momentum_breakout,breakout,3,2025-12-19,2025-12-23,21.711691,2026-01-05,19.450529,stop_loss,6.8626623,6.8626623,False,,0.0,0.0,0.0,132.482414,2.0,1.0,150.0,132.482414,13,19.458017,25.619795,0.0519,False,71.3,2.16,False,-17.517586,-11.678391,-15.517586,0,0
RS,mean_reversion,bullish_div+sma_support,2,2025-11-25,2025-11-26,277.378729,2026-01-13,307.552009,mean_reversion_complete,0.53717169,0.26858584,True,2026-01-12,305.742802,0.26858584,81.118189,81.604116,3.0,1.0,150.0,162.722304,48,269.778552,305.116602,0.0137,False,51.6,0.77,False,12.722304,8.481536,15.722304,1,1
AA,momentum_breakout,breakout,3,2026-01-05,2026-01-06,61.472841,2026-01-27,57.399484,trailing_stop,2.42383463,2.42383463,False,,0.0,0.0,0.0,138.126856,2.0,1.0,150.0,138.126856,21,57.489401,72.537952,0.0324,False,81.0,1.65,False,-11.873144,-7.915429,-9.873144,0,0
ZM,momentum_breakout,breakout,3,2026-01-26,2026-01-27,96.84675,2026-02-04,87.862047,stop_loss,1.53851317,1.53851317,False,,0.0,0.0,0.0,134.176916,2.0,1.0,150.0,134.176916,8,90.551711,114.279165,0.0325,False,61.9,3.58,False,-15.823084,-10.548723,-13.823084,0,0
SCCO,momentum_breakout,breakout,3,2026-01-09,2026-01-13,169.313007,2026-02-06,183.294574,trailing_stop,0.8800269,0.44001345,True,2026-02-04,205.461781,0.44001345,89.405947,79.652077,3.0,1.0,150.0,169.058024,24,161.050532,199.789348,0.0244,False,70.5,2.14,False,19.058024,12.705349,22.058024,1,1
DASH,mean_reversion,oversold+volume+sma_support,3,2026-02-05,2026-02-06,186.496308,2026-02-12,176.483344,stop_loss,0.79894343,0.79894343,False,,0.0,0.0,0.0,140.000208,2.0,1.0,150.0,140.000208,6,179.260251,205.145938,0.0194,False,29.5,1.67,False,-9.999792,-6.666528,-7.999792,0,0
DOCU,mean_reversion,bullish_div+sma_support,2,2026-04-06,2026-04-07,48.048,2026-04-09,45.214738,stop_loss,3.1010656,3.1010656,False,,0.0,0.0,0.0,139.21387,2.0,1.0,150.0,139.21387,2,45.857011,52.8528,0.0228,False,48.8,0.52,False,-10.78613,-7.190754,-8.78613,0,0
DVN,momentum_breakout,breakout,3,2026-02-04,2026-02-05,42.066524,2026-04-15,44.399555,trailing_stop,3.54200881,1.7710044,True,2026-03-26,50.135524,1.7710044,87.790233,77.631808,3.0,1.0,150.0,165.422041,69,39.971612,49.638499,0.0249,False,72.6,1.8,False,15.422041,10.281361,18.422041,1,1
ARM,momentum_breakout,breakout,3,2026-04-22,2026-04-23,194.614418,2026-04-29,202.397406,trailing_stop,0.76561645,0.38280823,True,2026-04-27,224.265515,0.38280823,84.850684,76.479392,3.0,1.0,150.0,161.330076,6,172.116991,229.645013,0.0578,False,73.3,1.59,False,11.330076,7.553384,14.330076,1,1
ZM,momentum_breakout,breakout,3,2026-04-30,2026-05-01,99.099,2026-05-15,98.501398,trailing_stop,1.50354696,1.50354696,False,,0.0,0.0,0.0,147.101478,2.0,1.0,150.0,147.101478,14,93.252159,116.93682,0.0295,False,69.0,1.78,False,-2.898522,-1.932348,-0.898522,0,0
SHAK,mean_reversion,oversold+volume+sma_support,3,2026-05-12,2026-05-15,60.950889,2026-06-03,56.023922,trailing_stop,2.44459107,2.44459107,False,,0.0,0.0,0.0,135.955579,2.0,1.0,150.0,135.955579,19,52.564047,67.045978,0.0688,False,29.4,8.0,True,-14.044421,-9.362947,-12.044421,0,0
AA,momentum_breakout,breakout,3,2026-06-02,2026-06-03,82.382584,2026-06-08,74.759943,stop_loss,1.8086347,1.8086347,False,,0.0,0.0,0.0,134.213427,2.0,1.0,150.0,134.213427,5,77.044193,97.211449,0.0324,False,69.3,1.53,False,-15.786573,-10.524382,-13.786573,0,0
KALU,momentum_breakout,breakout,3,2026-04-20,2026-04-21,151.847183,2026-06-23,176.904673,bearish_divergence,0.98124968,0.49062484,True,2026-05-07,181.908228,0.49062484,88.248695,85.793827,3.0,1.0,150.0,174.042522,63,143.131155,179.179676,0.0287,False,67.5,1.6,False,24.042522,16.028348,27.042522,1,1
UAL,momentum_breakout,breakout,3,2026-06-24,2026-06-25,132.38225,2026-07-14,121.868008,trailing_stop,1.12552854,1.12552854,False,,0.0,0.0,0.0,136.16592,2.0,1.0,150.0,136.16592,19,122.109387,156.211055,0.0388,False,67.9,1.66,False,-13.83408,-9.22272,-11.83408,0,0
LEVI,momentum_breakout,breakout,3,2026-06-11,2026-06-12,24.145946,2026-07-27,24.665311,bearish_divergence,6.17080821,6.17080821,False,,0.0,0.0,0.0,151.204901,2.0,1.0,150.0,151.204901,45,23.088353,28.492216,0.0219,False,61.6,1.66,False,1.204901,0.803267,3.204901,1,1
CLF,mean_reversion,bullish_div+volume,2,2026-07-27,2026-07-28,12.23222,2026-08-20,10.96902,trailing_stop,12.18094481,12.18094481,False,,0.0,0.0,0.0,132.613022,2.0,1.0,150.0,132.613022,23,11.067713,13.455442,0.0476,False,59.6,1.68,False,-17.386978,-11.591319,-15.386978,0,0
