date,equity,cash,positions,queue_size,pending
2022-03-11,1052.67,608.62,4,6,0
2022-03-14,1039.42,458.62,5,5,0
2022-03-15,1031.76,458.62,5,1,0
2022-03-16,1026.1,623.08,3,1,0
2022-03-17,1035.46,473.08,4,0,0
2022-03-18,1035.58,473.08,4,0,0
2022-03-21,1045.3,323.08,5,9,0
2022-03-22,1045.77,323.08,5,9,0
2022-03-23,1049.9,323.08,5,9,0
2022-03-24,1050.51,412.32,5,9,0
2022-03-25,1056.08,412.32,5,0,0
2022-03-28,1055.83,412.32,5,0,0
2022-03-29,1056.26,412.32,5,1,0
2022-03-30,1058.17,412.32,5,1,0
2022-03-31,1047.4,412.32,5,1,0
2022-04-01,1049.1,412.32,5,2,0
2022-04-04,1042.24,552.3,4,3,0
2022-04-05,1040.25,402.3,5,1,0
2022-04-06,1045.48,402.3,5,1,0
2022-04-07,1053.87,402.3,5,3,0
2022-04-08,1058.64,402.3,5,5,0
2022-04-11,1056.35,402.3,5,6,0
2022-04-12,1059.09,494.65,4,7,0
2022-04-13,1067.62,344.65,5,4,0
2022-04-14,1065.8,344.65,5,2,0
2022-04-18,1060.2,344.65,5,3,0
2022-04-19,1061.28,344.65,5,2,0
2022-04-20,1065.98,344.65,5,2,0
2022-04-21,1047.94,344.65,5,1,0
2022-04-22,1037.9,485.92,4,2,0
2022-04-25,1038.87,335.92,5,2,0
2022-04-26,1030.13,426.71,4,6,0
2022-04-27,1027.4,276.71,5,4,0
2022-04-28,1027.56,276.71,5,4,0
2022-04-29,1016.4,276.71,5,4,0
2022-05-02,1007.61,418.91,4,4,0
2022-05-03,1008.74,711.71,2,1,0
2022-05-04,1027.39,561.71,3,0,0
2022-05-05,1006.07,261.71,5,0,0
2022-05-06,1002.58,261.71,5,0,0
2022-05-09,978.21,261.71,5,1,0
2022-05-10,975.41,680.93,2,5,0
2022-05-11,971.9,530.93,3,4,0
2022-05-12,993.7,230.93,5,2,0
2022-05-13,1018.63,230.93,5,1,0
2022-05-16,1004.96,315.25,5,1,0
2022-05-17,1012.84,315.25,5,1,0
2022-05-18,985.48,315.25,5,2,0
2022-05-19,978.46,528.12,3,2,0
2022-05-20,977.93,228.12,5,1,0
2022-05-23,989.55,372.36,4,1,0
2022-05-24,992.5,454.44,4,0,0
2022-05-25,995.24,454.44,4,0,0
2022-05-26,1002.77,454.44,4,0,0
2022-05-27,1013.83,454.44,4,0,0
2022-05-31,999.35,304.44,5,0,0
2022-06-01,994.74,304.44,5,10,0
2022-06-02,992.54,304.44,5,10,0
2022-06-03,992.39,304.44,5,10,0
2022-06-06,993.99,304.44,5,10,0
2022-06-07,1002.28,377.19,4,2,0
2022-06-08,996.05,227.19,5,1,0
2022-06-09,978.05,227.19,5,2,0
2022-06-10,955.16,227.19,5,2,0
2022-06-13,933.54,496.37,3,2,0
2022-06-14,925.78,346.37,4,0,0
2022-06-15,921.97,626.8,2,0,0
2022-06-16,918.74,626.8,2,0,0
2022-06-17,917.3,626.8,2,0,0
2022-06-21,920.86,476.8,3,0,0
2022-06-22,921.1,476.8,3,0,0
2022-06-23,924.72,476.8,3,0,0
2022-06-24,942.49,476.8,3,0,0
2022-06-27,936.58,176.8,5,2,0
2022-06-28,919.56,176.8,5,2,0
2022-06-29,918.51,176.8,5,2,0
2022-06-30,908.23,176.8,5,2,0
2022-07-01,921.86,176.8,5,0,0
2022-07-05,929.45,176.8,5,0,0
2022-07-06,928.27,176.8,5,0,0
2022-07-07,928.67,176.8,5,0,0
2022-07-08,926.12,176.8,5,0,0
2022-07-11,920.98,176.8,5,1,0
2022-07-12,908.84,176.8,5,1,0
2022-07-13,896.54,309.23,4,1,0
2022-07-14,891.29,581.61,2,1,0
2022-07-15,894.06,581.61,2,0,0
2022-07-18,888.45,581.61,2,0,0
2022-07-19,888.62,581.61,2,0,0
2022-07-20,882.49,581.61,2,0,0
2022-07-21,885.86,572.85,2,0,0
2022-07-22,879.87,272.85,4,0,0
2022-07-25,882.01,122.85,5,0,0
2022-07-26,882.63,122.85,5,1,0
2022-07-27,896.92,122.85,5,3,0
2022-07-28,912.69,122.85,5,9,0
2022-07-29,918.44,206.06,5,10,0
2022-08-01,916.14,206.06,5,10,0
2022-08-02,907.22,206.06,5,8,0
2022-08-03,915.22,206.06,5,6,0
2022-08-04,915.01,206.06,5,10,0
2022-08-05,915.79,206.06,5,10,0
2022-08-08,916.73,206.06,5,10,0
2022-08-09,908.89,206.06,5,9,0
2022-08-10,924.16,206.06,5,7,0
2022-08-11,922.99,289.95,5,9,0
2022-08-12,934.14,289.95,5,10,0
2022-08-15,937.52,289.95,5,10,0
2022-08-16,938.9,289.95,5,3,0
2022-08-17,930.87,377.37,4,5,0
2022-08-18,923.92,227.37,5,5,0
2022-08-19,915.46,227.37,5,6,0
2022-08-22,898.8,365.0,4,7,0
2022-08-23,897.0,215.0,5,2,0
2022-08-24,902.51,215.0,5,2,0
2022-08-25,912.47,215.0,5,2,0
2022-08-26,891.96,215.0,5,2,0
2022-08-29,889.52,291.0,4,2,0
2022-08-30,873.21,141.0,5,0,0
2022-08-31,862.8,282.3,4,1,0
2022-09-01,851.15,276.14,4,0,0
2022-09-02,852.32,276.14,4,0,0
2022-09-06,849.08,276.14,4,0,0
2022-09-07,858.45,276.14,4,0,0
2022-09-08,865.53,126.14,5,1,0
2022-09-09,884.77,126.14,5,3,0
2022-09-12,892.25,126.14,5,6,0
2022-09-13,858.03,126.14,5,8,0
2022-09-14,864.49,126.14,5,9,0
2022-09-15,853.3,265.49,4,9,0
2022-09-16,841.65,255.45,4,7,0
2022-09-19,843.36,245.8,4,10,0
2022-09-20,841.02,95.8,5,5,0
2022-09-21,821.51,95.8,5,4,0
2022-09-22,801.84,239.07,4,2,0
2022-09-23,782.25,505.48,2,0,0
2022-09-26,777.93,639.17,1,0,0
2022-09-27,778.11,639.17,1,0,0
2022-09-28,792.54,489.17,2,0,0
2022-09-29,787.17,489.17,2,0,0
2022-09-30,769.8,189.17,4,0,0
2022-10-03,785.43,39.17,5,0,0
2022-10-04,798.85,39.17,5,0,0
2022-10-05,782.32,39.17,5,0,0
2022-10-06,769.74,39.17,5,0,0
2022-10-07,763.68,462.54,2,0,0
2022-10-10,764.81,462.54,2,0,0
2022-10-11,764.16,462.54,2,0,0
2022-10-12,758.56,462.54,2,0,0
2022-10-13,765.29,462.54,2,0,0
2022-10-14,756.75,462.54,2,0,0
2022-10-17,763.38,462.54,2,0,0
2022-10-18,778.85,462.54,2,0,0
2022-10-19,775.09,394.33,3,0,0
2022-10-20,769.71,394.33,3,0,0
2022-10-21,770.63,532.41,2,0,0
2022-10-24,771.2,232.41,4,0,0
2022-10-25,788.1,82.41,5,1,0
2022-10-26,782.95,82.41,5,1,0
2022-10-27,775.53,82.41,5,1,0
2022-10-28,776.85,395.33,3,1,0
2022-10-31,778.56,95.33,5,1,0
2022-11-01,776.55,95.33,5,1,0
2022-11-02,758.93,95.33,5,2,0
2022-11-03,763.22,231.8,4,2,0
2022-11-04,758.44,81.8,5,1,0
2022-11-07,763.93,151.39,4,1,0
2022-11-08,767.26,151.39,4,0,0
2022-11-09,762.6,151.39,4,0,0
2022-11-10,766.25,151.39,4,0,0
2022-11-11,760.83,1.39,5,2,0
2022-11-14,760.51,147.0,4,2,0
2022-11-15,762.48,147.0,4,1,1
2022-11-16,757.6,147.0,4,1,1
2022-11-17,760.64,147.0,4,2,1
2022-11-18,764.44,147.0,4,2,0
2022-11-21,761.35,148.21,4,1,0
2022-11-22,769.53,148.21,4,0,1
2022-11-23,769.73,148.21,4,0,1
2022-11-25,770.7,148.21,4,0,1
2022-11-28,764.36,148.21,4,0,0
2022-11-29,765.28,148.21,4,0,0
2022-11-30,778.15,148.21,4,0,1
2022-12-01,779.5,148.21,4,4,1
2022-12-02,783.01,148.21,4,4,1
2022-12-05,774.84,148.21,4,4,0
2022-12-06,768.71,148.21,4,3,1
2022-12-07,770.77,148.21,4,0,1
2022-12-08,776.24,148.21,4,0,1
2022-12-09,766.61,148.21,4,0,0
2022-12-12,774.34,148.21,4,0,0
2022-12-13,774.82,148.21,4,0,0
2022-12-14,778.38,148.21,4,0,0
2022-12-15,766.86,148.21,4,0,1
2022-12-16,760.88,148.21,4,0,1
2022-12-19,752.13,148.21,4,0,0
2022-12-20,749.61,148.21,4,0,0
2022-12-21,753.31,148.21,4,0,0
2022-12-22,747.37,286.25,3,0,0
2022-12-23,748.76,286.25,3,0,0
2022-12-27,747.27,286.25,3,0,0
2022-12-28,744.28,286.25,3,0,0
2022-12-29,750.84,286.25,3,0,0
2022-12-30,751.74,286.25,3,0,0
2023-01-03,749.57,286.25,3,0,0
2023-01-04,744.98,286.25,3,0,0
2023-01-05,744.87,424.68,2,0,0
2023-01-06,753.14,424.68,2,0,0
2023-01-09,738.63,274.68,3,0,0
2023-01-10,745.53,274.68,3,0,0
2023-01-11,750.96,274.68,3,0,0
2023-01-12,749.29,274.68,3,0,0
2023-01-13,752.18,274.68,3,0,0
2023-01-17,753.86,274.68,3,0,0
2023-01-18,746.83,274.68,3,0,0
2023-01-19,728.61,274.68,3,0,0
2023-01-20,725.77,566.17,1,0,0
2023-01-23,726.19,566.17,1,0,0
2023-01-24,727.71,566.17,1,0,0
2023-01-25,727.81,566.17,1,0,0
2023-01-26,726.94,566.17,1,0,0
2023-01-27,727.15,566.17,1,0,0
2023-01-30,726.42,566.17,1,0,0
2023-01-31,727.56,566.17,1,0,0
2023-02-01,727.67,566.17,1,0,0
2023-02-02,722.65,566.17,1,0,0
2023-02-03,728.63,566.17,1,0,0
2023-02-06,730.32,416.17,2,0,0
2023-02-07,727.65,416.17,2,0,0
2023-02-08,723.07,416.17,2,0,0
2023-02-09,721.88,416.17,2,0,0
2023-02-10,723.24,556.54,1,0,0
2023-02-13,724.76,556.54,1,0,0
2023-02-14,721.28,556.54,1,0,0
2023-02-15,721.28,406.54,2,0,0
2023-02-16,712.38,406.54,2,0,0
2023-02-17,714.88,406.54,2,0,0
2023-02-21,713.31,406.54,2,0,0
2023-02-22,712.12,406.54,2,0,0
2023-02-23,712.24,406.54,2,0,0
2023-02-24,706.47,406.54,2,0,0
2023-02-27,706.49,406.54,2,0,0
2023-02-28,705.62,406.54,2,0,0
2023-03-01,702.69,406.54,2,0,0
2023-03-02,703.03,408.26,2,0,0
2023-03-03,714.96,408.26,2,0,0
2023-03-06,717.3,408.26,2,0,0
2023-03-07,717.28,408.26,2,0,0
2023-03-08,720.26,408.26,2,0,0
2023-03-09,714.46,258.26,3,0,0
2023-03-10,709.05,258.26,3,0,0
2023-03-13,706.75,258.26,3,0,0
2023-03-14,717.54,108.26,4,0,0
2023-03-15,710.77,108.26,4,0,0
2023-03-16,723.74,248.54,3,0,0
2023-03-17,718.34,248.54,3,0,0
2023-03-20,723.82,98.54,4,0,0
2023-03-21,730.69,98.54,4,0,1
2023-03-22,722.45,98.54,4,0,1
2023-03-23,731.76,98.54,4,0,1
2023-03-24,733.15,98.54,4,0,0
2023-03-27,731.24,98.54,4,0,1
2023-03-28,725.11,98.54,4,0,1
2023-03-29,729.44,250.81,3,0,0
2023-03-30,728.55,250.81,3,0,0
2023-03-31,738.38,250.81,3,0,0
2023-04-03,730.24,100.81,4,0,1
2023-04-04,729.65,100.81,4,0,1
2023-04-05,719.15,256.63,3,0,0
2023-04-06,718.78,256.63,3,0,0
2023-04-10,727.55,256.63,3,0,0
2023-04-11,723.95,416.81,2,0,0
2023-04-12,723.58,416.81,2,0,0
2023-04-13,730.59,416.81,2,0,0
2023-04-14,730.49,266.81,3,0,0
2023-04-17,733.97,266.81,3,0,0
2023-04-18,735.62,266.81,3,0,0
2023-04-19,726.87,266.81,3,0,0
2023-04-20,724.52,266.81,3,0,0
2023-04-21,732.01,266.81,3,0,0
2023-04-24,730.71,266.81,3,0,0
2023-04-25,724.73,266.81,3,0,0
2023-04-26,715.88,116.81,4,0,0
2023-04-27,718.74,116.81,4,0,1
2023-04-28,727.59,116.81,4,1,1
2023-05-01,729.22,116.81,4,2,0
2023-05-02,711.91,116.81,4,1,1
2023-05-03,708.97,100.83,4,2,0
2023-05-04,702.16,100.83,4,2,1
2023-05-05,704.66,92.81,4,1,0
2023-05-08,705.92,92.81,4,2,1
2023-05-09,705.16,92.81,4,1,1
2023-05-10,707.44,92.81,4,1,0
2023-05-11,706.07,92.81,4,0,1
2023-05-12,705.78,92.81,4,0,1
2023-05-15,705.85,92.81,4,1,0
2023-05-16,706.2,92.81,4,0,1
2023-05-17,709.12,92.81,4,0,1
2023-05-18,714.6,92.81,4,2,1
2023-05-19,713.96,92.81,4,7,0
2023-05-22,704.93,92.81,4,6,1
2023-05-23,693.22,92.81,4,6,1
2023-05-24,691.27,238.77,3,6,0
2023-05-25,701.17,88.77,4,0,0
2023-05-26,704.25,88.77,4,4,1
2023-05-30,703.48,88.77,4,4,0
2023-05-31,697.04,88.77,4,5,1
2023-06-01,707.25,88.77,4,3,1
2023-06-02,721.6,88.77,4,3,1
2023-06-05,722.57,88.77,4,3,0
2023-06-06,726.01,88.77,4,2,1
2023-06-07,718.79,88.77,4,1,1
2023-06-08,722.33,88.77,4,3,1
2023-06-09,723.14,88.77,4,3,0
2023-06-12,727.21,88.77,4,2,1
2023-06-13,732.48,88.77,4,5,1
2023-06-14,732.93,88.77,4,4,0
2023-06-15,738.3,88.77,4,4,1
2023-06-16,733.54,88.77,4,6,1
2023-06-20,726.91,88.77,4,9,0
2023-06-21,727.83,88.77,4,4,1
2023-06-22,730.7,88.77,4,3,1
2023-06-23,723.55,88.77,4,0,1
2023-06-26,720.87,88.77,4,1,0
2023-06-27,735.78,88.77,4,0,1
2023-06-28,734.0,88.77,4,1,1
2023-06-29,741.79,88.77,4,1,1
2023-06-30,748.08,170.52,4,1,0
2023-07-03,743.96,102.2,5,1,0
2023-07-05,744.52,102.2,5,0,0
2023-07-06,744.63,102.2,5,0,0
2023-07-07,739.83,102.2,5,0,0
2023-07-10,740.89,102.2,5,0,0
2023-07-11,741.0,102.2,5,0,0
2023-07-12,744.29,102.2,5,0,0
2023-07-13,746.34,102.2,5,0,0
2023-07-14,751.36,102.2,5,1,0
2023-07-17,752.42,102.2,5,3,0
2023-07-18,761.18,102.2,5,4,0
2023-07-19,758.91,102.2,5,7,0
2023-07-20,758.01,189.52,4,8,0
2023-07-21,755.24,39.52,5,5,0
2023-07-24,760.36,39.52,5,7,0
2023-07-25,760.38,39.52,5,4,0
2023-07-26,753.41,39.52,5,4,0
2023-07-27,750.29,204.0,4,6,0
2023-07-28,750.89,54.0,5,3,0
2023-07-31,751.83,54.0,5,4,0
2023-08-01,748.21,142.97,4,5,0
2023-08-02,741.78,141.85,4,3,0
2023-08-03,738.17,141.85,4,2,1
2023-08-04,736.28,141.85,4,2,1
2023-08-07,743.43,141.85,4,3,0
2023-08-08,765.25,141.85,4,1,1
2023-08-09,758.15,81.46,5,1,0
2023-08-10,758.09,81.46,5,1,0
2023-08-11,760.76,225.92,4,0,0
2023-08-14,763.84,225.92,4,0,0
2023-08-15,755.68,225.92,4,0,0
2023-08-16,745.04,218.66,4,0,0
2023-08-17,736.55,210.82,4,0,0
2023-08-18,735.71,490.64,2,0,0
2023-08-21,736.51,490.64,2,0,0
2023-08-22,734.82,340.64,3,0,0
2023-08-23,736.32,340.64,3,0,0
2023-08-24,730.85,340.64,3,0,0
2023-08-25,732.53,340.64,3,0,0
2023-08-28,735.03,190.64,4,0,0
2023-08-29,737.03,190.64,4,0,0
2023-08-30,741.36,190.64,4,0,0
2023-08-31,745.0,190.64,4,0,0
2023-09-01,744.74,40.64,5,1,0
2023-09-05,743.64,40.64,5,1,0
2023-09-06,741.03,40.64,5,1,0
2023-09-07,745.47,40.64,5,0,0
2023-09-08,750.84,40.64,5,0,0
2023-09-11,757.08,40.64,5,0,0
2023-09-12,747.95,40.64,5,2,0
2023-09-13,751.08,186.29,4,3,0
2023-09-14,750.86,36.29,5,2,0
2023-09-15,741.34,36.29,5,2,0
2023-09-18,740.87,36.29,5,5,0
2023-09-19,738.51,36.29,5,3,0
2023-09-20,734.31,36.29,5,3,0
2023-09-21,719.59,36.29,5,3,0
2023-09-22,717.14,475.21,2,0,0
2023-09-25,719.18,475.21,2,0,0
2023-09-26,718.38,475.21,2,0,0
2023-09-27,718.37,475.21,2,0,0
2023-09-28,717.8,475.21,2,0,0
2023-09-29,714.46,475.21,2,0,0
2023-10-02,712.3,567.75,1,0,0
2023-10-03,710.59,567.75,1,0,0
2023-10-04,709.59,709.59,0,0,0
2023-10-05,709.59,709.59,0,0,0
2023-10-06,709.59,709.59,0,0,0
2023-10-09,709.59,709.59,0,0,0
2023-10-10,709.59,709.59,0,0,0
2023-10-11,709.23,409.59,2,0,0
2023-10-12,706.61,259.59,3,0,0
2023-10-13,705.01,259.59,3,0,0
2023-10-16,710.72,259.59,3,0,0
2023-10-17,707.36,109.59,4,0,0
2023-10-18,700.6,109.59,4,0,0
2023-10-19,690.97,109.59,4,0,0
2023-10-20,683.46,397.75,2,0,0
2023-10-23,679.86,538.09,1,0,0
2023-10-24,679.54,679.54,0,0,0
2023-10-25,679.54,679.54,0,0,0
2023-10-26,679.54,679.54,0,0,0
2023-10-27,679.54,679.54,0,0,0
2023-10-30,679.54,679.54,0,0,0
2023-10-31,679.54,679.54,0,0,0
2023-11-01,679.54,679.54,0,0,0
2023-11-02,677.98,529.54,1,0,0
2023-11-03,678.55,529.54,1,0,0
2023-11-06,676.79,379.54,2,0,0
2023-11-07,673.1,79.54,4,0,0
2023-11-08,668.81,79.54,4,0,1
2023-11-09,665.88,79.54,4,0,1
2023-11-10,667.79,79.54,4,0,1
2023-11-13,673.11,79.54,4,0,0
2023-11-14,680.29,228.59,3,0,0
2023-11-15,679.82,228.59,3,0,0
2023-11-16,673.54,78.59,4,0,0
2023-11-17,677.68,78.59,4,0,0
2023-11-20,681.0,73.29,4,0,0
2023-11-21,679.91,73.29,4,0,1
2023-11-22,683.19,73.29,4,0,1
2023-11-24,679.65,73.29,4,0,1
2023-11-27,679.05,73.29,4,0,0
2023-11-28,678.4,73.29,4,1,1
2023-11-29,680.22,73.29,4,2,1
2023-11-30,677.0,78.5,4,3,0
2023-12-01,677.12,78.5,4,9,1
2023-12-04,675.93,78.5,4,9,1
2023-12-05,670.75,78.5,4,8,0
2023-12-06,653.34,78.5,4,6,1
2023-12-07,652.46,72.18,4,2,0
2023-12-08,673.56,216.65,3,2,0
2023-12-11,676.21,66.65,4,1,0
2023-12-12,678.32,66.65,4,2,1
2023-12-13,688.2,66.65,4,3,1
2023-12-14,679.68,66.65,4,10,1
2023-12-15,675.84,66.65,4,10,0
2023-12-18,675.22,66.65,4,10,1
2023-12-19,678.16,66.65,4,8,1
2023-12-20,664.79,66.65,4,4,0
2023-12-21,668.65,40.96,4,3,0
2023-12-22,669.39,40.96,4,2,1
2023-12-26,670.18,40.96,4,2,0
2023-12-27,669.87,40.96,4,0,0
2023-12-28,668.15,40.96,4,0,1
2023-12-29,666.62,40.96,4,0,1
2024-01-02,655.45,186.3,3,0,0
2024-01-03,648.26,36.3,4,0,1
2024-01-04,644.57,36.3,4,0,1
2024-01-05,643.41,36.3,4,0,1
2024-01-08,646.65,36.3,4,0,0
2024-01-09,649.38,36.3,4,0,1
2024-01-10,657.97,36.3,4,0,1
2024-01-11,663.36,36.3,4,2,1
2024-01-12,667.87,36.3,4,2,0
2024-01-16,667.82,36.3,4,2,1
2024-01-17,665.09,36.3,4,2,0
2024-01-18,673.93,36.3,4,2,1
2024-01-19,676.46,36.3,4,5,1
2024-01-22,683.15,36.3,4,10,0
2024-01-23,680.97,124.46,4,8,1
2024-01-24,675.97,124.46,4,9,1
2024-01-25,677.33,124.46,4,7,1
2024-01-26,676.64,124.46,4,4,0
2024-01-29,684.41,124.46,4,4,1
2024-01-30,684.79,124.46,4,4,1
2024-01-31,669.45,124.46,4,6,0
2024-02-01,672.77,121.84,4,3,0
2024-02-02,681.08,121.84,4,3,1
2024-02-05,676.36,121.84,4,6,1
2024-02-06,683.02,121.84,4,5,0
2024-02-07,689.21,121.84,4,6,1
2024-02-08,691.89,121.84,4,7,1
2024-02-09,680.13,121.84,4,6,1
2024-02-12,676.51,267.29,3,8,0
2024-02-13,669.67,117.29,4,3,1
2024-02-14,674.45,117.29,4,6,1
2024-02-15,680.0,117.29,4,8,1
2024-02-16,675.11,267.84,3,7,0
2024-02-20,674.64,117.84,4,5,1
2024-02-21,652.06,117.84,4,2,0
2024-02-22,661.55,37.56,4,0,0
2024-02-23,666.47,37.56,4,2,1
2024-02-26,666.63,37.56,4,2,1
2024-02-27,671.08,37.56,4,3,0
2024-02-28,671.57,37.56,4,2,1
2024-02-29,666.27,37.56,4,0,1
2024-03-01,670.73,37.56,4,4,1
2024-03-04,672.31,37.56,4,4,0
2024-03-05,667.46,37.56,4,5,1
2024-03-06,672.09,37.56,4,5,1
2024-03-07,674.17,45.81,4,1,0
2024-03-08,673.34,45.81,4,3,1
2024-03-11,671.4,45.81,4,3,1
2024-03-12,674.46,45.81,4,3,0
2024-03-13,670.95,45.81,4,2,1
2024-03-14,665.33,45.81,4,0,1
2024-03-15,656.18,37.06,4,1,0
2024-03-18,655.82,31.3,4,5,0
2024-03-19,657.85,31.3,4,4,1
2024-03-20,661.07,31.3,4,4,1
2024-03-21,667.95,31.3,4,4,1
2024-03-22,663.07,118.55,4,1,0
2024-03-25,661.49,118.55,4,0,1
2024-03-26,661.88,118.55,4,0,1
2024-03-27,667.87,118.55,4,1,0
2024-03-28,667.54,118.55,4,0,1
2024-04-01,663.24,264.15,3,1,0
2024-04-02,664.44,114.15,4,0,0
2024-04-03,671.29,114.15,4,0,0
2024-04-04,666.07,114.15,4,0,0
2024-04-05,672.61,114.15,4,0,0
2024-04-08,667.4,265.9,3,0,0
2024-04-09,663.78,265.9,3,0,0
2024-04-10,659.79,265.9,3,0,0
2024-04-11,660.19,265.9,3,0,0
2024-04-12,654.52,265.9,3,0,0
2024-04-15,651.43,265.9,3,0,0
2024-04-16,646.18,419.99,2,0,0
2024-04-17,644.7,498.03,1,0,0
2024-04-18,639.31,498.03,1,0,0
2024-04-19,639.11,639.11,0,0,0
2024-04-22,639.11,639.11,0,0,0
2024-04-23,639.11,639.11,0,0,0
2024-04-24,638.91,489.11,1,0,0
2024-04-25,639.44,489.11,1,0,0
2024-04-26,638.53,189.11,3,0,0
2024-04-29,636.8,189.11,3,0,0
2024-04-30,633.62,189.11,3,0,0
2024-05-01,634.42,39.11,4,0,0
