symbol,strategy,trigger,confluence,entry_date,entry_price,exit_date,exit_price,exit_reason,original_shares,scaled_out,holding_days,pnl,pnl_pct,rsi_at_entry,vol_at_entry,win
TMO,momentum_breakout,breakout,3,2026-01-07,618.09,2026-01-22,637.54,bearish_divergence,0.0633,False,15,0.23,0.59,73.13995935510289,1.6311259800291136,1
GOOGL,momentum_breakout,breakout,3,2025-09-03,225.65,2026-02-02,342.68,bearish_divergence,1.3926,True,152,108.58,34.55,68.02499626412163,1.587501751670204,1
MRK,momentum_breakout,breakout,3,2025-11-17,91.2,2026-02-24,122.02,bearish_divergence,3.5047,True,99,81.57,25.52,67.96406942210221,1.7130239820739788,1
PLD,momentum_breakout,breakout,3,2025-10-17,118.64,2026-03-02,140.42,bearish_divergence,2.7361,True,136,57.83,17.81,69.19858608641802,1.7821251734133385,1
CME,momentum_breakout,breakout,3,2026-02-26,301.88,2026-03-02,316.88,bearish_divergence,1.2977,False,4,18.46,4.71,72.77672684967193,1.591916457007246,1
RTX,momentum_breakout,breakout,3,2026-03-03,211.64,2026-03-05,204.68,stop_loss,1.8637,False,2,-13.98,-3.54,66.35602123557099,1.754844857732376,0
CAT,momentum_breakout,breakout,3,2026-02-03,692.45,2026-03-06,694.19,trailing_stop,0.3153,False,31,-0.45,-0.21,68.97377564318495,1.706713713157037,0
COP,momentum_breakout,breakout,3,2026-03-03,119.28,2026-03-10,112.85,stop_loss,3.2841,False,7,-22.13,-5.65,76.02666319939718,2.31493954561371,0
SBUX,momentum_breakout,breakout,3,2026-03-13,99.58,2026-03-18,95.62,stop_loss,3.634,False,5,-15.37,-4.25,64.040058653285,1.518667949550908,0
WM,momentum_breakout,breakout,3,2026-03-06,243.29,2026-03-20,232.07,stop_loss,1.5829,False,14,-18.76,-4.87,69.6188148166144,1.5505739012636846,0
MPC,momentum_breakout,breakout,3,2026-03-10,213.81,2026-04-09,225.02,trailing_stop,1.1003,False,30,11.33,4.82,70.0413910708225,1.637379448744565,1
CVX,momentum_breakout,breakout,3,2026-01-07,153.32,2026-04-10,186.49,trailing_stop,2.3164,True,93,69.17,19.48,65.11046215122406,2.080963167329377,1
XOM,momentum_breakout,breakout,3,2026-03-23,154.22,2026-04-10,152.14,trailing_stop,2.4824,False,18,-6.15,-1.61,68.16182937124255,2.333794464051814,0
COP,momentum_breakout,breakout,3,2026-03-23,122.03,2026-04-14,118.62,trailing_stop,2.6975,False,22,-10.2,-3.1,75.15149420207415,2.7614818040172113,0
MRNA,momentum_breakout,breakout,3,2026-04-20,53.74,2026-04-27,50.09,stop_loss,1.0469,False,7,-4.82,-8.57,59.87436029427427,2.15295089007675,0
ORCL,momentum_breakout,breakout,3,2026-04-20,176.37,2026-04-28,168.0,trailing_stop,2.0959,False,8,-18.55,-5.02,63.12715497427502,1.5787423117868415,0
JNJ,momentum_breakout,breakout,3,2026-01-23,216.54,2026-05-07,221.11,trailing_stop,1.009,False,104,3.61,1.65,67.94007080591702,1.606785616826806,1
NFLX,momentum_breakout,breakout,3,2026-04-17,96.47,2026-05-08,87.49,trailing_stop,3.8639,False,21,-35.69,-9.58,73.32570342045886,1.6727568581799708,0
DDOG,momentum_breakout,breakout,3,2026-05-11,196.46,2026-06-01,277.21,emotional_extreme,1.6835,True,21,96.55,29.19,79.98681450579095,1.8609617735278166,1
SBUX,momentum_breakout,breakout,3,2026-04-29,100.93,2026-06-02,95.49,trailing_stop,3.4401,False,34,-19.7,-5.67,54.02497509135602,1.6009787656574752,0
AMD,momentum_breakout,breakout,3,2026-04-17,281.28,2026-06-03,541.98,bearish_divergence,1.3286,True,47,205.59,55.01,73.63539236387496,1.8199482955840207,1
CRWD,momentum_breakout,breakout,3,2026-05-08,124.92,2026-06-05,175.81,trailing_stop,1.5889,True,28,57.17,28.8,65.07692966162298,1.6494316725066234,1
ORCL,momentum_breakout,breakout,3,2026-06-02,242.2,2026-06-05,221.02,stop_loss,1.8035,False,3,-39.2,-8.97,75.54078247642427,2.170524554647744,0
CDNS,momentum_breakout,breakout,3,2026-04-28,330.03,2026-06-24,374.38,trailing_stop,0.7977,True,57,40.23,15.28,64.50883937690229,1.7275058983724345,1
AMT,momentum_breakout,breakout,3,2026-06-04,185.62,2026-06-24,175.07,stop_loss,2.33,False,20,-25.57,-5.91,56.50891243521704,1.7579993107366148,0
PANW,momentum_breakout,breakout,3,2026-06-03,285.28,2026-07-06,357.17,bearish_divergence,1.5194,True,33,92.38,21.31,83.44294538246174,2.143359886807844,1
MRNA,momentum_breakout,breakout,3,2026-06-25,60.39,2026-07-10,73.55,trailing_stop,7.0528,True,15,83.48,19.6,64.75410301399587,1.5239652784875972,1
NET,momentum_breakout,breakout,3,2026-07-08,268.16,2026-07-14,281.47,bearish_divergence,1.718,False,6,21.86,4.75,63.428921487208434,1.7717039174584162,1
GS,momentum_breakout,breakout,3,2026-07-15,1143.97,2026-07-15,1145.31,bearish_divergence,0.4033,False,0,-0.46,-0.1,63.76866951328951,1.7262041578007123,0
MS,momentum_breakout,breakout,3,2026-07-15,221.7,2026-07-15,227.07,bearish_divergence,2.0812,False,0,10.18,2.21,64.38143693285112,1.528794469779606,1
MS,momentum_breakout,breakout,2,2026-07-16,227.21,2026-07-17,216.16,stop_loss,2.057,False,1,-23.72,-5.08,63.34437071908693,1.71451068137188,0
MRK,momentum_breakout,breakout,3,2026-06-08,120.11,2026-07-28,131.69,bearish_divergence,3.5094,False,50,39.63,9.4,60.2646326567623,1.6480391139900945,1
XLV,momentum_breakout,breakout,3,2026-06-08,152.72,2026-07-28,167.09,bearish_divergence,1.0742,False,50,14.44,8.8,62.54337942329241,1.8980113149793878,1
UPS,momentum_breakout,breakout,3,2026-07-21,112.85,2026-07-28,105.87,stop_loss,4.0758,False,7,-29.43,-6.4,64.54644582013108,1.6673806386070245,0
ABBV,momentum_breakout,breakout,3,2026-06-26,243.77,2026-07-29,263.04,bearish_divergence,0.4106,False,33,6.91,6.9,68.12690204418446,1.6373245186084948,1
RTX,momentum_breakout,breakout,3,2026-07-29,219.49,2026-08-10,223.15,bearish_divergence,1.0354,False,12,2.79,1.23,76.75094851270133,1.5651752137655235,1
PINS,momentum_breakout,breakout,3,2026-07-29,24.06,2026-08-12,23.0,trailing_stop,19.2277,False,14,-21.4,-4.63,62.78186541327866,1.6305216903212403,0
BRK-B,momentum_breakout,breakout,3,2026-07-29,511.95,2026-08-17,500.17,stop_loss,0.9052,False,19,-11.66,-2.52,61.758678727445734,1.5359043997827269,0
NET,momentum_breakout,breakout,3,2026-08-11,307.91,2026-08-19,297.45,trailing_stop,0.7207,False,8,-8.54,-3.85,64.07938157515314,2.0593361376472594,0
PYPL,momentum_breakout,breakout,3,2026-07-17,56.41,2026-08-20,62.08,bearish_divergence,8.1839,False,34,45.44,9.84,76.8895929587484,1.6636261070267162,1
MRNA,momentum_breakout,breakout,3,2026-08-14,62.95,2026-08-20,156.79,trailing_stop,7.0076,True,6,367.23,83.25,56.818545285883545,1.507322141917011,1
LLY,momentum_breakout,breakout,3,2026-08-20,1275.4,2026-08-26,1208.29,stop_loss,0.3069,False,6,-21.6,-5.52,61.93638666618282,1.625880634629704,0
MRNA,momentum_breakout,breakout,3,2026-08-21,133.24,2026-08-27,142.8,trailing_stop,3.6392,True,6,59.76,12.33,84.96008577550577,5.004371914229505,1
NOW,momentum_breakout,breakout,3,2026-07-30,110.61,2026-09-01,142.9,end_of_sim,0.9891,True,0,25.75,23.54,57.68479706933751,1.6690613698747712,1
TGT,momentum_breakout,breakout,3,2026-08-18,153.53,2026-09-01,163.75,end_of_sim,2.9852,False,0,30.51,6.66,66.71863846761158,1.6954085454417065,1
MRK,momentum_breakout,breakout,3,2026-08-21,149.27,2026-09-01,149.86,end_of_sim,3.6351,False,0,2.14,0.4,77.91636618094394,1.6155490376313748,1
CRM,momentum_breakout,breakout,3,2026-08-28,250.72,2026-09-01,258.11,end_of_sim,2.1954,False,0,16.22,2.95,72.96938595397528,3.948285935055879,1
ADBE,momentum_breakout,breakout,3,2026-08-28,288.51,2026-09-01,286.08,end_of_sim,1.438,False,0,-3.49,-0.84,64.01930516595907,1.501520722579219,0
