symbol,strategy,trigger,confluence,entry_date,entry_price,exit_date,exit_price,exit_reason,original_shares,scaled_out,holding_days,pnl,pnl_pct,rsi_at_entry,vol_at_entry,win
IWM,momentum_breakout,breakout,3,2025-08-25,231.96,2025-10-06,244.72,bearish_divergence,1.0183,False,42,11.99,5.08,64.30144475089139,1.6133272631394406,1
HD,momentum_breakout,breakout,3,2025-08-14,388.34,2025-10-09,370.21,trailing_stop,0.4057,False,56,-8.35,-5.3,72.94108833721546,1.6762394073786846,0
NEM,momentum_breakout,breakout,3,2025-09-24,83.84,2025-10-16,97.26,bearish_divergence,1.5657,False,22,20.01,15.24,80.1918345243396,1.5064770849268758,1
ABBV,momentum_breakout,breakout,3,2025-10-07,224.55,2025-11-03,207.54,stop_loss,1.0796,False,27,-19.36,-7.99,66.99329843859945,1.798953198259549,0
AMD,momentum_breakout,breakout,3,2025-10-13,220.42,2025-11-06,237.66,trailing_stop,0.6726,True,24,18.06,12.18,72.45615074867159,1.7156484899012268,1
AMZN,momentum_breakout,breakout,3,2025-11-04,250.63,2025-11-14,236.02,stop_loss,1.3549,False,10,-20.79,-6.12,70.8541949553355,1.7137073757959884,0
DDOG,momentum_breakout,breakout,3,2025-11-07,184.47,2025-11-18,179.57,trailing_stop,1.2388,False,11,-7.07,-3.09,73.97859999677388,5.060040965357556,0
JNJ,momentum_breakout,breakout,3,2025-07-17,158.58,2025-12-15,210.57,bearish_divergence,1.9703,True,151,78.15,25.01,67.87219953717388,2.4564362874461487,1
PEP,momentum_breakout,breakout,3,2025-11-19,142.67,2026-01-06,135.08,stop_loss,1.5306,False,48,-12.61,-5.77,56.72212461408539,1.6050613235322473,0
LULU,momentum_breakout,breakout,3,2025-12-16,209.02,2026-01-06,215.66,bearish_divergence,0.9165,False,21,5.09,2.66,68.65343378726486,1.5929673025991304,1
