symbol,strategy,trigger,confluence,entry_date,entry_price,exit_date,exit_price,exit_reason,original_shares,remaining_shares,scaled_out,scale_out_price,holding_days,pnl,pnl_pct,peak_price,rsi_at_entry,vol_at_entry,portfolio_value,win
XLV,momentum_breakout,breakout,3,2022-04-01,128.66384887695312,2022-04-29,121.97,stop_loss,1.1011520853641126,1.1,False,,28,-7.37,-5.2,133.1,62.305223124568776,1.6538445319145043,1062.1,0
MAR,momentum_breakout,breakout,3,2022-04-20,182.43995666503903,2022-05-03,169.16,stop_loss,0.24786647589549984,0.25,False,,13,-3.29,-7.28,182.44,66.97060899629375,1.5797667827939132,1065.12,0
CAT,momentum_breakout,breakout,3,2022-04-22,201.5020446777344,2022-05-10,190.26,stop_loss,0.8983642426820382,0.9,False,,18,-10.1,-5.58,207.36,55.89294762878558,1.6858141691518391,1054.71,0
LLY,momentum_breakout,breakout,3,2022-05-16,289.1938781738281,2022-05-19,278.96,stop_loss,0.5969215069755658,0.6,False,,3,-6.11,-3.54,291.15,59.51490114144548,1.7177434376012068,1038.91,0
HON,momentum_breakout,breakout,3,2022-05-03,177.47515869140625,2022-05-20,171.84,stop_loss,0.2292070778844425,0.23,False,,17,-1.29,-3.18,185.41,54.63507948806098,1.5858522561463426,1040.44,0
SHW,momentum_breakout,breakout,3,2022-05-02,257.8795471191406,2022-06-07,266.6,bearish_divergence,0.6088805222752244,0.61,False,,36,5.31,3.38,271.07,55.66913622074226,1.5038306900480638,1121.1,1
AMT,momentum_breakout,breakout,3,2022-06-03,231.57437133789065,2022-06-13,208.91,trailing_stop,0.43519983228409026,0.44,False,,10,-9.86,-9.79,232.12,62.955487170773395,3.1644957747451468,1056.56,0
LMT,momentum_breakout,breakout,3,2022-03-03,397.71588134765625,2022-06-14,375.03,trailing_stop,0.5569593955729149,0.56,False,,103,-12.64,-5.71,416.69,82.21213727479063,1.6787340299645,1047.87,0
NEE,mean_reversion,oversold,2,2022-04-25,65.37710571289062,2022-06-14,64.09,trailing_stop,3.3253978419997345,3.33,False,,50,-4.28,-1.97,71.21,29.79496383732361,1.790396374931782,1047.87,0
CAT,mean_reversion,bullish_div,2,2022-05-20,184.2863006591797,2022-06-14,192.67,trailing_stop,1.1291525223950374,0.56,True,202.71,25,15.14,7.27,214.08,41.00038468302744,1.6328707193604477,1047.87,1
APD,momentum_breakout,breakout,3,2022-06-08,226.38543701171875,2022-07-08,209.98,stop_loss,0.7088450254547661,0.71,False,,30,-11.63,-7.25,227.5,62.40226166829128,1.6236355124066728,1046.73,0
FDX,momentum_breakout,breakout,3,2022-06-17,169.38580322265625,2022-07-13,162.11,trailing_stop,1.2393548629788511,1.24,False,,26,-9.02,-4.3,180.12,56.63918171018522,1.862368788619145,1015.53,0
MRK,momentum_breakout,breakout,3,2022-06-24,82.54867553710938,2022-07-15,84.17,bearish_divergence,2.600151756125522,2.6,False,,21,4.22,1.97,84.17,64.23272170474657,1.8855689570126513,1034.96,1
IBM,momentum_breakout,breakout,3,2022-06-24,121.78022003173828,2022-07-19,117.46,stop_loss,1.6976517668183055,1.7,False,,25,-7.33,-3.55,122.41,59.001225601279764,2.1831879521001762,1022.1,0
RBLX,momentum_breakout,breakout,3,2022-07-08,41.25,2022-08-18,46.04,trailing_stop,3.768719888266484,1.88,True,48.67,41,23.0,14.79,51.15,62.3864219693394,1.8649935590892575,1085.95,1
NET,momentum_breakout,breakout,3,2022-08-05,74.23999786376953,2022-08-19,70.75,trailing_stop,1.114568358522007,1.11,False,,14,-3.89,-4.7,78.61,66.98843474343566,3.932679557963043,1079.07,0
NFLX,momentum_breakout,breakout,3,2022-07-21,22.38800048828125,2022-08-26,22.44,trailing_stop,9.280348641024437,9.28,False,,36,0.45,0.22,24.93,61.221270762793395,1.8415438091813496,1048.74,1
VZ,mean_reversion,oversold,2,2022-07-22,34.009883880615234,2022-08-30,32.79,stop_loss,6.010853170109625,6.01,False,,39,-7.33,-3.59,35.39,28.57814893266908,2.9750150308083705,1022.77,0
DHR,momentum_breakout,breakout,3,2022-07-21,242.35629272460935,2022-08-31,236.18,trailing_stop,0.8572851464713716,0.86,False,,41,-5.29,-2.55,262.42,61.88478039771106,1.8939739059927052,1015.6,0
SNOW,momentum_breakout,breakout,3,2022-08-26,197.7100067138672,2022-09-01,176.27,stop_loss,1.0608868125120194,1.06,False,,6,-22.75,-10.84,197.71,67.43146257692335,2.659600342226767,1001.46,0
ICE,momentum_breakout,breakout,3,2022-08-19,103.43643188476562,2022-09-15,94.43,stop_loss,0.7789889710160208,0.78,False,,27,-7.02,-8.71,103.44,64.7614542745185,1.9269863141868042,1000.16,0
DE,momentum_breakout,breakout,3,2022-08-18,348.8160705566406,2022-09-22,331.13,trailing_stop,0.24401773480502878,0.24,False,,35,-4.31,-5.07,367.93,66.30526709409892,1.5004179384476897,962.72,0
LULU,momentum_breakout,breakout,3,2022-09-07,336.8699951171875,2022-09-22,317.47,trailing_stop,0.5988362298903772,0.6,False,,15,-11.62,-5.76,352.74,58.65637851040395,1.5250236071765817,962.72,0
UBER,momentum_breakout,breakout,2,2022-09-15,33.130001068115234,2022-09-22,30.16,stop_loss,2.335896180760478,2.34,False,,7,-6.94,-8.96,33.13,65.0661172232129,1.7811265474002653,962.72,0
MPC,momentum_breakout,breakout,3,2022-08-30,93.40462493896484,2022-09-26,83.39,stop_loss,2.1899675864789825,2.19,False,,27,-21.93,-10.72,93.4,62.109682863551704,1.5034194733472546,960.27,0
NFLX,momentum_breakout,breakout,3,2022-09-29,23.97100067138672,2022-10-11,22.32,stop_loss,8.059058842875894,8.06,False,,12,-13.31,-6.89,24.07,56.803647369494755,1.710696661129426,945.88,0
REGN,momentum_breakout,breakout,3,2022-09-08,702.2232666015625,2022-10-13,745.52,bearish_divergence,0.27720972195080146,0.28,False,,35,12.0,6.17,745.52,69.42602789065707,5.698251507978926,970.02,1
VRTX,momentum_breakout,breakout,3,2022-10-24,310.5,2022-10-27,298.58,stop_loss,0.31113501259053916,0.31,False,,3,-3.71,-3.84,311.18,61.37079494368648,1.5206631738696073,1009.76,0
BIIB,momentum_breakout,breakout,3,2022-09-29,264.2799987792969,2022-10-28,284.29,bearish_divergence,0.5538961816215938,0.55,False,,29,11.08,7.57,284.29,71.9145225588059,3.062144095073038,1016.98,1
NFLX,momentum_breakout,breakout,3,2022-10-17,24.51000022888184,2022-11-04,26.88,trailing_stop,7.9283994340546595,3.96,True,28.92,18,26.86,13.82,29.86,55.62660276742089,1.649423326896046,1012.98,1
SLB,momentum_breakout,breakout,3,2022-10-21,45.84739685058594,2022-11-11,49.86,bearish_divergence,4.35321882004202,4.35,False,,21,17.46,8.75,49.86,74.2844390929572,2.330728097874836,1059.33,1
SBUX,momentum_breakout,breakout,3,2022-11-04,83.41426849365234,2023-01-13,97.93,bearish_divergence,1.2892546955153494,1.29,False,,70,18.72,17.4,97.93,59.19175969206046,2.4191584343147867,1087.62,1
JPM,momentum_breakout,breakout,3,2023-01-13,131.927734375,2023-01-19,125.05,stop_loss,1.648815044256786,1.65,False,,6,-11.34,-5.21,131.93,66.23265710031825,2.0070943831165606,1055.04,0
ABBV,momentum_breakout,breakout,3,2022-10-28,129.196044921875,2023-01-24,131.2,trailing_stop,1.20484181686622,1.2,False,,88,2.41,1.55,145.77,54.74040601414552,2.0411757876325387,1092.9,1
CAT,momentum_breakout,breakout,3,2022-10-27,200.33468627929688,2023-01-27,251.01,bearish_divergence,0.4622905536646442,0.23,True,236.39,92,20.05,21.65,251.01,75.13459958113468,2.4718889436648466,1087.08,1
