symbol,entry_date,exit_date,entry_price,exit_price,qty,pnl,pnl_pct,reason,stop_pct_used,tiers_fired,held_days,scaled_pnl
RIVN,2025-02-24,2025-03-11,11.965980038166045,10.784604961872102,10.939346345429996,-12.923471123438219,-9.87278160690468,stop_loss,0.089766,[],15,0.0
ALK,2025-03-12,2025-04-01,53.366670152664184,49.01548091506958,2.362335885663391,-10.278970481282059,-8.153383422925408,stop_loss,0.077788,[],20,0.0
UAL,2025-03-12,2025-04-03,72.49622908401489,60.19988454246521,1.7389870010190351,-21.383183317806242,-16.961357434604782,stop_loss,0.125359,[],22,0.0
DUOL,2025-03-05,2025-04-04,298.91022573518717,292.7335648803711,0.3911211639968976,-2.4158227831497356,-2.066393292375401,trailing_stop,0.11424,[0.15],30,5.217539346621827
ASAN,2025-04-10,2025-05-21,15.835779702870243,16.891549618721008,6.9799218667293825,7.3691915218818025,6.666990420808941,trailing_stop,0.056054,[0.15],41,4.859371214217685
PATH,2025-05-16,2025-05-21,12.92646007633209,12.193899809360504,9.6886540677374,-7.097523010457053,-5.667137504357273,stop_loss,0.050023,[],5,0.0
LCID,2025-05-21,2025-05-29,27.71385076332092,24.087950381278993,4.449760556667683,-16.134388502416456,-13.083351039909545,stop_loss,0.129307,[],8,0.0
LEVI,2025-05-23,2025-06-13,17.180903663635252,16.17686311912537,7.111965842554885,-7.140702057094501,-5.843933265483676,stop_loss,0.05,[],21,0.0
ASAN,2025-06-04,2025-06-25,14.90076516656014,12.923535305023192,8.9975245231618,-17.7901741671065,-13.269317645339376,stop_loss,0.121955,[],21,0.0
MDB,2025-07-31,2025-08-01,238.00894438934324,220.8595162200928,0.4971241744866868,-8.525395321557355,-7.205371299490674,stop_loss,0.071273,[],1,0.0
PLAY,2025-06-26,2025-08-05,30.495239542007443,26.456764313697814,3.8825732074313772,-15.679675720310286,-13.242969358370168,stop_loss,0.099496,[],40,0.0
OKTA,2025-07-10,2025-08-11,94.45720866394042,88.46574713516236,1.263535114875383,-7.570422031036017,-6.343043176402201,stop_loss,0.058195,[],32,0.0
CLF,2025-07-31,2025-10-10,10.819633080183737,13.173410305023193,7.665925626313319,18.04388114652943,21.754686202348417,trailing_stop,0.08458,"[0.15, 0.3]",71,13.786775728613318
