symbol,strategy,trigger,confluence,signal_date,entry_date,entry_price,exit_date,exit_price,exit_reason,original_shares,remaining_shares,scaled_out,scale_out_date,scale_out_price,scale_out_shares,scale_out_proceeds,exit_proceeds,commission_paid,entry_commission,total_invested,total_returned,holding_days,stop_loss,take_profit,stdev_20,stdev_fallback,rsi_at_entry,vol_at_entry,from_queue,pnl,pnl_pct,pnl_before_commission,win,win_before_commission,mfe_pct,mae_pct,peak_price,peak_date,trough_price,trough_date,mfe_before_first_tier_pct,mfe_after_first_tier_pct,price_giveback_pct,economic_giveback_pct,trail_activated,trail_activation_date,highest_trailing_stop,tiers_hit,time_stop_bound,exit_policy_version
CPA,momentum_breakout,breakout,3,2022-02-14,2022-02-15,75.486813,2022-02-25,71.47133,trailing_stop,1.97385469,1.97385469,False,,0.0,0.0,0.0,140.07402,2.0,1.0,150.0,140.07402,10,71.229357,89.07444,0.0282,False,60.2,2.07,False,-9.92598,-6.61732,-7.92598,0,0,5.318,-5.9521,79.501198,2022-02-16,70.993744,2022-02-24,5.318,,10.6374,11.9353,True,2022-02-16,71.551078,0,False,exit_policy_v1
TXRH,momentum_breakout,breakout,3,2022-02-25,2022-02-28,85.836465,2022-03-04,77.333371,stop_loss,1.73585899,1.73585899,False,,0.0,0.0,0.0,133.239828,2.0,1.0,150.0,133.239828,4,82.454509,101.287029,0.0197,False,57.1,1.8,False,-16.760172,-11.173448,-14.760172,0,0,0.0,-8.7352,85.836465,,78.33847,2022-03-03,0.0,,9.9062,11.1734,False,,82.454509,0,False,exit_policy_v1
FUN,momentum_breakout,breakout,3,2022-01-31,2022-02-01,47.295485,2022-03-07,51.826691,trailing_stop,3.15040643,1.57520321,True,2022-02-08,56.405177,1.57520321,87.849617,80.63757,3.0,1.0,150.0,168.487186,34,45.517175,55.808672,0.0188,False,55.1,1.71,False,18.487186,12.324791,21.487186,1,1,23.1768,0.0,58.25708,2022-02-11,47.295485,,19.2208,23.1768,8.7559,10.852,True,2022-02-02,52.431372,1,False,exit_policy_v1
CLF,momentum_breakout,breakout,3,2022-03-04,2022-03-07,26.026,2022-03-09,23.82615,stop_loss,5.72504419,5.72504419,False,,0.0,0.0,0.0,135.405764,2.0,1.0,150.0,135.405764,2,23.709686,30.71068,0.0445,False,69.8,1.91,False,-14.594236,-9.729491,-12.594236,0,0,0.0,-9.0141,26.026,,23.68,2022-03-08,0.0,,8.4525,9.7295,False,,23.709686,0,False,exit_policy_v1
VALE,momentum_breakout,breakout,3,2022-01-24,2022-01-25,10.202501,2022-03-15,11.828197,trailing_stop,14.60426202,7.30213101,True,2022-03-01,12.239642,7.30213101,88.375472,85.371043,3.0,1.0,150.0,173.746515,49,9.682174,12.038951,0.0255,False,58.0,1.61,False,23.746515,15.83101,26.746515,1,1,33.2864,-1.7822,13.598549,2022-03-07,10.020677,2022-01-31,19.6343,33.2864,15.3357,17.4554,True,2022-02-02,12.238694,1,False,exit_policy_v1
BHP,momentum_breakout,breakout,3,2022-03-09,2022-03-10,49.25033,2022-03-15,45.000817,stop_loss,3.02536042,3.02536042,False,,0.0,0.0,0.0,135.14369,2.0,1.0,150.0,135.14369,5,46.945415,58.11539,0.0234,False,59.3,1.52,False,-14.85631,-9.904206,-12.85631,0,0,0.0,-6.349,49.25033,,46.123417,2022-03-14,0.0,,8.6284,9.9042,False,,46.945415,0,False,exit_policy_v1
AR,momentum_breakout,breakout,3,2022-02-02,2022-02-03,20.84082,2022-04-26,32.767199,trailing_stop,7.14943089,3.57471544,True,2022-03-07,25.514461,3.57471544,90.206937,116.133413,3.0,1.0,150.0,206.340351,82,19.061014,24.592167,0.0427,False,63.1,1.6,False,56.340351,37.560234,59.340351,1,1,74.6093,-7.3453,36.389999,2022-04-20,19.309999,2022-02-09,21.9722,74.6093,34.7835,37.049,True,2022-02-18,32.750999,1,False,exit_policy_v1
ATI,momentum_breakout,breakout,3,2022-02-03,2022-02-04,22.412389,2022-04-27,27.63234,trailing_stop,6.64810866,3.32405433,True,2022-03-03,26.54343,3.32405433,87.231802,90.851399,3.0,1.0,150.0,178.083201,82,20.480441,26.446619,0.0431,False,73.5,1.61,False,28.083201,18.722134,31.083201,1,1,35.3269,0.0,30.33,2022-04-14,22.412389,,18.1936,35.3269,14.4657,16.6048,True,2022-02-07,27.297,1,False,exit_policy_v1
CMC,momentum_breakout,breakout,3,2022-03-07,2022-03-08,36.134159,2022-04-27,37.860401,trailing_stop,4.12352204,2.06176102,True,2022-04-21,43.76133,2.06176102,89.225405,77.059099,3.0,1.0,150.0,166.284504,50,34.327451,42.638307,0.025,False,63.8,1.63,False,16.284504,10.856336,19.284504,1,1,20.6799,0.0,43.606663,2022-04-20,36.134159,,20.6799,21.1079,7.7373,9.8236,True,2022-03-10,39.245996,1,False,exit_policy_v1
STLD,momentum_breakout,breakout,3,2022-03-18,2022-03-21,80.094587,2022-05-03,78.373115,trailing_stop,1.86030049,1.86030049,False,,0.0,0.0,0.0,144.797545,2.0,1.0,150.0,144.797545,43,74.471947,94.511613,0.0351,False,71.9,2.4,False,-5.202455,-3.468303,-3.202455,0,0,9.3217,-3.6576,87.56076,2022-04-21,77.165016,2022-04-06,9.3217,,11.471,12.79,True,2022-03-24,78.804684,0,False,exit_policy_v1
CNX,momentum_breakout,breakout,3,2022-03-18,2022-03-21,19.159139,2022-05-03,20.089891,trailing_stop,7.77696727,3.88848364,True,2022-04-19,22.38759,3.88848364,86.053777,77.119211,3.0,1.0,150.0,163.172988,43,18.362119,22.607784,0.0208,False,66.5,1.81,False,13.172988,8.781992,16.172988,1,1,18.0638,-1.2482,22.620001,2022-04-18,18.92,2022-03-22,18.0638,17.8028,7.2094,9.2818,True,2022-03-25,20.358001,1,False,exit_policy_v1
CHEF,momentum_breakout,breakout,3,2022-04-26,2022-04-27,38.038,2022-05-06,35.69427,stop_loss,3.9171355,3.9171355,False,,0.0,0.0,0.0,138.81929,2.0,1.0,150.0,138.81929,9,36.531695,44.88484,0.0198,False,69.9,1.71,False,-11.18071,-7.453807,-9.18071,0,0,1.6089,-4.9897,38.650002,2022-05-03,36.139999,2022-05-05,1.6089,,7.7705,9.0627,False,,36.531695,0,False,exit_policy_v1
CLF,mean_reversion,oversold+sma_support,2,2022-05-12,2022-05-13,21.721701,2022-06-10,20.019961,trailing_stop,6.85949971,3.42974985,True,2022-05-31,24.275699,3.42974985,82.259576,67.663458,3.0,1.0,150.0,149.923034,28,20.266347,23.893871,0.0335,False,29.9,0.96,False,-0.076966,-0.051311,2.923034,0,1,13.1127,-4.9798,24.57,2022-05-27,20.639999,2022-06-09,13.1127,11.7578,11.1509,13.164,True,2022-05-17,22.113,1,False,exit_policy_v1
STLD,momentum_breakout,breakout,3,2022-05-31,2022-06-01,80.07169,2022-06-10,70.36131,stop_loss,1.86083246,1.86083246,False,,0.0,0.0,0.0,129.930609,2.0,1.0,150.0,129.930609,9,74.594786,94.484594,0.0342,False,57.3,2.33,False,-20.069391,-13.379594,-18.069391,0,0,0.6507,-9.9398,80.592705,2022-06-07,72.112709,2022-06-09,0.6507,,12.7778,14.0303,False,,74.594786,0,False,exit_policy_v1
SMCI,momentum_breakout,breakout,3,2022-05-04,2022-05-05,5.670665,2022-06-14,4.683312,stop_loss,26.27557809,26.27557809,False,,0.0,0.0,0.0,122.056735,2.0,1.0,150.0,122.056735,40,4.694176,6.691385,0.0861,False,72.7,5.58,False,-27.943265,-18.628843,-25.943265,0,0,0.0,-17.3289,5.670665,,4.688,2022-06-13,0.0,,17.4116,18.6288,False,,4.694176,0,False,exit_policy_v1
ARLP,momentum_breakout,breakout,3,2022-05-23,2022-05-24,12.393731,2022-06-14,12.009809,trailing_stop,12.0222075,12.0222075,False,,0.0,0.0,0.0,143.384419,2.0,1.0,150.0,143.384419,21,11.251029,14.624602,0.0461,False,63.6,1.91,False,-6.615581,-4.410387,-4.615581,0,0,6.8214,-5.189,13.239153,2022-06-02,11.750614,2022-06-13,6.8214,,9.9191,11.2318,True,2022-05-25,11.915238,0,False,exit_policy_v1
DVN,momentum_breakout,breakout,3,2022-05-09,2022-05-10,51.992338,2022-06-16,54.958258,trailing_stop,2.86580686,1.43290343,True,2022-05-31,64.119132,1.43290343,90.876524,77.749877,3.0,1.0,150.0,168.626401,37,47.177848,61.350959,0.0463,False,56.9,1.67,False,18.626401,12.417601,21.626401,1,1,22.7555,0.0,63.823471,2022-06-07,51.992338,,19.2321,23.3242,8.2412,10.3379,True,2022-05-11,57.441124,1,False,exit_policy_v1
DUOL,momentum_breakout,breakout,3,2022-06-24,2022-06-27,100.440336,2022-06-29,90.988922,stop_loss,1.48346775,1.48346775,False,,0.0,0.0,0.0,133.979131,2.0,1.0,150.0,133.979131,2,92.304669,118.519597,0.0405,False,61.3,4.55,False,-16.020869,-10.680579,-14.020869,0,0,0.0,-8.931,100.440336,,91.470001,2022-06-28,0.0,,9.41,10.6806,False,,92.304669,0,False,exit_policy_v1
ZM,momentum_breakout,breakout,3,2022-06-24,2022-06-27,122.602483,2022-06-29,112.81707,stop_loss,1.2153098,1.2153098,False,,0.0,0.0,0.0,136.107692,2.0,1.0,150.0,136.107692,2,113.922228,144.67093,0.0354,False,61.3,2.07,False,-13.892308,-9.261539,-11.892308,0,0,0.0,-7.7262,122.602483,,113.129997,2022-06-28,0.0,,7.9814,9.2615,False,,113.922228,0,False,exit_policy_v1
CHEF,momentum_breakout,breakout,3,2022-06-23,2022-06-24,35.995959,2022-07-15,36.683281,trailing_stop,4.13935352,4.13935352,False,,0.0,0.0,0.0,150.845069,2.0,1.0,150.0,150.845069,21,34.124169,42.475232,0.026,False,53.2,1.99,False,0.845069,0.56338,2.845069,1,1,12.7349,0.0,40.580002,2022-06-27,35.995959,,12.7349,,10.8254,12.1715,True,2022-06-27,36.522002,0,False,exit_policy_v1
ARLP,momentum_breakout,breakout,3,2022-07-18,2022-07-19,13.492312,2022-07-25,12.715528,stop_loss,11.04332609,11.04332609,False,,0.0,0.0,0.0,139.421724,2.0,1.0,150.0,139.421724,6,12.623407,15.920928,0.0322,False,63.9,1.65,False,-10.578276,-7.052184,-8.578276,0,0,0.0,-7.0186,13.492312,,12.545342,2022-07-22,0.0,,5.7572,7.0522,False,,12.623407,0,False,exit_policy_v1
DPZ,momentum_breakout,breakout,3,2022-07-20,2022-07-21,387.682305,2022-07-25,374.945116,stop_loss,0.38433531,0.38433531,False,,0.0,0.0,0.0,143.104648,2.0,1.0,150.0,143.104648,4,376.206909,457.46512,0.0148,False,67.1,1.68,False,-6.895352,-4.596901,-4.895352,0,0,0.0,-3.652,387.682305,,373.5242,2022-07-22,0.0,,3.2855,4.5969,False,,376.206909,0,False,exit_policy_v1
WING,momentum_breakout,breakout,3,2022-07-20,2022-07-21,103.463597,2022-07-27,94.283534,stop_loss,1.44012004,1.44012004,False,,0.0,0.0,0.0,134.779607,2.0,1.0,150.0,134.779607,6,94.462264,122.087045,0.0435,False,68.4,1.61,False,-15.220393,-10.146929,-13.220393,0,0,0.0,-10.8265,103.463597,,92.262138,2022-07-26,0.0,,8.8727,10.1469,False,,94.462264,0,False,exit_policy_v1
CROX,momentum_breakout,breakout,3,2022-07-28,2022-07-29,67.067,2022-08-05,67.961969,trailing_stop,2.22165894,2.22165894,False,,0.0,0.0,0.0,149.988315,2.0,1.0,150.0,149.988315,7,60.145686,79.13906,0.0516,False,59.5,1.57,False,-0.011685,-0.00779,1.988315,0,1,15.3772,0.0,77.379997,2022-08-03,67.067,,15.3772,,14.0427,15.3849,True,2022-08-01,69.641998,0,False,exit_policy_v1
CELH,momentum_breakout,breakout,3,2022-07-05,2022-07-06,25.038346,2022-08-10,32.2011,trailing_stop,5.95087239,2.97543619,True,2022-08-01,32.244392,2.97543619,94.941131,94.812319,3.0,1.0,150.0,189.75345,35,21.97866,29.545248,0.0611,False,60.7,2.51,False,39.75345,26.5023,42.75345,1,1,44.3253,-3.7077,36.136665,2022-08-04,24.110001,2022-07-12,18.4317,44.3253,15.6317,17.823,True,2022-07-07,32.522999,1,False,exit_policy_v1
HUBS,momentum_breakout,breakout,3,2022-08-05,2022-08-08,373.172788,2022-08-18,364.824812,trailing_stop,0.39927885,0.39927885,False,,0.0,0.0,0.0,144.66683,2.0,1.0,150.0,144.66683,10,337.945277,440.34389,0.0472,False,61.7,1.65,False,-5.33317,-3.555447,-3.33317,0,0,9.0835,-2.2678,407.070007,2022-08-10,364.709991,2022-08-09,9.0835,,11.3205,12.639,True,2022-08-10,366.363007,0,False,exit_policy_v1
BILL,momentum_breakout,breakout,3,2022-08-10,2022-08-11,164.944779,2022-08-19,174.225594,stop_loss,0.90333263,0.90333263,False,,0.0,0.0,0.0,156.383663,2.0,1.0,150.0,156.383663,8,149.472959,194.634839,0.0469,False,64.0,1.61,False,6.383663,4.255775,8.383663,1,1,0.0,-9.4242,164.944779,,149.399994,2022-08-18,0.0,,0.0,0.0,False,,149.472959,0,False,exit_policy_v1
WING,momentum_breakout,breakout,3,2022-07-27,2022-07-28,109.856522,2022-08-23,117.431084,trailing_stop,1.35631456,0.67815728,True,2022-08-08,132.182857,0.67815728,88.640766,78.636744,3.0,1.0,150.0,167.277511,26,100.936172,129.630696,0.0406,False,58.0,1.52,False,17.277511,11.518341,20.277511,1,1,23.3059,0.0,135.459518,2022-08-10,109.856522,,19.5966,23.3059,9.6968,11.7875,True,2022-07-29,121.913567,1,False,exit_policy_v1
ONON,momentum_breakout,breakout,3,2022-07-28,2022-07-29,21.28126,2022-08-23,21.88809,trailing_stop,7.00146506,7.00146506,False,,0.0,0.0,0.0,152.248696,2.0,1.0,150.0,152.248696,25,19.548966,25.111887,0.0407,False,55.5,1.75,False,2.248696,1.499131,4.248696,1,1,14.9838,0.0,24.469999,2022-08-12,21.28126,,14.9838,,12.1323,13.4847,True,2022-08-01,22.022999,0,False,exit_policy_v1
IOT,momentum_breakout,breakout,3,2022-08-18,2022-08-19,17.077059,2022-08-23,15.51447,stop_loss,8.72515554,8.72515554,False,,0.0,0.0,0.0,134.366162,2.0,1.0,150.0,134.366162,4,15.905573,20.15093,0.0343,False,67.9,1.61,False,-15.633838,-10.422559,-13.633838,0,0,0.0,-8.8251,17.077059,,15.57,2022-08-22,0.0,,9.1502,10.4226,False,,15.905573,0,False,exit_policy_v1
ANF,momentum_breakout,breakout,3,2022-08-24,2022-08-25,16.09608,2022-09-01,14.23575,stop_loss,9.25691229,9.25691229,False,,0.0,0.0,0.0,130.779089,2.0,1.0,150.0,130.779089,7,14.82127,18.993374,0.0396,False,47.6,1.87,False,-19.220911,-12.813941,-17.220911,0,0,0.0,-10.5993,16.09608,,14.39,2022-08-31,0.0,,11.5577,12.8139,False,,14.82127,0,False,exit_policy_v1
BILL,momentum_breakout,breakout,3,2022-08-19,2022-08-22,170.149976,2022-09-02,153.086765,trailing_stop,0.87569804,0.87569804,False,,0.0,0.0,0.0,133.05778,2.0,1.0,150.0,133.05778,11,150.957058,200.776971,0.0564,False,67.0,4.84,False,-16.94222,-11.294813,-14.94222,0,0,4.2081,-11.9189,177.309998,2022-08-25,149.869995,2022-09-01,4.2081,,14.2364,15.5029,True,2022-08-24,159.578998,0,False,exit_policy_v1
AA,momentum_breakout,breakout,3,2022-09-02,2022-09-06,47.569393,2022-09-15,42.608365,trailing_stop,3.13226619,3.13226619,False,,0.0,0.0,0.0,132.460741,2.0,1.0,150.0,132.460741,9,44.077799,56.131883,0.0367,False,52.1,1.59,True,-17.539259,-11.692839,-15.539259,0,0,5.8547,-9.8566,50.354431,2022-09-09,42.880684,2022-09-14,5.8547,,16.2837,17.5475,True,2022-09-09,45.318988,0,False,exit_policy_v1
ARLP,momentum_breakout,breakout,3,2022-08-23,2022-08-24,16.472376,2022-09-19,14.817317,stop_loss,9.04544669,9.04544669,False,,0.0,0.0,0.0,133.029247,2.0,1.0,150.0,133.029247,26,15.632285,19.437404,0.0255,False,72.5,1.88,True,-16.970753,-11.313836,-14.970753,0,0,2.6275,-6.9573,16.905188,2022-08-31,15.326342,2022-09-16,2.6275,,12.675,13.9413,False,,15.632285,0,False,exit_policy_v1
DKNG,momentum_breakout,breakout,3,2022-09-15,2022-09-16,18.708691,2022-09-22,16.49349,stop_loss,7.96421319,7.96421319,False,,0.0,0.0,0.0,130.357672,2.0,1.0,150.0,130.357672,6,17.260638,22.076255,0.0387,False,60.9,1.64,False,-19.642328,-13.094885,-17.642328,0,0,0.0,-10.6298,18.708691,,16.719999,2022-09-21,0.0,,11.8405,13.0949,False,,17.260638,0,False,exit_policy_v1
