symbol,strategy,trigger,confluence,entry_date,entry_price,exit_date,exit_price,exit_reason,original_shares,scaled_out,holding_days,pnl,pnl_pct,rsi_at_entry,vol_at_entry,win
CPA,momentum_breakout,breakout,3,2022-02-11,74.63,2022-02-24,71.48,trailing_stop,1.625,False,13,-6.12,-5.05,62.41917423060812,3.0610262711368557,0
FUN,momentum_breakout,breakout,3,2022-02-01,47.3,2022-03-04,52.38,trailing_stop,4.4168,True,31,28.88,13.82,54.43237863843816,1.7148018969713699,1
PLAY,momentum_breakout,breakout,3,2022-02-11,39.39,2022-03-04,41.81,trailing_stop,5.8376,True,21,26.61,11.57,61.26644062812797,1.5933036374693863,1
CENX,momentum_breakout,breakout,3,2022-02-25,20.71,2022-03-08,26.51,trailing_stop,5.3289,True,11,24.35,22.06,69.30018721465329,2.489342363737649,1
AA,momentum_breakout,breakout,3,2021-12-17,49.82,2022-03-09,77.63,trailing_stop,4.1278,True,82,74.78,36.36,57.95026214925879,1.6393164896254062,1
VALE,momentum_breakout,breakout,3,2022-01-24,10.04,2022-03-14,12.23,trailing_stop,20.6629,True,49,40.08,19.32,63.531220397231436,1.5385920764500771,1
BHP,momentum_breakout,breakout,3,2022-03-10,49.25,2022-04-01,55.79,bearish_divergence,3.0246,False,22,18.79,12.62,59.15856426333667,1.5233523627352825,1
CLF,momentum_breakout,breakout,3,2022-03-07,26.03,2022-04-21,29.73,trailing_stop,9.4322,True,45,38.39,15.64,69.51731621747818,1.9125385738432927,1
STLD,momentum_breakout,breakout,3,2022-03-21,80.09,2022-04-21,87.47,bearish_divergence,1.4846,False,31,9.96,8.38,71.8459311215505,2.4044975672901714,1
ARLP,momentum_breakout,breakout,3,2022-04-04,9.56,2022-04-22,9.75,trailing_stop,27.0496,False,18,4.06,1.57,61.43486984328784,2.572415509140674,1
CMC,momentum_breakout,breakout,3,2022-03-07,37.65,2022-04-26,39.21,trailing_stop,6.5161,False,50,9.14,3.73,64.83442138731553,1.687367810368692,1
CNX,momentum_breakout,breakout,3,2022-03-09,17.46,2022-05-02,20.34,trailing_stop,7.2845,True,54,20.84,16.39,73.73307622806266,1.5066944394938513,1
SMCI,momentum_breakout,breakout,3,2022-04-22,4.32,2022-05-09,5.1,trailing_stop,60.1348,True,17,45.29,17.44,61.13912003559652,1.9927850155169426,1
UAL,momentum_breakout,breakout,3,2022-04-25,51.06,2022-05-09,46.86,stop_loss,5.0842,False,14,-22.34,-8.6,66.49631727036805,1.6281000336248055,0
CHEF,momentum_breakout,breakout,3,2022-04-22,35.84,2022-05-11,34.75,trailing_stop,3.3425,False,19,-4.64,-3.88,67.24586633810439,1.864907101927418,0
STLD,momentum_breakout,breakout,3,2022-06-01,80.07,2022-06-09,72.46,trailing_stop,3.4047,False,8,-26.91,-9.87,57.31604927127692,2.3325932334127413,0
ARLP,momentum_breakout,breakout,3,2022-05-24,12.39,2022-06-13,11.9,trailing_stop,21.5035,False,20,-11.47,-4.3,63.59603551051193,1.9083189988966482,0
RS,momentum_breakout,breakout,3,2022-06-01,183.65,2022-06-13,168.85,trailing_stop,1.4788,False,12,-22.88,-8.43,57.42569495436147,2.1383402855356612,0
DVN,momentum_breakout,breakout,3,2022-05-10,52.33,2022-06-15,57.76,trailing_stop,5.0119,True,36,36.05,13.75,56.92688427043478,1.667367263646692,1
FANG,momentum_breakout,breakout,3,2022-06-01,128.86,2022-06-16,120.55,trailing_stop,0.3555,False,15,-3.95,-8.63,67.27208538306942,1.640267171108342,0
