symbol,strategy,trigger,confluence,entry_date,entry_price,exit_date,exit_price,exit_reason,original_shares,scaled_out,holding_days,pnl,pnl_pct,rsi_at_entry,vol_at_entry,win
BROS,momentum_breakout,breakout,3,2024-06-06,38.49,2024-06-10,39.84,bearish_divergence,6.3654,False,4,7.59,3.1,64.8592718314657,1.6302386635872599,1
CAVA,momentum_breakout,breakout,3,2024-05-02,68.92,2024-06-18,95.29,bearish_divergence,3.1087,True,47,59.15,27.61,61.49641282704755,1.6088841766443984,1
BIRK,momentum_breakout,breakout,3,2024-05-30,57.06,2024-06-21,61.41,bearish_divergence,8.4468,False,22,35.73,7.41,62.94077623018581,2.844434736852556,1
RKLB,momentum_breakout,breakout,3,2024-06-20,4.94,2024-07-01,4.69,stop_loss,26.6049,False,11,-7.78,-5.92,60.702839830602805,3.1580304284677996,0
BROS,momentum_breakout,breakout,3,2024-06-12,40.09,2024-07-08,42.77,bearish_divergence,5.6798,False,26,14.21,6.24,68.66427984736987,2.3947809377654043,1
WING,momentum_breakout,breakout,3,2024-04-30,379.32,2024-07-10,380.77,trailing_stop,1.2356,False,71,0.79,0.17,67.10988807833004,1.5311208622672858,1
ARM,momentum_breakout,breakout,3,2024-06-24,157.03,2024-07-10,186.27,bearish_divergence,3.264,True,16,92.54,18.05,68.29477930035573,1.7099390794312612,1
LCID,momentum_breakout,breakout,3,2024-07-09,31.03,2024-07-15,38.21,trailing_stop,7.1551,True,6,44.55,20.06,65.61200882204413,2.8606845991448435,1
ESTC,momentum_breakout,breakout,3,2024-07-12,120.87,2024-07-17,115.58,stop_loss,4.6999,False,5,-25.84,-4.55,63.32887902192401,1.7043686095095403,0
FUN,momentum_breakout,breakout,3,2024-05-16,44.18,2024-07-18,51.82,trailing_stop,10.9722,True,63,84.28,17.39,70.48312762145487,1.6465728957356554,1
UPST,momentum_breakout,breakout,3,2024-07-12,26.92,2024-07-18,28.74,trailing_stop,17.4442,True,6,56.79,12.09,59.14226349776026,2.0172846699127445,1
LCID,momentum_breakout,breakout,3,2024-07-16,37.24,2024-07-18,35.69,trailing_stop,13.2358,False,2,-21.46,-4.35,80.25597791531683,2.135623578608712,0
RIVN,momentum_breakout,breakout,3,2024-07-02,14.28,2024-07-24,16.28,trailing_stop,27.5273,True,22,61.8,15.72,62.33801429139981,1.5024882095111685,1
TOST,momentum_breakout,breakout,3,2024-07-19,26.45,2024-07-24,24.85,stop_loss,20.4162,False,5,-33.77,-6.25,63.538598424492584,1.8052614343412292,0
CNX,momentum_breakout,breakout,3,2024-07-24,25.47,2024-07-30,26.64,bearish_divergence,9.8316,False,6,10.54,4.21,55.05379070192888,1.556661473544963,1
OPEN,momentum_breakout,breakout,3,2024-07-18,2.76,2024-08-01,2.18,stop_loss,199.768,False,14,-117.3,-21.27,70.32636306252927,2.6000075578003488,0
RS,momentum_breakout,breakout,3,2024-07-26,291.99,2024-08-12,270.37,stop_loss,1.8013,False,17,-39.95,-7.59,58.68188516882428,1.986415022263606,0
RKLB,momentum_breakout,breakout,3,2024-08-14,5.28,2024-08-27,6.46,trailing_stop,103.3873,True,13,108.31,19.84,53.92045443802356,1.855151581378182,1
CAVA,momentum_breakout,breakout,3,2024-08-12,90.09,2024-08-29,113.11,trailing_stop,5.9386,True,17,115.18,21.53,55.4699473823723,1.9654385480689613,1
BIRK,momentum_breakout,breakout,3,2024-08-19,62.95,2024-08-29,58.53,stop_loss,4.5159,False,10,-20.95,-7.37,67.55321767598474,1.5778256525179482,0
UPST,momentum_breakout,breakout,3,2024-07-19,28.11,2024-09-03,39.66,trailing_stop,19.3072,True,46,159.05,29.31,64.41030944569874,1.646608165951961,1
AFRM,momentum_breakout,breakout,3,2024-08-30,41.54,2024-09-06,39.57,trailing_stop,1.3466,False,7,-3.65,-6.53,73.21997603195962,5.801192645830457,0
VEEV,momentum_breakout,breakout,3,2024-08-30,218.22,2024-09-25,205.8,stop_loss,2.7143,False,26,-34.7,-5.86,74.86686159199229,2.5369809812096635,0
DKNG,momentum_breakout,breakout,3,2024-09-26,42.0,2024-10-02,37.77,stop_loss,14.9479,False,6,-64.2,-10.23,68.55984504630426,2.1626007064678348,0
U,momentum_breakout,breakout,3,2024-09-04,16.53,2024-10-03,20.85,trailing_stop,24.2807,True,29,87.26,21.74,54.23116665378301,1.9054351433566359,1
IOT,momentum_breakout,breakout,3,2024-08-28,41.91,2024-10-10,50.56,bearish_divergence,14.2536,True,43,114.09,19.1,63.891627856007396,1.533295889782985,1
CPRI,momentum_breakout,breakout,3,2024-09-12,40.49,2024-10-10,43.11,bearish_divergence,7.4209,False,28,18.42,6.13,71.18124325834458,2.2117474661130787,1
MDB,momentum_breakout,breakout,3,2024-10-11,292.09,2024-10-22,266.71,stop_loss,0.5099,False,11,-13.94,-9.36,57.391435512342376,2.503106726906663,0
LEVI,momentum_breakout,breakout,3,2024-10-03,17.7,2024-10-23,16.86,trailing_stop,34.4467,False,20,-30.04,-4.93,66.83088906335391,3.2765198907241975,0
MNDY,momentum_breakout,breakout,3,2024-10-28,300.3,2024-11-11,291.59,trailing_stop,0.3042,False,14,-3.65,-4.0,67.36956607293696,1.7158356047244936,0
GLBE,mean_reversion,bullish_div,2,2024-08-15,33.17,2024-11-12,42.49,mean_reversion_complete,16.8633,True,89,105.22,18.81,41.18339737130362,3.377823824131707,1
BILL,momentum_breakout,breakout,3,2024-11-12,85.71,2024-11-13,89.58,emotional_extreme,0.5931,False,1,1.3,2.55,87.78518223551687,2.5314284133147638,1
CPA,momentum_breakout,breakout,3,2024-10-04,84.89,2024-11-21,86.08,trailing_stop,7.303,False,48,7.7,1.24,57.859851852719146,1.5677191271486042,1
HUBS,momentum_breakout,breakout,3,2024-11-13,701.7,2024-11-22,741.87,bearish_divergence,0.9352,False,9,36.56,5.57,83.61736525271726,1.6753854217141502,1
DOCU,momentum_breakout,breakout,3,2024-10-11,69.13,2024-11-25,85.42,bearish_divergence,9.0222,True,45,128.26,20.56,75.20326629830511,6.894867200783944,1
BILL,momentum_breakout,breakout,3,2024-11-14,89.97,2024-11-25,93.67,bearish_divergence,1.2299,False,11,3.55,3.2,90.32522476601892,1.6015495992325395,1
TOST,momentum_breakout,breakout,3,2024-11-22,42.64,2024-12-04,39.15,trailing_stop,14.619,False,12,-52.07,-8.35,88.61796584885495,1.5665281671655378,0
IOT,momentum_breakout,breakout,3,2024-12-06,52.58,2024-12-10,48.48,stop_loss,7.1186,False,4,-30.18,-8.06,61.75321107484331,1.774089941846474,0
PCOR,momentum_breakout,breakout,3,2024-12-05,85.34,2024-12-31,75.06,stop_loss,6.4131,False,26,-66.9,-12.22,80.32154024190262,2.492525266080792,0
RIVN,momentum_breakout,breakout,2,2025-01-06,16.48,2025-01-08,14.89,stop_loss,29.9052,False,2,-48.7,-9.88,63.73769390645205,3.0244948252583184,0
AAL,momentum_breakout,breakout,3,2024-10-25,12.95,2025-01-10,18.36,bearish_divergence,47.6524,True,77,182.98,29.65,68.8863263862626,1.8911064647555689,1
AR,momentum_breakout,breakout,3,2025-01-10,38.66,2025-01-27,36.63,trailing_stop,11.7677,False,17,-24.9,-5.47,72.12220439531288,1.6787670161164137,0
BIRK,momentum_breakout,breakout,3,2024-12-11,54.52,2025-02-03,55.9,trailing_stop,6.4412,False,54,7.87,2.24,68.19675827457803,1.560537145332467,1
HUBS,momentum_breakout,breakout,3,2024-11-26,734.21,2025-02-13,818.89,bearish_divergence,0.6879,False,79,57.25,11.34,79.27780523074544,1.6515071013377953,1
GLBE,momentum_breakout,breakout,3,2024-11-25,50.05,2025-02-14,62.78,bearish_divergence,13.4218,True,81,144.47,21.51,79.39351584950175,1.5192628913195754,1
TWLO,momentum_breakout,breakout,3,2025-01-28,141.92,2025-02-14,133.38,trailing_stop,2.7157,False,17,-24.19,-6.28,77.79686070623085,2.4616881378508793,0
ROKU,momentum_breakout,breakout,3,2025-02-18,100.03,2025-02-19,93.92,stop_loss,0.9851,False,1,-7.02,-7.13,71.4133014179298,4.565400854309046,0
DAL,momentum_breakout,breakout,3,2025-01-13,65.08,2025-02-20,62.61,stop_loss,6.7468,False,38,-17.68,-4.03,64.39582568258842,3.228838880024382,0
HUBS,momentum_breakout,breakout,2,2025-02-14,818.92,2025-02-20,757.71,stop_loss,0.7765,False,6,-48.53,-7.63,70.36107756948219,2.2924289203262522,0
DKNG,momentum_breakout,breakout,3,2025-02-18,53.09,2025-02-20,49.76,stop_loss,12.9538,False,2,-44.13,-6.42,78.11532827408392,5.1110063105892705,0
IOT,momentum_breakout,breakout,3,2025-02-20,58.32,2025-02-24,50.82,stop_loss,2.0486,False,4,-16.37,-13.7,74.56949006739818,1.891823038991586,0
DASH,momentum_breakout,breakout,3,2025-02-04,191.03,2025-02-25,191.85,trailing_stop,3.5403,False,21,1.9,0.28,68.51477873037487,1.6096633783809469,1
RIVN,momentum_breakout,breakout,3,2025-02-21,12.72,2025-02-25,11.66,trailing_stop,51.716,False,4,-55.75,-8.47,53.87153760655503,1.9993265763862447,0
PCOR,momentum_breakout,breakout,3,2025-02-21,84.31,2025-02-27,76.09,stop_loss,7.8317,False,6,-65.35,-9.9,59.703919656644395,1.5924293410430195,0
SMCI,momentum_breakout,breakout,3,2025-02-21,61.06,2025-02-28,42.19,stop_loss,5.4885,False,7,-104.58,-31.21,72.98743057529771,1.8974659861137269,0
URBN,momentum_breakout,breakout,3,2025-03-03,58.5,2025-03-06,55.36,stop_loss,10.3464,False,3,-33.44,-5.52,57.09827224896213,1.6424266247379455,0
MT,momentum_breakout,breakout,3,2025-03-05,31.4,2025-03-12,29.83,trailing_stop,19.1938,False,7,-31.17,-5.17,66.06205928383667,2.112076847577428,0
VEEV,momentum_breakout,breakout,2,2025-03-10,244.34,2025-03-13,230.5,stop_loss,2.3947,False,3,-34.14,-5.84,60.224993039201294,2.0116865910535546,0
PKX,momentum_breakout,breakout,3,2025-03-06,49.72,2025-03-20,54.23,bearish_divergence,9.3901,False,14,41.39,8.87,58.26074902748851,1.9402812432870102,1
OKTA,momentum_breakout,breakout,3,2025-03-06,114.47,2025-03-25,116.6,bearish_divergence,5.2638,False,19,10.23,1.7,74.94170472722585,2.8106700840802197,1
PKX,momentum_breakout,breakout,3,2025-03-24,50.3,2025-04-02,45.92,trailing_stop,8.3229,False,9,-37.48,-8.95,58.208154956204524,3.6256866830839174,0
DASH,momentum_breakout,breakout,3,2025-03-24,193.0,2025-04-03,179.57,trailing_stop,3.0818,False,10,-42.39,-7.13,52.16256880674041,7.530433679939133,0
RS,mean_reversion,bullish_div,2,2025-03-24,275.58,2025-04-04,261.46,stop_loss,2.171,False,11,-31.66,-5.29,41.981664021860375,5.4732411625243085,0
CELH,momentum_breakout,breakout,3,2025-04-01,36.09,2025-04-22,37.8,bearish_divergence,16.196,False,21,26.73,4.57,68.59298389099776,1.5929280254056586,1
CAVA,momentum_breakout,breakout,3,2025-05-16,97.12,2025-05-21,85.88,stop_loss,2.0401,False,5,-23.92,-12.07,57.58075804235335,1.9364181727866723,0
OKTA,momentum_breakout,breakout,3,2025-04-30,109.6,2025-05-28,114.46,trailing_stop,5.2655,False,28,24.57,4.26,60.35746732304351,3.0951354945149654,1
RIVN,momentum_breakout,breakout,3,2025-05-08,12.93,2025-05-29,15.21,trailing_stop,31.7383,True,21,71.88,17.52,56.89111580339979,1.9391976214415003,1
DPZ,momentum_breakout,breakout,3,2025-04-29,478.38,2025-06-10,446.06,stop_loss,1.2064,False,42,-39.99,-6.93,59.333369689288375,1.9705287489164982,0
DUOL,momentum_breakout,breakout,3,2025-05-06,481.13,2025-06-10,486.13,trailing_stop,1.2101,False,35,5.04,0.87,77.37099598289822,1.808995126389608,1
U,momentum_breakout,breakout,3,2025-05-29,24.8,2025-06-17,23.59,trailing_stop,23.9326,False,19,-29.9,-5.04,59.38820670237939,3.313673823268759,0
PLAY,momentum_breakout,breakout,3,2025-06-11,28.88,2025-07-03,34.52,bearish_divergence,20.117,True,22,107.69,18.54,70.97309522021429,3.0268197501164407,1
ZM,momentum_breakout,breakout,3,2025-05-22,80.73,2025-07-11,73.9,stop_loss,2.3621,False,50,-17.14,-8.99,63.67211887204494,2.240066454381836,0
UPST,momentum_breakout,breakout,3,2025-06-20,59.96,2025-07-23,84.05,bearish_divergence,9.4385,True,33,163.26,28.85,59.3265079884717,2.1475060145908618,1
PKX,momentum_breakout,breakout,3,2025-07-07,55.69,2025-07-23,60.58,bearish_divergence,11.2572,False,16,54.01,8.61,71.81586158717745,1.9125039496739724,1
KALU,momentum_breakout,breakout,3,2025-06-11,77.12,2025-07-28,80.68,trailing_stop,7.261,False,47,24.82,4.43,72.50971089555651,1.5371746297298627,1
OPEN,momentum_breakout,breakout,3,2025-07-24,2.47,2025-07-29,2.28,trailing_stop,261.1836,False,5,-49.65,-7.7,67.76766290655677,1.6266500833562239,0
LEVI,momentum_breakout,breakout,3,2025-07-14,21.55,2025-07-30,19.78,stop_loss,23.2327,False,16,-42.12,-8.41,79.41421524028303,4.953115275982575,0
MT,momentum_breakout,breakout,2,2025-07-24,33.57,2025-07-31,31.3,stop_loss,12.5859,False,7,-29.59,-7.0,63.26668999633758,1.967302491409551,0
PCOR,momentum_breakout,breakout,3,2025-07-30,76.58,2025-07-31,72.48,stop_loss,7.744,False,1,-32.77,-5.53,69.82334293062412,1.570594935728952,0
WING,momentum_breakout,breakout,3,2025-07-31,366.94,2025-08-05,339.53,stop_loss,1.2868,False,5,-36.27,-7.68,62.36234079348988,3.8801545292956323,0
SMCI,momentum_breakout,breakout,3,2025-07-29,59.79,2025-08-06,55.43,stop_loss,10.2313,False,8,-45.56,-7.45,69.47691070775372,2.0333243217120773,0
CHEF,momentum_breakout,breakout,3,2025-08-01,68.28,2025-08-07,65.03,stop_loss,8.8252,False,6,-29.64,-4.92,60.897237107504665,1.5859951541605786,0
DASH,momentum_breakout,breakout,3,2025-08-07,272.91,2025-08-08,259.85,stop_loss,2.141,False,1,-28.96,-4.96,70.10901178322057,1.8716688227684346,0
GLBE,momentum_breakout,breakout,3,2025-08-08,35.22,2025-08-11,33.27,stop_loss,16.494,False,3,-33.22,-5.72,57.30713558290067,1.681584649663484,0
CPA,momentum_breakout,breakout,3,2025-08-08,109.99,2025-08-20,107.33,stop_loss,3.9432,False,12,-11.48,-2.65,66.44424942168334,2.576023194659834,0
VEEV,momentum_breakout,breakout,3,2025-05-30,277.15,2025-08-27,293.3,bearish_divergence,0.9261,False,89,13.95,5.44,74.22213943778341,4.152124218974889,1
VEEV,momentum_breakout,breakout,2,2025-08-28,285.63,2025-08-28,277.53,stop_loss,0.9814,False,0,-8.95,-3.19,62.37664036606385,2.4017761638097634,0
CELH,momentum_breakout,breakout,3,2025-08-12,54.3,2025-09-08,56.54,trailing_stop,9.904,False,27,21.14,3.93,68.70147733148168,1.8252777991932587,1
OPEN,momentum_breakout,breakout,3,2025-08-25,4.95,2025-09-10,5.98,trailing_stop,84.0206,True,16,79.62,19.14,71.40666241008908,2.6776271915305734,1
FANG,momentum_breakout,breakout,3,2025-08-04,140.72,2025-09-15,132.04,stop_loss,2.5529,False,42,-23.16,-6.45,54.62979730628541,1.5185072937592028,0
OPEN,momentum_breakout,breakout,3,2025-09-12,9.8,2025-09-22,9.18,trailing_stop,45.5453,False,10,-29.25,-6.55,80.98074427148127,2.4435952747191614,0
DOCU,momentum_breakout,breakout,3,2025-09-09,81.65,2025-09-30,76.43,trailing_stop,7.243,False,21,-38.79,-6.56,60.194659208599916,1.6409044930566552,0
LEVI,momentum_breakout,breakout,3,2025-09-23,22.55,2025-10-10,21.65,stop_loss,18.0176,False,17,-17.25,-4.24,67.67431067146673,2.0386864068739676,0
PATH,momentum_breakout,breakout,3,2025-10-02,13.09,2025-10-14,16.64,trailing_stop,41.8761,True,12,122.37,22.32,60.70776910659109,1.6103481962324007,1
DASH,momentum_breakout,breakout,3,2025-08-11,258.45,2025-10-22,253.31,trailing_stop,2.1942,False,72,-12.27,-2.16,68.35119703670357,1.5690875107000593,0
CENX,momentum_breakout,breakout,3,2025-09-16,26.25,2025-10-22,30.8,trailing_stop,13.0168,True,36,59.16,17.31,72.23530617498479,1.558588778107764,1
ARM,momentum_breakout,breakout,3,2025-10-13,160.97,2025-10-27,178.44,bearish_divergence,3.8388,False,14,66.07,10.69,63.327055933294425,1.5742812318975965,1
CPA,momentum_breakout,breakout,3,2025-10-15,122.63,2025-10-28,118.14,stop_loss,4.9347,False,13,-23.15,-3.83,64.73584859039195,2.034816540698225,0
TWLO,momentum_breakout,breakout,3,2025-10-31,126.98,2025-11-17,122.37,trailing_stop,4.9467,False,17,-23.82,-3.79,54.77535333623545,2.0721447108427777,0
MDB,momentum_breakout,breakout,3,2025-08-29,314.73,2025-11-20,336.16,trailing_stop,0.8342,True,83,31.42,11.97,74.93765111423149,2.6988787906237106,1
ATI,momentum_breakout,breakout,3,2025-10-24,90.09,2025-11-28,100.7,bearish_divergence,1.5908,False,35,15.88,11.08,61.82917563227519,1.896295518735628,1
AR,momentum_breakout,breakout,3,2025-11-21,33.36,2025-12-16,33.58,trailing_stop,18.6094,False,25,3.12,0.5,56.76062883369076,1.6256102329434812,1
CNX,momentum_breakout,breakout,3,2025-11-25,37.43,2025-12-26,36.84,trailing_stop,7.0978,False,31,-5.22,-1.96,72.06562361625471,1.5354230377166156,0
GLBE,momentum_breakout,breakout,3,2025-10-30,35.95,2026-01-09,41.55,bearish_divergence,17.3215,False,71,95.97,15.41,57.03336562401093,1.7881539577280683,1
ANF,momentum_breakout,breakout,3,2025-12-02,101.3,2026-01-12,116.75,trailing_stop,1.3716,True,41,22.02,15.85,74.48444913223761,1.5374681562714756,1
TWLO,momentum_breakout,breakout,3,2025-12-17,137.65,2026-01-14,129.6,trailing_stop,4.8037,False,28,-39.69,-6.0,64.27753346945913,1.620452291831232,0
AFRM,momentum_breakout,breakout,3,2026-01-06,81.71,2026-01-14,74.67,trailing_stop,7.9277,False,8,-56.81,-8.77,58.89600515047527,1.636661735911007,0
SHAK,momentum_breakout,breakout,3,2026-01-13,96.19,2026-01-26,90.6,trailing_stop,1.4568,False,13,-9.14,-6.52,61.65575172832074,1.5854524550250237,0
ZM,momentum_breakout,breakout,3,2026-01-27,96.85,2026-01-30,92.2,stop_loss,1.3062,False,3,-7.08,-5.59,61.930257580680376,3.579545749603167,0
U,mean_reversion,oversold,2,2026-02-02,30.29,2026-02-04,25.72,stop_loss,3.6589,False,2,-17.71,-15.98,29.03808328400459,7.270630836349513,0
KALU,momentum_breakout,breakout,3,2025-10-23,85.23,2026-02-11,143.28,bearish_divergence,7.1095,True,111,259.51,42.83,51.65556748666499,1.561263832557208,1
AA,momentum_breakout,breakout,3,2026-01-15,64.19,2026-02-25,64.5,bearish_divergence,8.2704,False,41,1.57,0.3,78.98323810459777,1.5384495644649225,1
ZM,momentum_breakout,breakout,3,2026-02-05,93.39,2026-02-25,85.77,trailing_stop,0.9988,False,20,-8.62,-9.24,54.22790195100438,1.5023357292963364,0
CPA,momentum_breakout,breakout,3,2026-01-15,120.94,2026-03-02,133.51,trailing_stop,5.5188,True,46,93.39,13.99,57.512291536977585,3.218630392984852,1
CHEF,momentum_breakout,breakout,3,2026-02-12,64.91,2026-03-03,65.12,trailing_stop,10.8392,False,19,1.3,0.18,50.55415364542424,1.6299009406476317,1
CAVA,momentum_breakout,breakout,3,2026-02-26,85.1,2026-03-03,77.77,stop_loss,8.5088,False,5,-63.35,-8.75,69.58774639050584,4.428072790169364,0
CELH,momentum_breakout,breakout,3,2026-02-27,55.23,2026-03-03,48.45,stop_loss,7.8109,False,4,-53.95,-12.51,65.2925388591708,2.947933428303929,0
FANG,momentum_breakout,breakout,3,2026-03-04,173.03,2026-03-09,180.68,bearish_divergence,3.9084,False,5,28.91,4.27,65.2751649002113,2.065732805090927,1
HBM,momentum_breakout,breakout,3,2026-03-03,25.05,2026-03-12,22.25,stop_loss,16.9136,False,9,-48.4,-11.42,59.3096800739412,1.6695500409961723,0
RIO,momentum_breakout,breakout,3,2026-01-12,77.98,2026-03-13,86.25,trailing_stop,8.4642,True,60,93.05,14.1,62.922677679128945,2.9321480029508975,1
AA,momentum_breakout,breakout,3,2026-03-05,60.87,2026-03-19,59.67,trailing_stop,11.024,False,14,-14.24,-2.12,58.589265549716,1.8990234047621148,0
BTU,momentum_breakout,breakout,3,2026-03-20,37.4,2026-03-31,35.29,trailing_stop,17.9254,False,11,-38.75,-5.78,63.20868061087921,3.123734747943645,0
OVV,momentum_breakout,breakout,3,2026-03-10,52.39,2026-04-14,55.52,trailing_stop,7.9679,False,35,23.98,5.74,73.42637399217328,1.7654724724442914,1
DVN,momentum_breakout,breakout,3,2026-03-20,48.42,2026-04-14,46.49,trailing_stop,0.8311,False,25,-2.61,-6.48,72.61095650466956,1.8129021387390263,0
FANG,momentum_breakout,breakout,2,2026-03-10,179.49,2026-04-17,179.8,trailing_stop,3.7584,False,38,0.18,0.03,68.17548305950108,1.6678139569055426,1
CENX,momentum_breakout,breakout,3,2026-04-01,59.83,2026-04-23,61.08,trailing_stop,10.4796,False,22,12.15,1.94,59.613240335916174,1.6181870956264455,1
ARM,momentum_breakout,breakout,3,2026-04-24,222.18,2026-04-28,211.12,trailing_stop,2.7925,False,4,-31.89,-5.14,76.54049891211223,2.0727040855541845,0
FUN,momentum_breakout,breakout,3,2026-03-18,17.43,2026-04-29,18.07,trailing_stop,39.3684,False,42,24.27,3.54,54.66092646149465,1.568712835605742,1
ARM,momentum_breakout,breakout,3,2026-04-29,202.8,2026-05-06,237.06,bearish_divergence,2.9799,False,7,101.1,16.73,65.22690149976091,1.515400394383409,1
PKX,momentum_breakout,breakout,3,2026-04-30,77.32,2026-05-13,82.47,trailing_stop,8.8815,True,13,83.22,12.12,75.43320746523561,1.970901289914464,1
BROS,momentum_breakout,breakout,3,2026-05-07,54.05,2026-05-13,49.88,stop_loss,3.7272,False,6,-16.54,-8.21,59.26433625434631,2.252116058334001,0
CENX,momentum_breakout,breakout,3,2026-05-14,64.53,2026-05-15,60.71,stop_loss,11.301,False,1,-44.18,-6.06,58.4140158778645,1.9098815216863205,0
DKNG,momentum_breakout,breakout,3,2026-05-07,24.22,2026-05-18,25.75,bearish_divergence,30.1352,False,11,45.23,6.2,53.396895646660475,1.7069751061711615,1
BHP,momentum_breakout,breakout,3,2026-05-14,88.19,2026-05-19,81.93,stop_loss,2.7176,False,5,-18.02,-7.52,74.39013738194703,1.6009825037497802,0
MDB,momentum_breakout,breakout,3,2026-05-19,338.97,2026-05-27,297.26,stop_loss,2.0869,False,8,-88.04,-12.45,64.79840196785287,1.6870688573937038,0
ARM,momentum_breakout,breakout,3,2026-05-21,267.16,2026-06-05,370.28,trailing_stop,2.6439,True,15,198.46,28.1,67.6195239711292,1.5098343956507765,1
MT,momentum_breakout,breakout,3,2026-05-21,62.62,2026-06-10,64.29,trailing_stop,4.2242,False,20,6.05,2.29,55.33702655549914,1.7733990147783252,1
STLD,momentum_breakout,breakout,3,2026-04-21,211.72,2026-06-12,281.84,bearish_divergence,3.1888,True,52,171.16,25.35,68.21323750254638,1.9770901650330155,1
KALU,momentum_breakout,breakout,3,2026-04-21,151.85,2026-06-12,189.63,bearish_divergence,3.0735,True,52,98.78,21.16,67.4908564463103,1.5992890023244155,1
DKNG,momentum_breakout,breakout,3,2026-06-11,29.09,2026-06-17,27.53,stop_loss,21.4129,False,6,-34.35,-5.51,65.78752260027731,2.243205566794938,0
IOT,momentum_breakout,breakout,3,2026-06-08,34.95,2026-07-20,38.51,bearish_divergence,21.825,False,42,76.73,10.06,63.530439740423375,2.6220314897800914,1
PATH,momentum_breakout,breakout,3,2026-07-21,11.91,2026-07-22,10.83,trailing_stop,64.3927,False,1,-70.86,-9.24,58.73877938257426,2.156329690694807,0
GLBE,momentum_breakout,breakout,3,2026-06-15,33.22,2026-07-23,35.05,trailing_stop,21.9812,False,38,39.16,5.36,56.070317348463426,1.6431355160906396,1
CROX,momentum_breakout,breakout,3,2026-05-28,118.29,2026-07-30,124.89,trailing_stop,6.3635,False,63,41.02,5.45,71.51921732820787,1.518129071862809,1
MNDY,momentum_breakout,breakout,3,2026-07-31,86.21,2026-08-17,84.78,trailing_stop,9.2912,False,17,-14.32,-1.79,57.42361194409818,1.5126955885531852,0
RS,momentum_breakout,breakout,3,2026-07-24,398.6,2026-08-20,384.83,trailing_stop,1.979,False,27,-28.25,-3.58,59.69018750366017,1.7097452551441426,0
OVV,momentum_breakout,breakout,3,2026-07-27,62.2,2026-08-21,66.75,bearish_divergence,11.1769,False,25,49.89,7.18,68.59577435416159,2.295503895968279,1
ROKU,momentum_breakout,breakout,3,2026-06-17,138.24,2026-08-25,159.6,bearish_divergence,0.2362,False,69,4.05,12.39,64.18670714865715,3.247325993404526,1
ESTC,momentum_breakout,breakout,3,2026-08-18,84.19,2026-08-28,99.81,bearish_divergence,9.5782,True,10,145.93,18.1,75.17069519483634,1.6576740557758565,1
SCCO,momentum_breakout,breakout,3,2026-08-24,219.22,2026-09-01,202.76,stop_loss,3.6378,False,8,-60.89,-7.64,64.59332653850232,1.6414386412871704,0
CHEF,momentum_breakout,breakout,3,2026-06-18,93.81,2026-09-01,115.52,end_of_sim,6.1348,True,0,118.06,20.51,77.71125641977498,1.5362537006372623,1
TECK,momentum_breakout,breakout,3,2026-08-24,69.72,2026-09-01,66.79,end_of_sim,11.4255,False,0,-33.48,-4.2,61.186010261246984,1.6416070074959994,0
ANF,momentum_breakout,breakout,3,2026-08-27,144.84,2026-09-01,140.68,end_of_sim,1.7218,False,0,-7.16,-2.87,76.14389416312845,9.241018192732017,0
VEEV,momentum_breakout,breakout,3,2026-08-31,275.06,2026-09-01,279.23,end_of_sim,2.9602,False,0,12.34,1.52,77.36250086891827,1.7741271500013398,1
