symbol,strategy,trigger,confluence,signal_date,entry_date,entry_price,exit_date,exit_price,exit_reason,original_shares,remaining_shares,scaled_out,scale_out_date,scale_out_price,scale_out_shares,scale_out_proceeds,exit_proceeds,commission_paid,entry_commission,total_invested,total_returned,holding_days,stop_loss,take_profit,stdev_20,stdev_fallback,rsi_at_entry,vol_at_entry,from_queue,pnl,pnl_pct,pnl_before_commission,win,win_before_commission
SCHW,momentum_breakout,breakout,3,2025-12-19,2025-12-23,100.623965,2026-01-30,102.23314,bearish_divergence,1.48076057,1.48076057,False,,0.0,0.0,0.0,150.382802,2.0,1.0,150.0,150.382802,38,98.691985,118.736279,0.0096,False,65.1,2.36,False,0.382802,0.255201,2.382802,1,1
GOOGL,momentum_breakout,breakout,3,2025-09-08,2025-09-10,238.518598,2026-02-11,318.03237,bearish_divergence,0.62468923,0.31234462,True,2025-11-04,275.756107,0.31234462,85.130936,98.335699,3.0,1.0,150.0,183.466634,154,227.880669,281.451946,0.0223,False,78.6,3.08,True,33.466634,22.311089,36.466634,1,1
VRTX,mean_reversion,oversold+volume+sma_support,3,2025-08-08,2025-08-11,363.332971,2026-03-25,448.690875,trailing_stop,0.41009215,0.20504608,True,2025-09-03,399.689906,0.20504608,80.954847,91.002303,3.0,1.0,150.0,171.95715,226,327.653673,399.666268,0.0491,False,28.7,6.49,True,21.95715,14.6381,24.95715,1,1
FDX,momentum_breakout,breakout,3,2025-12-18,2025-12-19,216.890688,2026-03-30,277.895688,trailing_stop,0.686982,0.343491,True,2026-02-02,256.071426,0.343491,86.958231,94.454668,3.0,1.0,150.0,181.412899,101,211.555178,255.931012,0.0123,False,72.6,2.62,False,31.412899,20.941933,34.412899,1,1
ABNB,mean_reversion,oversold+volume+sma_support,3,2026-02-12,2026-02-13,126.591461,2026-03-30,123.776102,trailing_stop,1.17701461,1.17701461,False,,0.0,0.0,0.0,144.68628,2.0,1.0,150.0,144.68628,45,121.401211,139.250607,0.0205,False,29.7,2.14,False,-5.31372,-3.54248,-3.31372,0,0
COP,momentum_breakout,breakout,3,2026-03-20,2026-03-24,125.876244,2026-04-10,121.457944,stop_loss,1.18370231,1.18370231,False,,0.0,0.0,0.0,142.770048,2.0,1.0,150.0,142.770048,17,121.772678,148.533968,0.0163,False,75.2,2.76,False,-7.229952,-4.819968,-5.229952,0,0
CVX,momentum_breakout,breakout,3,2026-01-30,2026-02-02,168.897082,2026-04-13,187.882985,trailing_stop,0.88219404,0.44109702,True,2026-03-24,202.210976,0.44109702,88.19466,81.874625,3.0,1.0,150.0,170.069285,70,162.411434,199.298557,0.0192,False,75.5,1.73,False,20.069285,13.379523,23.069285,1,1
IBM,mean_reversion,bullish_div+sma_support,2,2026-04-17,2026-04-20,251.585297,2026-04-24,228.367033,stop_loss,0.59224447,0.59224447,False,,0.0,0.0,0.0,134.249112,2.0,1.0,150.0,134.249112,4,241.370934,276.743826,0.0203,False,52.2,1.2,False,-15.750888,-10.500592,-13.750888,0,0
NEE,momentum_breakout,breakout,3,2026-04-23,2026-04-24,95.908263,2026-05-08,92.409269,stop_loss,1.55356791,1.55356791,False,,0.0,0.0,0.0,142.564075,2.0,1.0,150.0,142.564075,14,92.570655,113.17175,0.0174,False,59.4,2.06,False,-7.435925,-4.957283,-5.435925,0,0
AAPL,mean_reversion,bullish_div+volume+sma_support,3,2026-04-07,2026-04-08,258.247591,2026-05-14,299.2621,mean_reversion_complete,0.57696569,0.28848285,True,2026-05-07,288.46592,0.28848285,82.217469,85.331982,3.0,1.0,150.0,167.549452,36,251.429855,284.07235,0.0132,False,45.5,1.53,False,17.549452,11.699634,20.549452,1,1
AEP,momentum_breakout,breakout,3,2026-05-05,2026-05-08,130.348817,2026-05-14,126.489406,stop_loss,1.14308671,1.14308671,False,,0.0,0.0,0.0,143.588358,2.0,1.0,150.0,143.588358,6,127.220445,153.811604,0.012,False,61.8,1.52,True,-6.411642,-4.274428,-4.411642,0,0
XOM,mean_reversion,bullish_div+volume,2,2026-05-15,2026-05-18,156.464193,2026-05-27,146.136516,stop_loss,0.95229456,0.95229456,False,,0.0,0.0,0.0,138.165009,2.0,1.0,150.0,138.165009,9,150.800189,172.110612,0.0181,False,56.0,1.68,False,-11.834991,-7.889994,-9.834991,0,0
GOOGL,momentum_breakout,breakout,3,2026-04-30,2026-05-01,381.538378,2026-06-03,361.219888,stop_loss,0.39052428,0.39052428,False,,0.0,0.0,0.0,140.065136,2.0,1.0,150.0,140.065136,33,362.461459,450.215286,0.025,False,77.8,2.73,False,-9.934864,-6.623243,-7.934864,0,0
AMD,momentum_breakout,breakout,3,2026-04-16,2026-04-17,281.281,2026-06-08,484.515,trailing_stop,0.52971939,0.2648597,True,2026-04-27,345.973687,0.2648597,90.634485,127.328495,3.0,1.0,150.0,217.962981,52,261.985123,331.91158,0.0343,False,73.6,1.82,False,67.962981,45.308654,70.962981,1,1
PANW,momentum_breakout,breakout,3,2026-05-29,2026-06-01,285.715423,2026-06-09,265.034688,stop_loss,0.52149792,0.52149792,False,,0.0,0.0,0.0,137.21504,2.0,1.0,150.0,137.21504,8,267.543922,337.144199,0.0318,False,79.9,1.77,False,-12.78496,-8.523307,-10.78496,0,0
DDOG,momentum_breakout,breakout,3,2026-06-01,2026-06-03,260.535269,2026-06-23,220.838938,stop_loss,0.57189954,0.57189954,False,,0.0,0.0,0.0,125.297686,2.0,1.0,150.0,125.297686,20,221.663407,307.431617,0.0746,False,90.7,1.51,False,-24.702314,-16.468209,-22.702314,0,0
CAT,momentum_breakout,breakout,3,2026-06-18,2026-06-22,998.427103,2026-07-08,934.838254,trailing_stop,0.14923473,0.14923473,False,,0.0,0.0,0.0,138.510335,2.0,1.0,150.0,138.510335,16,942.515186,1178.143982,0.028,False,67.8,2.08,False,-11.489665,-7.659777,-9.489665,0,0
MRNA,momentum_breakout,breakout,3,2026-06-17,2026-06-18,64.023959,2026-07-13,66.263672,trailing_stop,2.32725377,1.16362688,True,2026-07-06,78.471453,1.16362688,90.311492,76.10619,3.0,1.0,150.0,166.417682,25,58.108145,75.548272,0.0462,False,65.9,2.07,False,16.417682,10.945122,19.417682,1,1
GS,momentum_breakout,breakout,3,2026-07-14,2026-07-15,1143.965787,2026-07-20,1068.343021,stop_loss,0.13024865,0.13024865,False,,0.0,0.0,0.0,138.150237,2.0,1.0,150.0,138.150237,5,1084.250773,1349.879629,0.0261,False,63.8,1.73,False,-11.849763,-7.899842,-9.849763,0,0
FTNT,momentum_breakout,breakout,3,2026-05-13,2026-05-14,118.148029,2026-07-29,148.121734,trailing_stop,1.2611298,0.6305649,True,2026-06-02,144.195656,0.6305649,89.92472,92.400367,3.0,1.0,150.0,182.325086,76,106.734929,139.414674,0.0483,False,79.3,1.62,True,32.325086,21.550058,35.325086,1,1
ABBV,momentum_breakout,breakout,3,2026-06-25,2026-06-26,243.770125,2026-08-06,248.790953,bearish_divergence,0.61123159,0.61123159,False,,0.0,0.0,0.0,151.068889,2.0,1.0,150.0,151.068889,41,233.190501,287.648747,0.0217,False,68.1,1.64,False,1.068889,0.712593,3.068889,1,1
RTX,momentum_breakout,breakout,3,2026-07-27,2026-07-28,220.478575,2026-08-18,222.537235,bearish_divergence,0.67580263,0.67580263,False,,0.0,0.0,0.0,149.391247,2.0,1.0,150.0,149.391247,21,211.130284,260.164719,0.0212,False,75.5,1.72,False,-0.608753,-0.405835,1.391247,0,1
TJX,mean_reversion,bullish_div+sma_support,2,2026-07-22,2026-07-23,153.848744,2026-08-20,142.067797,stop_loss,0.9684837,0.9684837,False,,0.0,0.0,0.0,136.590345,2.0,1.0,150.0,136.590345,28,148.21788,169.233618,0.0183,False,49.8,0.83,False,-13.409655,-8.93977,-11.409655,0,0
LLY,momentum_breakout,breakout,3,2026-08-19,2026-08-20,1275.404135,2026-08-27,1181.06775,stop_loss,0.11682572,0.11682572,False,,0.0,0.0,0.0,136.979084,2.0,1.0,150.0,136.979084,7,1212.909332,1504.976879,0.0245,False,61.9,1.63,False,-13.020916,-8.68061,-11.020916,0,0
DXCM,momentum_breakout,breakout,3,2026-08-03,2026-08-06,82.992914,2026-09-01,90.739172,bearish_divergence,1.795334,1.795334,False,,0.0,0.0,0.0,161.907121,2.0,1.0,150.0,161.907121,26,76.801642,97.931638,0.0373,False,70.1,1.81,False,11.907121,7.93808,13.907121,1,1
