date,equity,cash,positions,queue_size
2021-12-22,937.2,229.0,5,3
2021-12-23,936.69,229.0,5,2
2021-12-27,942.81,229.0,5,0
2021-12-28,929.27,229.0,5,1
2021-12-29,930.49,229.0,5,1
2021-12-30,936.99,229.0,5,1
2021-12-31,933.45,229.0,5,1
2022-01-03,937.34,229.0,5,1
2022-01-04,936.54,229.0,5,1
2022-01-05,930.67,229.0,5,5
2022-01-06,918.76,229.0,5,9
2022-01-07,911.77,229.0,5,10
2022-01-10,900.02,396.52,4,14
2022-01-11,907.29,226.38,5,11
2022-01-12,917.22,226.38,5,9
2022-01-13,909.1,402.8,4,14
2022-01-14,904.49,226.93,5,13
2022-01-18,892.47,226.93,5,15
2022-01-19,896.73,391.59,4,10
2022-01-20,887.2,520.6,3,8
2022-01-21,865.41,340.66,4,7
2022-01-24,858.39,346.18,3,9
2022-01-25,851.84,213.16,4,3
2022-01-26,855.67,379.15,3,2
2022-01-27,855.66,379.15,3,1
2022-01-28,845.2,379.15,3,0
2022-01-31,838.36,537.7,2,0
2022-02-01,870.68,367.55,3,0
2022-02-02,881.24,367.55,3,0
2022-02-03,880.15,220.2,4,0
2022-02-04,884.88,220.2,4,0
2022-02-07,896.03,220.2,4,0
2022-02-08,895.95,223.55,5,0
2022-02-09,893.68,223.55,5,3
2022-02-10,896.28,223.55,5,4
2022-02-11,891.38,223.55,5,8
2022-02-14,887.31,308.96,4,10
2022-02-15,885.48,221.15,5,8
2022-02-16,886.93,221.15,5,8
2022-02-17,876.53,221.15,5,4
2022-02-18,885.02,221.15,5,4
2022-02-22,876.92,221.15,5,4
2022-02-23,885.74,221.15,5,3
2022-02-24,879.86,221.15,5,2
2022-02-25,898.58,302.34,4,4
2022-02-28,909.0,227.21,5,6
2022-03-01,914.41,305.4,5,10
2022-03-02,930.39,305.4,5,16
2022-03-03,925.07,406.19,5,18
2022-03-04,932.17,471.98,4,22
2022-03-07,933.41,465.41,4,27
2022-03-08,905.44,283.73,5,20
2022-03-09,902.88,452.86,4,18
2022-03-10,917.33,452.86,4,12
2022-03-11,902.76,270.95,5,7
2022-03-14,862.58,270.95,5,7
2022-03-15,855.07,585.58,2,0
2022-03-16,854.79,585.58,2,0
2022-03-17,853.46,585.58,2,0
2022-03-18,854.73,585.58,2,0
2022-03-21,857.56,214.64,5,0
2022-03-22,861.04,214.64,5,0
2022-03-23,874.23,214.64,5,1
2022-03-24,893.8,214.64,5,1
2022-03-25,906.72,214.64,5,2
2022-03-28,893.03,214.64,5,2
2022-03-29,875.23,214.64,5,2
2022-03-30,880.14,214.64,5,4
2022-03-31,876.66,214.64,5,5
2022-04-01,882.69,214.64,5,6
2022-04-04,885.72,214.64,5,7
2022-04-05,878.11,214.64,5,4
2022-04-06,880.98,214.64,5,3
2022-04-07,888.31,214.64,5,2
2022-04-08,893.22,214.64,5,1
2022-04-11,890.33,214.64,5,1
2022-04-12,894.44,214.64,5,0
2022-04-13,920.14,214.64,5,1
2022-04-14,940.79,214.64,5,3
2022-04-18,939.81,214.64,5,3
2022-04-19,947.02,228.94,5,2
2022-04-20,955.22,228.94,5,0
2022-04-21,933.53,228.94,5,2
2022-04-22,911.63,228.94,5,11
2022-04-25,902.03,228.94,5,15
2022-04-26,884.97,342.99,4,16
2022-04-27,884.82,521.05,3,14
2022-04-28,886.05,521.05,3,5
2022-04-29,877.4,521.05,3,1
2022-05-02,875.74,521.05,3,1
2022-05-03,880.03,700.17,1,0
2022-05-04,879.42,700.17,1,0
2022-05-05,856.18,526.5,2,0
2022-05-06,847.53,691.6,1,0
2022-05-09,841.32,691.6,1,0
2022-05-10,846.63,522.17,2,0
2022-05-11,843.8,522.17,2,0
2022-05-12,849.07,522.17,2,0
2022-05-13,863.59,522.17,2,0
2022-05-16,870.39,522.17,2,0
2022-05-17,879.14,522.17,2,0
2022-05-18,866.88,522.17,2,0
2022-05-19,859.77,522.17,2,0
2022-05-20,858.93,522.17,2,0
2022-05-23,860.64,522.17,2,0
2022-05-24,855.0,351.55,3,0
2022-05-25,862.43,351.55,3,0
2022-05-26,868.71,351.55,3,0
2022-05-27,874.53,351.55,3,0
2022-05-31,877.41,454.4,3,0
2022-06-01,884.6,221.45,5,1
2022-06-02,903.29,221.45,5,1
2022-06-03,896.36,221.45,5,2
2022-06-06,893.18,221.45,5,2
2022-06-07,909.5,221.45,5,1
2022-06-08,890.12,221.45,5,2
2022-06-09,861.13,221.45,5,1
2022-06-10,844.31,375.9,4,1
2022-06-13,821.96,375.9,4,1
2022-06-14,824.17,729.11,1,0
2022-06-15,821.3,729.11,1,0
2022-06-16,817.13,817.13,0,0
2022-06-17,817.13,817.13,0,0
2022-06-21,817.13,817.13,0,0
2022-06-22,817.13,817.13,0,0
2022-06-23,817.13,817.13,0,0
2022-06-24,829.23,653.7,1,0
2022-06-27,824.76,320.44,3,0
2022-06-28,804.55,320.44,3,0
2022-06-29,796.78,620.89,1,0
2022-06-30,796.37,620.89,1,0
2022-07-01,796.69,620.89,1,0
2022-07-05,802.73,620.89,1,0
2022-07-06,800.4,461.37,2,0
2022-07-07,801.79,461.37,2,0
2022-07-08,805.93,461.37,2,0
2022-07-11,793.61,461.37,2,0
2022-07-12,788.59,461.37,2,0
2022-07-13,786.64,461.37,2,0
2022-07-14,784.03,461.37,2,0
2022-07-15,796.56,625.89,1,0
2022-07-18,784.76,625.89,1,0
2022-07-19,779.22,468.9,2,0
2022-07-20,790.95,468.9,2,0
2022-07-21,795.76,199.76,4,0
2022-07-22,775.18,199.76,4,0
2022-07-25,774.26,449.67,2,0
2022-07-26,763.99,449.67,2,0
2022-07-27,770.52,593.27,1,0
2022-07-28,786.89,437.8,2,0
2022-07-29,801.91,200.49,4,1
2022-08-01,813.19,203.0,5,3
2022-08-02,820.78,203.0,5,4
2022-08-03,845.09,203.0,5,7
2022-08-04,837.29,203.0,5,11
2022-08-05,832.99,295.3,4,14
2022-08-08,844.6,219.19,5,21
2022-08-09,816.74,219.19,5,28
2022-08-10,856.82,320.12,4,27
2022-08-11,834.74,211.29,5,28
2022-08-12,847.88,211.29,5,29
2022-08-15,849.38,211.29,5,38
2022-08-16,840.53,211.29,5,26
2022-08-17,826.87,211.29,5,27
2022-08-18,821.05,373.59,4,23
2022-08-19,810.16,322.06,4,18
2022-08-22,790.01,199.05,5,19
2022-08-23,788.65,590.48,2,10
2022-08-24,797.0,431.68,3,6
2022-08-25,801.92,431.68,3,2
2022-08-26,790.84,431.68,3,1
2022-08-29,781.91,275.18,4,1
2022-08-30,769.72,193.63,5,0
2022-08-31,756.57,414.67,3,2
2022-09-01,749.21,414.67,3,2
2022-09-02,753.76,223.51,4,2
2022-09-06,747.98,223.51,4,2
2022-09-07,762.92,223.51,4,0
2022-09-08,769.45,192.32,5,0
2022-09-09,782.59,192.32,5,1
2022-09-12,790.01,192.32,5,5
2022-09-13,755.26,192.32,5,6
2022-09-14,756.0,192.32,5,9
2022-09-15,761.04,192.32,5,10
2022-09-16,755.66,192.32,5,9
2022-09-19,756.48,192.32,5,12
2022-09-20,743.73,192.32,5,9
2022-09-21,737.19,192.32,5,7
2022-09-22,728.89,325.93,4,4
2022-09-23,722.79,429.37,2,1
2022-09-26,717.81,429.37,2,1
2022-09-27,718.39,567.14,1,0
2022-09-28,718.97,567.14,1,0
2022-09-29,710.7,424.95,2,0
2022-09-30,707.19,564.0,1,0
2022-10-03,715.73,564.0,1,0
2022-10-04,708.75,420.96,2,0
2022-10-05,717.7,179.42,4,0
2022-10-06,712.41,179.42,4,0
2022-10-07,689.46,179.42,4,0
2022-10-10,676.9,170.54,4,0
2022-10-11,671.19,292.41,3,0
2022-10-12,673.88,292.41,3,0
2022-10-13,674.96,292.41,3,0
2022-10-14,657.15,165.54,4,0
2022-10-17,669.31,286.38,3,0
2022-10-18,671.44,286.38,3,0
2022-10-19,651.92,164.01,4,0
2022-10-20,650.29,303.86,3,0
2022-10-21,672.69,171.16,4,0
2022-10-24,678.03,171.16,4,0
2022-10-25,692.3,171.16,4,0
2022-10-26,692.39,171.16,4,0
2022-10-27,692.43,171.16,4,0
2022-10-28,689.65,171.16,4,1
2022-10-31,691.54,171.16,4,2
2022-11-01,695.92,171.16,4,2
2022-11-02,669.47,171.16,4,2
2022-11-03,668.87,171.16,4,2
2022-11-04,674.59,170.3,4,1
2022-11-07,672.71,170.3,4,1
2022-11-08,681.05,170.3,4,1
2022-11-09,666.73,170.3,4,0
2022-11-10,690.39,170.3,4,0
2022-11-11,684.59,170.3,4,0
2022-11-14,691.14,170.3,4,3
2022-11-15,700.85,170.3,4,3
2022-11-16,692.34,170.3,4,3
2022-11-17,703.67,170.3,4,3
2022-11-18,701.26,170.3,4,0
2022-11-21,700.4,170.3,4,0
2022-11-22,713.1,178.17,5,2
2022-11-23,720.15,178.17,5,4
2022-11-25,723.27,178.17,5,4
2022-11-28,719.5,178.17,5,4
2022-11-29,718.24,178.17,5,0
2022-11-30,722.23,178.17,5,0
2022-12-01,723.82,178.17,5,3
2022-12-02,722.15,178.17,5,3
