symbol,strategy,trigger,confluence,signal_date,entry_date,entry_price,exit_date,exit_price,exit_reason,original_shares,remaining_shares,scaled_out,scale_out_date,scale_out_price,scale_out_shares,scale_out_proceeds,exit_proceeds,commission_paid,entry_commission,total_invested,total_returned,holding_days,stop_loss,take_profit,stdev_20,rsi_at_entry,vol_at_entry,from_queue,pnl,pnl_pct,win
KALU,momentum_breakout,breakout,2,2025-10-22,2025-10-23,85.231548,2026-02-20,123.276616,trailing_stop,1.80917364,0.90458682,True,2025-12-04,101.538719,0.90458682,90.850587,110.514402,3.0,1.0,155.19867,201.364989,120,80.56333,100.573226,0.0273855036,51.66,1.561,False,46.16632,29.746595,1
RS,momentum_breakout,breakout,2,2025-12-17,2025-12-18,293.129849,2026-02-23,315.471185,trailing_stop,0.55507248,0.27753624,True,2026-02-09,348.136473,0.27753624,95.620487,86.554686,3.0,1.0,163.708311,182.175173,67,284.410614,345.893222,0.0148726505,65.22,1.567,False,18.466862,11.280345,1
CMC,momentum_breakout,breakout,2,2025-06-03,2025-06-04,48.278584,2026-02-25,74.271793,trailing_stop,1.26856703,0.63428352,True,2025-08-14,56.688634,0.63428352,34.956666,46.109374,3.0,1.0,62.244621,81.06604,266,45.831889,56.96873,0.025339347,57.05,1.66,False,18.82142,30.237825,1
FANG,momentum_breakout,breakout,2,2026-02-20,2026-02-23,173.48304,2026-02-26,163.412388,stop_loss,0.94188105,0.94188105,False,,0.0,0.0,0.0,152.915032,2.0,1.0,164.400389,152.915032,3,166.94143,204.709988,0.0188537451,68.78,1.671,False,-11.485357,-6.98621,0
CHEF,momentum_breakout,breakout,2,2026-02-11,2026-02-12,64.914848,2026-03-04,61.86807,trailing_stop,2.55585468,2.55585468,False,,0.0,0.0,0.0,157.125797,2.0,1.0,166.91292,157.125797,20,62.020409,76.599521,0.0222941242,50.55,1.63,False,-9.787122,-5.86361,0
TECK,momentum_breakout,breakout,2,2026-01-21,2026-01-22,53.262785,2026-03-06,50.023668,trailing_stop,2.74750625,2.74750625,False,,0.0,0.0,0.0,136.440341,2.0,1.0,147.339836,136.440341,43,50.676353,62.850087,0.0242799252,68.42,2.2,False,-10.899495,-7.397521,0
CAVA,momentum_breakout,breakout,2,2026-02-25,2026-02-26,85.095012,2026-03-26,80.84907,trailing_stop,1.8041823,1.8041823,False,,0.0,0.0,0.0,144.866462,2.0,1.0,154.526915,144.866462,28,73.283083,100.412114,0.0694043569,69.59,4.428,False,-9.660453,-6.251631,0
ARM,momentum_breakout,breakout,2,2026-03-25,2026-03-26,157.507356,2026-03-31,139.760094,stop_loss,1.00228493,1.00228493,False,,0.0,0.0,0.0,139.079436,2.0,1.0,158.867249,139.079436,5,143.004204,185.85868,0.0460396027,71.01,4.846,False,-19.787813,-12.455565,0
ARLP,momentum_breakout,breakout,2,2026-03-30,2026-03-31,26.788036,2026-04-09,25.724945,stop_loss,5.7061634,5.7061634,False,,0.0,0.0,0.0,145.790741,2.0,1.0,153.856913,145.790741,9,25.960485,31.609883,0.0154462848,68.91,1.905,False,-8.066172,-5.242645,0
TWLO,momentum_breakout,breakout,2,2026-04-09,2026-04-10,124.724598,2026-04-13,118.021859,stop_loss,1.12876965,1.12876965,False,,0.0,0.0,0.0,132.219493,2.0,1.0,141.785342,132.219493,3,118.829364,147.175026,0.0236330063,50.32,2.122,False,-9.565848,-6.746712,0
OVV,momentum_breakout,breakout,2,2026-02-24,2026-02-25,49.486603,2026-04-15,53.813671,trailing_stop,2.1516848,1.0758424,True,2026-03-26,59.847925,1.0758424,63.386936,56.89503,3.0,1.0,107.479571,120.281965,49,46.788636,58.394191,0.0272595657,75.81,1.608,False,12.802394,11.911467,1
FANG,momentum_breakout,breakout,2,2026-03-03,2026-03-04,173.030303,2026-04-20,179.704643,trailing_stop,0.87896946,0.87896946,False,,0.0,0.0,0.0,156.954894,2.0,1.0,153.088353,156.954894,47,165.978834,204.175758,0.0203763999,65.28,2.066,False,3.866541,2.525693,1
CENX,momentum_breakout,breakout,2,2026-03-31,2026-04-01,59.82977,2026-04-24,59.810129,trailing_stop,0.69949694,0.69949694,False,,0.0,0.0,0.0,40.837002,2.0,1.0,42.850741,40.837002,23,53.812482,70.599129,0.0502867458,59.61,1.618,False,-2.013739,-4.699427,0
ARM,momentum_breakout,breakout,2,2026-04-24,2026-04-27,224.714495,2026-04-29,202.397406,stop_loss,0.17645357,0.17645357,False,,0.0,0.0,0.0,34.713745,2.0,1.0,40.651675,34.713745,2,199.856911,265.163105,0.0553092597,81.69,2.446,False,-5.93793,-14.606852,0
FUN,momentum_breakout,breakout,2,2026-03-17,2026-03-18,17.42741,2026-04-30,18.181801,trailing_stop,8.36417505,8.36417505,False,,0.0,0.0,0.0,151.075764,2.0,1.0,146.765907,151.075764,43,15.894357,20.564344,0.0439839599,54.66,1.569,False,4.309858,2.936552,1
OPEN,momentum_breakout,breakout,2,2026-04-21,2026-04-22,5.66566,2026-05-05,5.12487,stop_loss,8.9892716,8.9892716,False,,0.0,0.0,0.0,45.068849,2.0,1.0,51.930155,45.068849,13,5.181596,6.685479,0.0427191215,58.08,2.402,False,-6.861306,-13.212566,0
TOST,momentum_breakout,breakout,2,2026-05-05,2026-05-06,28.77875,2026-05-11,25.264711,stop_loss,1.26257118,1.26257118,False,,0.0,0.0,0.0,30.898496,2.0,1.0,37.33522,30.898496,5,27.200324,33.958925,0.0274234561,52.93,1.597,False,-6.436724,-17.240355,0
PKX,momentum_breakout,breakout,2,2026-04-29,2026-04-30,77.317238,2026-05-14,82.857062,trailing_stop,1.92242549,0.96121275,True,2026-05-11,87.66225,0.96121275,83.262072,78.643265,3.0,1.0,149.636629,161.905337,14,72.936038,91.234341,0.0283326197,75.43,1.971,False,12.268708,8.199,1
MNDY,momentum_breakout,breakout,2,2026-05-11,2026-05-12,76.866791,2026-05-14,67.802133,stop_loss,1.97168717,1.97168717,False,,0.0,0.0,0.0,132.684595,2.0,1.0,152.557266,132.684595,2,69.867438,90.702813,0.0455291101,58.09,4.451,False,-19.87267,-13.026368,0
ZM,momentum_breakout,breakout,2,2026-04-30,2026-05-01,99.099,2026-05-15,98.501398,trailing_stop,0.37486817,0.37486817,False,,0.0,0.0,0.0,35.925039,2.0,1.0,38.149061,35.925039,14,93.249312,116.93682,0.0295143654,69.05,1.782,False,-2.224022,-5.829821,0
MDB,momentum_breakout,breakout,2,2026-05-18,2026-05-19,338.968635,2026-05-27,301.100606,stop_loss,0.42558633,0.42558633,False,,0.0,0.0,0.0,127.144302,2.0,1.0,145.260417,127.144302,8,314.398982,399.982989,0.0362417796,64.8,1.687,False,-18.116115,-12.471474,0
ARM,momentum_breakout,breakout,2,2026-05-20,2026-05-21,267.161884,2026-06-08,353.646,trailing_stop,0.53909044,0.26954522,True,2026-05-27,320.214469,0.26954522,85.31228,94.323589,3.0,1.0,145.024418,179.635869,18,228.017017,315.251023,0.0732605756,67.62,1.51,False,34.611451,23.865947,1
DKNG,momentum_breakout,breakout,2,2026-06-09,2026-06-10,28.04802,2026-06-18,26.113859,trailing_stop,3.41113362,3.41113362,False,,0.0,0.0,0.0,88.077864,2.0,1.0,96.675545,88.077864,8,25.899584,33.096664,0.0382992599,58.15,1.689,False,-8.597682,-8.893337,0
STLD,momentum_breakout,breakout,2,2026-04-20,2026-04-21,211.721825,2026-06-22,249.543678,trailing_stop,0.69393987,0.34696993,True,2026-05-27,249.673254,0.34696993,85.629112,85.584153,3.0,1.0,147.922215,171.213265,62,202.61691,249.831754,0.0215020701,68.21,1.977,False,23.291051,15.745472,1
KALU,momentum_breakout,breakout,2,2026-04-20,2026-04-21,151.847183,2026-07-08,168.300177,trailing_stop,0.97355191,0.48677596,True,2026-05-07,181.908228,0.48677596,87.548552,80.92448,3.0,1.0,148.831116,168.473031,78,143.128254,179.179676,0.0287095517,67.49,1.599,False,19.641916,13.197453,1
DAL,momentum_breakout,breakout,2,2026-05-27,2026-05-28,80.78144,2026-07-23,80.978938,trailing_stop,1.89372535,1.89372535,False,,0.0,0.0,0.0,152.351867,2.0,1.0,153.977861,152.351867,56,76.089598,95.322099,0.0290403486,67.78,1.555,False,-1.625994,-1.055992,0
DASH,momentum_breakout,breakout,2,2026-06-18,2026-06-22,170.910745,2026-07-24,170.829,trailing_stop,0.90228431,0.90228431,False,,0.0,0.0,0.0,153.136326,2.0,1.0,155.210084,153.136326,32,157.95413,201.67468,0.0379046245,55.98,1.607,False,-2.073758,-1.336097,0
RIVN,momentum_breakout,breakout,2,2026-07-07,2026-07-08,15.68567,2026-07-27,16.423561,trailing_stop,6.00096968,6.00096968,False,,0.0,0.0,0.0,97.557289,2.0,1.0,95.12923,97.557289,19,13.590706,18.509091,0.0667795405,54.32,2.558,False,2.428058,2.552379,1
OVV,momentum_breakout,breakout,2,2026-07-24,2026-07-27,61.916634,2026-07-28,59.754376,stop_loss,2.47818327,2.47818327,False,,0.0,0.0,0.0,147.082294,2.0,1.0,154.440768,147.082294,1,59.981989,73.061629,0.0156229844,68.6,2.296,False,-7.358474,-4.764593,0
CROX,momentum_breakout,breakout,2,2026-05-26,2026-05-27,118.118,2026-07-31,122.007867,trailing_stop,1.28190719,1.28190719,False,,0.0,0.0,0.0,155.402762,2.0,1.0,152.416313,155.402762,65,111.919949,139.37924,0.0262366909,68.38,1.558,False,2.986449,1.959402,1
LCID,momentum_breakout,breakout,2,2026-07-28,2026-07-29,7.67767,2026-08-06,6.65334,trailing_stop,19.75231414,19.75231414,False,,0.0,0.0,0.0,130.418859,2.0,1.0,152.651751,130.418859,8,6.028738,9.059651,0.1073849492,58.36,1.503,False,-22.232892,-14.564453,0
DUOL,momentum_breakout,breakout,2,2026-07-28,2026-07-29,139.419279,2026-08-07,122.857023,stop_loss,0.66118941,0.66118941,False,,0.0,0.0,0.0,80.231763,2.0,1.0,93.182551,80.231763,9,128.135184,164.514749,0.0404682002,61.22,1.544,False,-12.950788,-13.898297,0
MNDY,momentum_breakout,breakout,2,2026-07-30,2026-07-31,86.206123,2026-08-18,83.975938,trailing_stop,1.69946653,1.69946653,False,,0.0,0.0,0.0,141.714295,2.0,1.0,147.50442,141.714295,18,79.187821,101.723225,0.0407065173,57.42,1.513,False,-5.790125,-3.925391,0
HUBS,momentum_breakout,breakout,2,2026-08-05,2026-08-06,193.383192,2026-08-18,219.2805,trailing_stop,0.73946396,0.36973198,True,2026-08-14,240.269485,0.36973198,87.835313,80.075014,3.0,1.0,143.999902,167.910327,12,174.285814,228.192167,0.049377039,61.29,2.483,False,23.910425,16.604473,1
BILL,momentum_breakout,breakout,2,2026-08-13,2026-08-14,51.381332,2026-08-20,48.951,stop_loss,1.65223779,1.65223779,False,,0.0,0.0,0.0,79.878692,2.0,1.0,85.894178,79.878692,6,48.222465,60.629972,0.0307394451,65.9,2.035,False,-6.015486,-7.003369,0
RS,momentum_breakout,breakout,2,2026-07-23,2026-07-24,398.603988,2026-08-21,384.615,trailing_stop,0.38343084,0.38343084,False,,0.0,0.0,0.0,146.473251,2.0,1.0,153.837061,146.473251,28,383.822088,470.352706,0.0185420884,59.69,1.71,False,-7.36381,-4.786759,0
DASH,momentum_breakout,breakout,2,2026-08-06,2026-08-07,212.46225,2026-09-01,225.434344,end_of_sim,0.37604496,0.37604496,False,,0.0,0.0,0.0,83.773449,2.0,1.0,80.895359,83.773449,25,199.745187,250.705455,0.0299278179,69.24,2.266,False,2.87809,3.557794,1
DVN,momentum_breakout,breakout,2,2026-08-18,2026-08-19,47.957629,2026-09-01,48.685641,end_of_sim,2.99886243,2.99886243,False,,0.0,0.0,0.0,145.001538,2.0,1.0,144.818331,145.001538,13,45.456779,56.590002,0.0260735353,62.26,1.645,False,0.183207,0.126508,1
DUOL,momentum_breakout,breakout,2,2026-08-19,2026-08-20,145.245106,2026-09-01,158.611234,end_of_sim,0.98555593,0.98555593,False,,0.0,0.0,0.0,155.320242,2.0,1.0,144.147175,155.320242,12,130.876301,171.389225,0.0494639889,59.47,1.56,False,11.173067,7.751152,1
TECK,momentum_breakout,breakout,2,2026-08-21,2026-08-24,69.624937,2026-09-01,66.632565,end_of_sim,2.05756673,2.05756673,False,,0.0,0.0,0.0,136.10095,2.0,1.0,144.257954,136.10095,8,65.136365,82.157425,0.0322339368,61.19,1.642,False,-8.157004,-5.654457,0
SCCO,momentum_breakout,breakout,2,2026-08-21,2026-08-24,219.219,2026-09-01,201.408391,end_of_sim,0.09648933,0.09648933,False,,0.0,0.0,0.0,18.43376,2.0,1.0,22.152294,18.43376,8,205.465507,258.67842,0.0313692989,64.59,1.641,False,-3.718534,-16.786224,0
